report_id,report_type,site,activity,barrier_failure,iogp_life_saving_rule,description_raw,description_clean,model_text,risk_level,sif_potential
NM_0250,Near Miss,Refinery unit,Scaffold modification,Fall arrest missing,Working at Height,"Shift crew reported that during Scaffold modification in Refinery unit, Fall arrest missing. The supervisor reviewed and approved continuation after correction. No one was exposed, but the observation required a documented corrective action.","Shift crew reported that during Scaffold modification in Refinery unit, Fall arrest missing. The supervisor reviewed and approved continuation after correction. No one was exposed, but the observation required a documented corrective action.","[REPORT_TYPE] Near Miss [SITE] Refinery unit [ACTIVITY] Scaffold modification [BARRIER_FAILURE] Fall arrest missing [IOGP_RULE] Working at Height [TEXT] Shift crew reported that during Scaffold modification in Refinery unit, Fall arrest missing. The supervisor reviewed and approved continuation after correction. No one was exposed, but the observation required a documented corrective action.",Medium,0
NM_0674,Near Miss,Storage depot,Forklift pallet handling,Electrical supply and process pressure isolation were not independently verified,Safe Mechanical Lifting,A Electrical supply and process pressure isolation were not independently verified was identified during Forklift pallet handling at Storage depot. The situation had imminent potential for fatality and was escalated immediately. All personnel were evacuated and the area was secured pending full investigation.,A Electrical supply and process pressure isolation were not independently verified was identified during Forklift pallet handling at Storage depot. The situation had imminent potential for fatality and was escalated immediately. All personnel were evacuated and the area was secured pending full investigation.,[REPORT_TYPE] Near Miss [SITE] Storage depot [ACTIVITY] Forklift pallet handling [BARRIER_FAILURE] Electrical supply and process pressure isolation were not independently verified [IOGP_RULE] Safe Mechanical Lifting [TEXT] A Electrical supply and process pressure isolation were not independently verified was identified during Forklift pallet handling at Storage depot. The situation had imminent potential for fatality and was escalated immediately. All personnel were evacuated and the area was secured pending full investigation.,Critical,1
NM_0562,Near Miss,Compressor station,Internal tank inspection,Simultaneous operations were not recorded in the permit briefing,Confined Space,"Shift crew reported that during Internal tank inspection in Compressor station, Simultaneous operations were not recorded in the permit briefing. The job was halted due to high-risk exposure. A supervisor issued a stop-work intervention and required a formal control verification.","Shift crew reported that during Internal tank inspection in Compressor station, Simultaneous operations were not recorded in the permit briefing. The job was halted due to high-risk exposure. A supervisor issued a stop-work intervention and required a formal control verification.","[REPORT_TYPE] Near Miss [SITE] Compressor station [ACTIVITY] Internal tank inspection [BARRIER_FAILURE] Simultaneous operations were not recorded in the permit briefing [IOGP_RULE] Confined Space [TEXT] Shift crew reported that during Internal tank inspection in Compressor station, Simultaneous operations were not recorded in the permit briefing. The job was halted due to high-risk exposure. A supervisor issued a stop-work intervention and required a formal control verification.",High,1
NM_0069,Near Miss,Compressor station,Pipe-rack inspection,Sample bottle label was unclear and secondary containment was not positioned,Energy Isolation,A Sample bottle label was unclear and secondary containment was not positioned was identified during Pipe-rack inspection at Compressor station. No work stoppage was required. The issue was minor and was rectified before it affected the task.,A Sample bottle label was unclear and secondary containment was not positioned was identified during Pipe-rack inspection at Compressor station. No work stoppage was required. The issue was minor and was rectified before it affected the task.,[REPORT_TYPE] Near Miss [SITE] Compressor station [ACTIVITY] Pipe-rack inspection [BARRIER_FAILURE] Sample bottle label was unclear and secondary containment was not positioned [IOGP_RULE] Energy Isolation [TEXT] A Sample bottle label was unclear and secondary containment was not positioned was identified during Pipe-rack inspection at Compressor station. No work stoppage was required. The issue was minor and was rectified before it affected the task.,Low,0
NM_0269,Near Miss,Tank farm,Lifting and rigging,Test manifold lacked verified restraint and pressure-release exclusion controls,Safe Mechanical Lifting,"During Lifting and rigging at Tank farm, Test manifold lacked verified restraint and pressure-release exclusion controls. The supervisor reviewed and approved continuation after correction. The supervisor reviewed the situation and approved continuation after correction.","During Lifting and rigging at Tank farm, Test manifold lacked verified restraint and pressure-release exclusion controls. The supervisor reviewed and approved continuation after correction. The supervisor reviewed the situation and approved continuation after correction.","[REPORT_TYPE] Near Miss [SITE] Tank farm [ACTIVITY] Lifting and rigging [BARRIER_FAILURE] Test manifold lacked verified restraint and pressure-release exclusion controls [IOGP_RULE] Safe Mechanical Lifting [TEXT] During Lifting and rigging at Tank farm, Test manifold lacked verified restraint and pressure-release exclusion controls. The supervisor reviewed and approved continuation after correction. The supervisor reviewed the situation and approved continuation after correction.",Medium,0
NM_0465,Near Miss,Maintenance yard,Emergency valve servicing,Fire watch missing,Hot Work,"Shift crew reported that during Emergency valve servicing in Maintenance yard, Fire watch missing. The situation had credible potential for serious injury. The situation had credible potential for serious injury and was escalated immediately.","Shift crew reported that during Emergency valve servicing in Maintenance yard, Fire watch missing. The situation had credible potential for serious injury. The situation had credible potential for serious injury and was escalated immediately.","[REPORT_TYPE] Near Miss [SITE] Maintenance yard [ACTIVITY] Emergency valve servicing [BARRIER_FAILURE] Fire watch missing [IOGP_RULE] Hot Work [TEXT] Shift crew reported that during Emergency valve servicing in Maintenance yard, Fire watch missing. The situation had credible potential for serious injury. The situation had credible potential for serious injury and was escalated immediately.",High,1
NM_0663,Near Miss,LPG bottling plant,Excavation work,Test manifold lacked verified restraint and pressure-release exclusion controls,Line of Fire,"Inspection revealed Test manifold lacked verified restraint and pressure-release exclusion controls during Excavation work at LPG bottling plant. Multiple workers were at risk of serious injury or fatality. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.","Inspection revealed Test manifold lacked verified restraint and pressure-release exclusion controls during Excavation work at LPG bottling plant. Multiple workers were at risk of serious injury or fatality. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.","[REPORT_TYPE] Near Miss [SITE] LPG bottling plant [ACTIVITY] Excavation work [BARRIER_FAILURE] Test manifold lacked verified restraint and pressure-release exclusion controls [IOGP_RULE] Line of Fire [TEXT] Inspection revealed Test manifold lacked verified restraint and pressure-release exclusion controls during Excavation work at LPG bottling plant. Multiple workers were at risk of serious injury or fatality. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",Critical,1
NM_0216,Near Miss,Pipeline ROW,Vessel entry preparation,Supervision absent,Confined Space,"During Vessel entry preparation at Pipeline ROW, Supervision absent. Work was stopped temporarily and resumed after verification. Work was temporarily halted pending verification of the control measure.","During Vessel entry preparation at Pipeline ROW, Supervision absent. Work was stopped temporarily and resumed after verification. Work was temporarily halted pending verification of the control measure.","[REPORT_TYPE] Near Miss [SITE] Pipeline ROW [ACTIVITY] Vessel entry preparation [BARRIER_FAILURE] Supervision absent [IOGP_RULE] Confined Space [TEXT] During Vessel entry preparation at Pipeline ROW, Supervision absent. Work was stopped temporarily and resumed after verification. Work was temporarily halted pending verification of the control measure.",Medium,0
NM_0341,Near Miss,Refinery unit,Scaffolding work,Exclusion zone missing,Working at Height,Inspection revealed Exclusion zone missing during Scaffolding work at Refinery unit. Work was paused until the issue was addressed. Work was temporarily halted pending verification of the control measure.,Inspection revealed Exclusion zone missing during Scaffolding work at Refinery unit. Work was paused until the issue was addressed. Work was temporarily halted pending verification of the control measure.,[REPORT_TYPE] Near Miss [SITE] Refinery unit [ACTIVITY] Scaffolding work [BARRIER_FAILURE] Exclusion zone missing [IOGP_RULE] Working at Height [TEXT] Inspection revealed Exclusion zone missing during Scaffolding work at Refinery unit. Work was paused until the issue was addressed. Work was temporarily halted pending verification of the control measure.,Medium,0
NM_0721,Near Miss,Refinery unit,Process unit startup/shutdown,Gas testing was overdue and no dedicated fire watch was assigned,Confined Space,A Gas testing was overdue and no dedicated fire watch was assigned was identified during Process unit startup/shutdown at Refinery unit. Actual exposure to hazardous conditions occurred. The situation had imminent potential for fatality and was escalated immediately.,A Gas testing was overdue and no dedicated fire watch was assigned was identified during Process unit startup/shutdown at Refinery unit. Actual exposure to hazardous conditions occurred. The situation had imminent potential for fatality and was escalated immediately.,[REPORT_TYPE] Near Miss [SITE] Refinery unit [ACTIVITY] Process unit startup/shutdown [BARRIER_FAILURE] Gas testing was overdue and no dedicated fire watch was assigned [IOGP_RULE] Confined Space [TEXT] A Gas testing was overdue and no dedicated fire watch was assigned was identified during Process unit startup/shutdown at Refinery unit. Actual exposure to hazardous conditions occurred. The situation had imminent potential for fatality and was escalated immediately.,Critical,1
NM_0724,Near Miss,Truck loading bay,Hot work (welding/grinding),"No pre-entry gas test, attendant, rescue arrangement, or signed entry permit",Confined Space,"Inspection revealed No pre-entry gas test, attendant, rescue arrangement, or signed entry permit during Hot work (welding/grinding) at Truck loading bay. All personnel were evacuated. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.","Inspection revealed No pre-entry gas test, attendant, rescue arrangement, or signed entry permit during Hot work (welding/grinding) at Truck loading bay. All personnel were evacuated. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.","[REPORT_TYPE] Near Miss [SITE] Truck loading bay [ACTIVITY] Hot work (welding/grinding) [BARRIER_FAILURE] No pre-entry gas test, attendant, rescue arrangement, or signed entry permit [IOGP_RULE] Confined Space [TEXT] Inspection revealed No pre-entry gas test, attendant, rescue arrangement, or signed entry permit during Hot work (welding/grinding) at Truck loading bay. All personnel were evacuated. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",Critical,1
NM_0124,Near Miss,Tank farm,Housekeeping inspection,Lift plan missing,Safe Mechanical Lifting,"Before/during Housekeeping inspection at Tank farm, Lift plan missing. Corrective action was taken on the spot. The team recorded the observation and completed immediate housekeeping correction.","Before/during Housekeeping inspection at Tank farm, Lift plan missing. Corrective action was taken on the spot. The team recorded the observation and completed immediate housekeeping correction.","[REPORT_TYPE] Near Miss [SITE] Tank farm [ACTIVITY] Housekeeping inspection [BARRIER_FAILURE] Lift plan missing [IOGP_RULE] Safe Mechanical Lifting [TEXT] Before/during Housekeeping inspection at Tank farm, Lift plan missing. Corrective action was taken on the spot. The team recorded the observation and completed immediate housekeeping correction.",Low,0
NM_0747,Near Miss,Pipeline ROW,Instrument calibration,Guard missing,Driving,"Shift crew reported that during Instrument calibration in Pipeline ROW, Guard missing. Actual exposure to hazardous conditions occurred. The condition presented immediate potentially fatal exposure; operations were stopped, the area was isolated, and emergency escalation began.","Shift crew reported that during Instrument calibration in Pipeline ROW, Guard missing. Actual exposure to hazardous conditions occurred. The condition presented immediate potentially fatal exposure; operations were stopped, the area was isolated, and emergency escalation began.","[REPORT_TYPE] Near Miss [SITE] Pipeline ROW [ACTIVITY] Instrument calibration [BARRIER_FAILURE] Guard missing [IOGP_RULE] Driving [TEXT] Shift crew reported that during Instrument calibration in Pipeline ROW, Guard missing. Actual exposure to hazardous conditions occurred. The condition presented immediate potentially fatal exposure; operations were stopped, the area was isolated, and emergency escalation began.",Critical,1
NM_0311,Near Miss,Storage depot,Chemical sampling,Pneumatic energy isolation was not locked and residual pressure remained in the line,Energy Isolation,"During Chemical sampling at Storage depot, Pneumatic energy isolation was not locked and residual pressure remained in the line. Work was stopped temporarily and resumed after verification. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.","During Chemical sampling at Storage depot, Pneumatic energy isolation was not locked and residual pressure remained in the line. Work was stopped temporarily and resumed after verification. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.","[REPORT_TYPE] Near Miss [SITE] Storage depot [ACTIVITY] Chemical sampling [BARRIER_FAILURE] Pneumatic energy isolation was not locked and residual pressure remained in the line [IOGP_RULE] Energy Isolation [TEXT] During Chemical sampling at Storage depot, Pneumatic energy isolation was not locked and residual pressure remained in the line. Work was stopped temporarily and resumed after verification. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.",Medium,0
NM_0768,Near Miss,Wellsite,Reversing vehicle operations,Drain cover was open and combustible vapour testing was not documented,Hot Work,Inspection revealed Drain cover was open and combustible vapour testing was not documented during Reversing vehicle operations at Wellsite. Actual exposure to hazardous conditions occurred. Personnel were moved to a safe location and the event was treated as a high-potential near miss.,Inspection revealed Drain cover was open and combustible vapour testing was not documented during Reversing vehicle operations at Wellsite. Actual exposure to hazardous conditions occurred. Personnel were moved to a safe location and the event was treated as a high-potential near miss.,[REPORT_TYPE] Near Miss [SITE] Wellsite [ACTIVITY] Reversing vehicle operations [BARRIER_FAILURE] Drain cover was open and combustible vapour testing was not documented [IOGP_RULE] Hot Work [TEXT] Inspection revealed Drain cover was open and combustible vapour testing was not documented during Reversing vehicle operations at Wellsite. Actual exposure to hazardous conditions occurred. Personnel were moved to a safe location and the event was treated as a high-potential near miss.,Critical,1
NM_0338,Near Miss,Tank farm,Internal tank inspection,Reversing was attempted without a banksman and pedestrian segregation,Confined Space,Inspection revealed Reversing was attempted without a banksman and pedestrian segregation during Internal tank inspection at Tank farm. Work was paused until the issue was addressed. Work was temporarily halted pending verification of the control measure.,Inspection revealed Reversing was attempted without a banksman and pedestrian segregation during Internal tank inspection at Tank farm. Work was paused until the issue was addressed. Work was temporarily halted pending verification of the control measure.,[REPORT_TYPE] Near Miss [SITE] Tank farm [ACTIVITY] Internal tank inspection [BARRIER_FAILURE] Reversing was attempted without a banksman and pedestrian segregation [IOGP_RULE] Confined Space [TEXT] Inspection revealed Reversing was attempted without a banksman and pedestrian segregation during Internal tank inspection at Tank farm. Work was paused until the issue was addressed. Work was temporarily halted pending verification of the control measure.,Medium,0
NM_0604,Near Miss,Pipeline ROW,Process unit startup/shutdown,Scaffold was altered without inspection tag and toe boards were missing,Bypassing Safety Controls,"During routine checks at Pipeline ROW, Scaffold was altered without inspection tag and toe boards were missing was observed during Process unit startup/shutdown. The situation had imminent potential for fatality and was escalated immediately. The situation had imminent potential for fatality and was escalated immediately.","During routine checks at Pipeline ROW, Scaffold was altered without inspection tag and toe boards were missing was observed during Process unit startup/shutdown. The situation had imminent potential for fatality and was escalated immediately. The situation had imminent potential for fatality and was escalated immediately.","[REPORT_TYPE] Near Miss [SITE] Pipeline ROW [ACTIVITY] Process unit startup/shutdown [BARRIER_FAILURE] Scaffold was altered without inspection tag and toe boards were missing [IOGP_RULE] Bypassing Safety Controls [TEXT] During routine checks at Pipeline ROW, Scaffold was altered without inspection tag and toe boards were missing was observed during Process unit startup/shutdown. The situation had imminent potential for fatality and was escalated immediately. The situation had imminent potential for fatality and was escalated immediately.",Critical,1
NM_0160,Near Miss,LPG bottling plant,Wellhead valve maintenance,Emergency response delayed,Work Authorization,"During Wellhead valve maintenance at LPG bottling plant, Emergency response delayed. No work stoppage was required. The condition was corrected during the routine inspection, with no exposure to hazardous energy.","During Wellhead valve maintenance at LPG bottling plant, Emergency response delayed. No work stoppage was required. The condition was corrected during the routine inspection, with no exposure to hazardous energy.","[REPORT_TYPE] Near Miss [SITE] LPG bottling plant [ACTIVITY] Wellhead valve maintenance [BARRIER_FAILURE] Emergency response delayed [IOGP_RULE] Work Authorization [TEXT] During Wellhead valve maintenance at LPG bottling plant, Emergency response delayed. No work stoppage was required. The condition was corrected during the routine inspection, with no exposure to hazardous energy.",Low,0
NM_0378,Near Miss,Storage depot,Excavation work,Work scope had changed but the permit and job safety analysis were not revalidated,Line of Fire,"A Work scope had changed but the permit and job safety analysis were not revalidated was identified during Excavation work at Storage depot. Work was stopped temporarily and resumed after verification. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.","A Work scope had changed but the permit and job safety analysis were not revalidated was identified during Excavation work at Storage depot. Work was stopped temporarily and resumed after verification. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.","[REPORT_TYPE] Near Miss [SITE] Storage depot [ACTIVITY] Excavation work [BARRIER_FAILURE] Work scope had changed but the permit and job safety analysis were not revalidated [IOGP_RULE] Line of Fire [TEXT] A Work scope had changed but the permit and job safety analysis were not revalidated was identified during Excavation work at Storage depot. Work was stopped temporarily and resumed after verification. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.",Medium,0
NM_0514,Near Miss,Refinery unit,Lifting valve actuator,Communication failure,Safe Mechanical Lifting,"Near-miss observation: while performing Lifting valve actuator at Refinery unit, the team found that Communication failure. Work was stopped due to potential serious injury risk. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.","Near-miss observation: while performing Lifting valve actuator at Refinery unit, the team found that Communication failure. Work was stopped due to potential serious injury risk. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.","[REPORT_TYPE] Near Miss [SITE] Refinery unit [ACTIVITY] Lifting valve actuator [BARRIER_FAILURE] Communication failure [IOGP_RULE] Safe Mechanical Lifting [TEXT] Near-miss observation: while performing Lifting valve actuator at Refinery unit, the team found that Communication failure. Work was stopped due to potential serious injury risk. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.",High,1
NM_0017,Near Miss,Field office area,Hydrostatic pressure test,Damaged pallet and unstable load were being raised without a spotter,Confined Space,A Damaged pallet and unstable load were being raised without a spotter was identified during Hydrostatic pressure test at Field office area. The team corrected it without delay. No work stoppage was required as the risk was minimal.,A Damaged pallet and unstable load were being raised without a spotter was identified during Hydrostatic pressure test at Field office area. The team corrected it without delay. No work stoppage was required as the risk was minimal.,[REPORT_TYPE] Near Miss [SITE] Field office area [ACTIVITY] Hydrostatic pressure test [BARRIER_FAILURE] Damaged pallet and unstable load were being raised without a spotter [IOGP_RULE] Confined Space [TEXT] A Damaged pallet and unstable load were being raised without a spotter was identified during Hydrostatic pressure test at Field office area. The team corrected it without delay. No work stoppage was required as the risk was minimal.,Low,0
NM_0462,Near Miss,LPG bottling plant,Pipe spool welding,Tool inspection missing,Hot Work,"During Pipe spool welding at LPG bottling plant, Tool inspection missing. The activity was stopped as it could have resulted in serious harm. The situation had credible potential for serious injury and was escalated immediately.","During Pipe spool welding at LPG bottling plant, Tool inspection missing. The activity was stopped as it could have resulted in serious harm. The situation had credible potential for serious injury and was escalated immediately.","[REPORT_TYPE] Near Miss [SITE] LPG bottling plant [ACTIVITY] Pipe spool welding [BARRIER_FAILURE] Tool inspection missing [IOGP_RULE] Hot Work [TEXT] During Pipe spool welding at LPG bottling plant, Tool inspection missing. The activity was stopped as it could have resulted in serious harm. The situation had credible potential for serious injury and was escalated immediately.",High,1
NM_0348,Near Miss,Pump station,Hydrostatic pressure test,Isolation not verified,Energy Isolation,"During routine checks at Pump station, Isolation not verified was observed during Hydrostatic pressure test. The supervisor reviewed and approved continuation after correction. No one was exposed, but the observation required a documented corrective action.","During routine checks at Pump station, Isolation not verified was observed during Hydrostatic pressure test. The supervisor reviewed and approved continuation after correction. No one was exposed, but the observation required a documented corrective action.","[REPORT_TYPE] Near Miss [SITE] Pump station [ACTIVITY] Hydrostatic pressure test [BARRIER_FAILURE] Isolation not verified [IOGP_RULE] Energy Isolation [TEXT] During routine checks at Pump station, Isolation not verified was observed during Hydrostatic pressure test. The supervisor reviewed and approved continuation after correction. No one was exposed, but the observation required a documented corrective action.",Medium,0
NM_0797,Near Miss,Truck loading bay,Night driving to remote site,"No pre-entry gas test, attendant, rescue arrangement, or signed entry permit",Confined Space,"During Night driving to remote site at Truck loading bay, No pre-entry gas test, attendant, rescue arrangement, or signed entry permit. The situation had imminent potential for fatality and was escalated immediately. The situation had imminent potential for fatality and was escalated immediately.","During Night driving to remote site at Truck loading bay, No pre-entry gas test, attendant, rescue arrangement, or signed entry permit. The situation had imminent potential for fatality and was escalated immediately. The situation had imminent potential for fatality and was escalated immediately.","[REPORT_TYPE] Near Miss [SITE] Truck loading bay [ACTIVITY] Night driving to remote site [BARRIER_FAILURE] No pre-entry gas test, attendant, rescue arrangement, or signed entry permit [IOGP_RULE] Confined Space [TEXT] During Night driving to remote site at Truck loading bay, No pre-entry gas test, attendant, rescue arrangement, or signed entry permit. The situation had imminent potential for fatality and was escalated immediately. The situation had imminent potential for fatality and was escalated immediately.",Critical,1
NM_0332,Near Miss,Storage depot,Forklift pallet handling,Test manifold lacked verified restraint and pressure-release exclusion controls,Safe Mechanical Lifting,"Before/during Forklift pallet handling at Storage depot, Test manifold lacked verified restraint and pressure-release exclusion controls. The job proceeded only after corrective measures. No one was exposed, but the observation required a documented corrective action.","Before/during Forklift pallet handling at Storage depot, Test manifold lacked verified restraint and pressure-release exclusion controls. The job proceeded only after corrective measures. No one was exposed, but the observation required a documented corrective action.","[REPORT_TYPE] Near Miss [SITE] Storage depot [ACTIVITY] Forklift pallet handling [BARRIER_FAILURE] Test manifold lacked verified restraint and pressure-release exclusion controls [IOGP_RULE] Safe Mechanical Lifting [TEXT] Before/during Forklift pallet handling at Storage depot, Test manifold lacked verified restraint and pressure-release exclusion controls. The job proceeded only after corrective measures. No one was exposed, but the observation required a documented corrective action.",Medium,0
NM_0147,Near Miss,Drilling rig,Night driving to remote site,Spill containment missing,Energy Isolation,Inspection revealed Spill containment missing during Night driving to remote site at Drilling rig. The area was corrected immediately. The issue was minor and was rectified before it affected the task.,Inspection revealed Spill containment missing during Night driving to remote site at Drilling rig. The area was corrected immediately. The issue was minor and was rectified before it affected the task.,[REPORT_TYPE] Near Miss [SITE] Drilling rig [ACTIVITY] Night driving to remote site [BARRIER_FAILURE] Spill containment missing [IOGP_RULE] Energy Isolation [TEXT] Inspection revealed Spill containment missing during Night driving to remote site at Drilling rig. The area was corrected immediately. The issue was minor and was rectified before it affected the task.,Low,0
NM_0622,Near Miss,Offshore platform,Internal tank inspection,Damaged pallet and unstable load were being raised without a spotter,Confined Space,"Inspection revealed Damaged pallet and unstable load were being raised without a spotter during Internal tank inspection at Offshore platform. All personnel were evacuated. The condition presented immediate potentially fatal exposure; operations were stopped, the area was isolated, and emergency escalation began.","Inspection revealed Damaged pallet and unstable load were being raised without a spotter during Internal tank inspection at Offshore platform. All personnel were evacuated. The condition presented immediate potentially fatal exposure; operations were stopped, the area was isolated, and emergency escalation began.","[REPORT_TYPE] Near Miss [SITE] Offshore platform [ACTIVITY] Internal tank inspection [BARRIER_FAILURE] Damaged pallet and unstable load were being raised without a spotter [IOGP_RULE] Confined Space [TEXT] Inspection revealed Damaged pallet and unstable load were being raised without a spotter during Internal tank inspection at Offshore platform. All personnel were evacuated. The condition presented immediate potentially fatal exposure; operations were stopped, the area was isolated, and emergency escalation began.",Critical,1
NM_0367,Near Miss,Truck loading bay,Crude transfer vehicle movement,Tool inspection missing,None/Not Applicable,"During routine checks at Truck loading bay, Tool inspection missing was observed during Crude transfer vehicle movement. The activity was delayed pending correction. No one was exposed, but the observation required a documented corrective action.","During routine checks at Truck loading bay, Tool inspection missing was observed during Crude transfer vehicle movement. The activity was delayed pending correction. No one was exposed, but the observation required a documented corrective action.","[REPORT_TYPE] Near Miss [SITE] Truck loading bay [ACTIVITY] Crude transfer vehicle movement [BARRIER_FAILURE] Tool inspection missing [IOGP_RULE] None/Not Applicable [TEXT] During routine checks at Truck loading bay, Tool inspection missing was observed during Crude transfer vehicle movement. The activity was delayed pending correction. No one was exposed, but the observation required a documented corrective action.",Medium,0
NM_0051,Near Miss,Maintenance yard,Scaffolding work,Gas testing was overdue and no dedicated fire watch was assigned,Confined Space,"During Scaffolding work at Maintenance yard, Gas testing was overdue and no dedicated fire watch was assigned. The area was corrected immediately. No work stoppage was required as the risk was minimal.","During Scaffolding work at Maintenance yard, Gas testing was overdue and no dedicated fire watch was assigned. The area was corrected immediately. No work stoppage was required as the risk was minimal.","[REPORT_TYPE] Near Miss [SITE] Maintenance yard [ACTIVITY] Scaffolding work [BARRIER_FAILURE] Gas testing was overdue and no dedicated fire watch was assigned [IOGP_RULE] Confined Space [TEXT] During Scaffolding work at Maintenance yard, Gas testing was overdue and no dedicated fire watch was assigned. The area was corrected immediately. No work stoppage was required as the risk was minimal.",Low,0
NM_0021,Near Miss,Field office area,Compressor troubleshooting,Sample bottle label was unclear and secondary containment was not positioned,Line of Fire,"During routine checks at Field office area, Sample bottle label was unclear and secondary containment was not positioned was observed during Compressor troubleshooting. The area was corrected immediately. The observation was logged and addressed during the same shift.","During routine checks at Field office area, Sample bottle label was unclear and secondary containment was not positioned was observed during Compressor troubleshooting. The area was corrected immediately. The observation was logged and addressed during the same shift.","[REPORT_TYPE] Near Miss [SITE] Field office area [ACTIVITY] Compressor troubleshooting [BARRIER_FAILURE] Sample bottle label was unclear and secondary containment was not positioned [IOGP_RULE] Line of Fire [TEXT] During routine checks at Field office area, Sample bottle label was unclear and secondary containment was not positioned was observed during Compressor troubleshooting. The area was corrected immediately. The observation was logged and addressed during the same shift.",Low,0
NM_0636,Near Miss,Field office area,Reversing vehicle operations,Permit missing,Driving,"During Reversing vehicle operations at Field office area, Permit missing. The situation had imminent potential for fatality and was escalated immediately. Personnel were moved to a safe location and the event was treated as a high-potential near miss.","During Reversing vehicle operations at Field office area, Permit missing. The situation had imminent potential for fatality and was escalated immediately. Personnel were moved to a safe location and the event was treated as a high-potential near miss.","[REPORT_TYPE] Near Miss [SITE] Field office area [ACTIVITY] Reversing vehicle operations [BARRIER_FAILURE] Permit missing [IOGP_RULE] Driving [TEXT] During Reversing vehicle operations at Field office area, Permit missing. The situation had imminent potential for fatality and was escalated immediately. Personnel were moved to a safe location and the event was treated as a high-potential near miss.",Critical,1
NM_0482,Near Miss,Storage depot,Hydrostatic pressure test,Drain cover was open and combustible vapour testing was not documented,Hot Work,"Near-miss observation: while performing Hydrostatic pressure test at Storage depot, the team found that Drain cover was open and combustible vapour testing was not documented. Work was stopped due to potential serious injury risk. Personnel were close to hazardous energy exposure, so the area was secured pending investigation.","Near-miss observation: while performing Hydrostatic pressure test at Storage depot, the team found that Drain cover was open and combustible vapour testing was not documented. Work was stopped due to potential serious injury risk. Personnel were close to hazardous energy exposure, so the area was secured pending investigation.","[REPORT_TYPE] Near Miss [SITE] Storage depot [ACTIVITY] Hydrostatic pressure test [BARRIER_FAILURE] Drain cover was open and combustible vapour testing was not documented [IOGP_RULE] Hot Work [TEXT] Near-miss observation: while performing Hydrostatic pressure test at Storage depot, the team found that Drain cover was open and combustible vapour testing was not documented. Work was stopped due to potential serious injury risk. Personnel were close to hazardous energy exposure, so the area was secured pending investigation.",High,1
NM_0529,Near Miss,LPG bottling plant,Confined space entry,Lift plan missing,Confined Space,Inspection revealed Lift plan missing during Confined space entry at LPG bottling plant. The activity was stopped as it could have resulted in serious harm. The situation had credible potential for serious injury and was escalated immediately.,Inspection revealed Lift plan missing during Confined space entry at LPG bottling plant. The activity was stopped as it could have resulted in serious harm. The situation had credible potential for serious injury and was escalated immediately.,[REPORT_TYPE] Near Miss [SITE] LPG bottling plant [ACTIVITY] Confined space entry [BARRIER_FAILURE] Lift plan missing [IOGP_RULE] Confined Space [TEXT] Inspection revealed Lift plan missing during Confined space entry at LPG bottling plant. The activity was stopped as it could have resulted in serious harm. The situation had credible potential for serious injury and was escalated immediately.,High,1
NM_0129,Near Miss,Pipeline ROW,Scaffold modification,Lift plan missing,Safe Mechanical Lifting,"During Scaffold modification at Pipeline ROW, Lift plan missing. Corrective action was taken on the spot. The condition was corrected during the routine inspection, with no exposure to hazardous energy.","During Scaffold modification at Pipeline ROW, Lift plan missing. Corrective action was taken on the spot. The condition was corrected during the routine inspection, with no exposure to hazardous energy.","[REPORT_TYPE] Near Miss [SITE] Pipeline ROW [ACTIVITY] Scaffold modification [BARRIER_FAILURE] Lift plan missing [IOGP_RULE] Safe Mechanical Lifting [TEXT] During Scaffold modification at Pipeline ROW, Lift plan missing. Corrective action was taken on the spot. The condition was corrected during the routine inspection, with no exposure to hazardous energy.",Low,0
NM_0712,Near Miss,Gas processing unit,Manual handling of tubulars,Supervision absent,Energy Isolation,"Shift crew reported that during Manual handling of tubulars in Gas processing unit, Supervision absent. Multiple workers were at risk of serious injury or fatality. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.","Shift crew reported that during Manual handling of tubulars in Gas processing unit, Supervision absent. Multiple workers were at risk of serious injury or fatality. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.","[REPORT_TYPE] Near Miss [SITE] Gas processing unit [ACTIVITY] Manual handling of tubulars [BARRIER_FAILURE] Supervision absent [IOGP_RULE] Energy Isolation [TEXT] Shift crew reported that during Manual handling of tubulars in Gas processing unit, Supervision absent. Multiple workers were at risk of serious injury or fatality. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",Critical,1
