report_text,sif_binary,label_source,category,risk_level,sif_label,facility,department,label,python predict_v3.py
Incident observation 399: Continued operating a boiler above its limit while preparing equipment for service created a pressure-vessel overpressure. A safety interlock had been bypassed. The reported outcome was an explosion with life-threatening injuries. A safer method was available nearby.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
"While while completing an urgent task, a worker responded to a leak in a process area. The unsafe act was that respiratory protection and gas monitoring were not used. This led to toxic-gas exposure; outcome was collapse from toxic inhalation. The hazard was visible before work began.",1,original_trusted,,,,,,,
"While while preparing equipment for service, a worker opened a pressurized acid line. The unsafe act was that a face shield and chemical suit were not worn. This led to chemical release; outcome was permanent eye damage and chemical burns. The pre-job checklist was incomplete.",1,original_trusted,,,,,,,
Incident observation 919: Opened a pressurized acid line while preparing equipment for service created a chemical release. A face shield and chemical suit were not worn. The reported outcome was permanent eye damage and chemical burns. A safer method was available nearby.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 809: Entered an unsupported trench during routine maintenance created a excavation collapse. Shoring and a safe-entry inspection were missing. The reported outcome was burial injuries and emergency extraction. The worker received a verbal reminder but continued.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Worker inspecting inside hopper - material started flowing. Worker trapped to chest. Rescued after 20 minutes. Broke several ribs. LOTO not used. Material flow not stopped. Worker not in communication with control.,1,,Unsafe Act,High,SIF,Hoppers Area,Operations,1.0,
Incident observation 589: Raised a metal ladder near utility lines during normal production created a overhead-power-line contact. Minimum approach distance was not maintained. The reported outcome was electrical burns and cardiac arrest. The hazard was visible before work began.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
"Unsafe work report: a worker drove a forklift carrying an oversized load during material movement. The load capacity and travel route were not checked, creating a mobile-equipment overturn event. Result: serious crush injuries. The hazard was visible before work began.",1,original_trusted,,,,,,,
Incident observation 114: Entered a vessel to inspect an internal valve during a night shift created a confined-space oxygen deficiency. The entry permit and atmosphere test were skipped. The reported outcome was loss of consciousness requiring emergency rescue. A safer method was available nearby.,1,original_trusted,,,,,,,
Incident observation 514: Reversed a forklift in a shared aisle during a night shift created a forklift contact. The driver did not check the blind spot. The reported outcome was a crushed foot requiring treatment. A safer method was available nearby.,1,original_trusted,,,,,,,
Incident observation 734: Inspected a rotating shaft during a scheduled inspection created a rotating-equipment entanglement. The guard had been removed and equipment remained energized. The reported outcome was a severe arm injury. The worker received a verbal reminder but continued.,1,original_trusted,,,,,,,
Incident observation 544: Worked below overhead lifting activity during material movement created a falling-object impact. The barricaded area was entered without authorization. The reported outcome was a serious head injury. The pre-job checklist was incomplete.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 594: Entered a vessel to inspect an internal valve during a night shift created a confined-space oxygen deficiency. The entry permit and atmosphere test were skipped. The reported outcome was loss of consciousness requiring emergency rescue. A safer method was available nearby.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 549: Cleared a jam on a running conveyor during normal production created a machine entanglement. Lockout-tagout was not applied. The reported outcome was an amputation injury. The hazard was visible before work began.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 1154: Entered a vessel to inspect an internal valve during a night shift created a confined-space oxygen deficiency. The entry permit and atmosphere test were skipped. The reported outcome was loss of consciousness requiring emergency rescue. A safer method was available nearby.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Worker on top of rail car - fell due to wind gust. Broke back. Worker didn't have fall protection. Worker was used to routine - complacent. Wind condition not considered. Paraplegia - permanent disability.,1,original_trusted,,,,,,,
Worker inspecting inside hopper - material started flowing. Worker trapped to chest. Rescued after 20 minutes. Broke several ribs. LOTO not used. Material flow not stopped. Worker not in communication with control.,1,original_trusted,,,,,,,
Incident observation 374: Welded beside a tank connection during a scheduled inspection created a flammable-vapour ignition. The hot-work permit and gas test were bypassed. The reported outcome was a flash fire with serious burns. The worker received a verbal reminder but continued.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 1194: Disconnected a pressurized hydraulic hose during a night shift created a high-pressure hose whip. Pressure was not isolated before disconnection. The reported outcome was facial fractures and a broken jaw. A safer method was available nearby.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 324: Walked beneath a crane load while completing an urgent task created a suspended-load strike. The exclusion zone was ignored. The reported outcome was a crushed leg requiring surgery. The supervisor was not informed before the task started.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 1069: Raised a metal ladder near utility lines during normal production created a overhead-power-line contact. Minimum approach distance was not maintained. The reported outcome was electrical burns and cardiac arrest. The hazard was visible before work began.,1,original_trusted,,,,,,,
"While completing an urgent task, a worker experienced suspended-load strike after they walked beneath a crane load. The exclusion zone was ignored. Outcome: a crushed leg requiring surgery. A safer method was available nearby.",1,,Unsafe Act,High,SIF,Process Unit,Operations,1.0,
Incident observation 1079: Opened a pressurized acid line while preparing equipment for service created a chemical release. A face shield and chemical suit were not worn. The reported outcome was permanent eye damage and chemical burns. A safer method was available nearby.,1,original_trusted,,,,,,,
Incident observation 354: Entered a vessel to inspect an internal valve during a night shift created a confined-space oxygen deficiency. The entry permit and atmosphere test were skipped. The reported outcome was loss of consciousness requiring emergency rescue. A safer method was available nearby.,1,original_trusted,,,,,,,
Incident observation 879: Continued operating a boiler above its limit while preparing equipment for service created a pressure-vessel overpressure. A safety interlock had been bypassed. The reported outcome was an explosion with life-threatening injuries. A safer method was available nearby.,1,original_trusted,,,,,,,
"A worker entered a vessel to inspect an internal valve during a night shift, despite the fact that the entry permit and atmosphere test were skipped. The exposure involved confined-space oxygen deficiency, resulting in loss of consciousness requiring emergency rescue. The worker received a verbal reminder but continued.",1,,Unsafe Act,High,SIF,Electrical Substation,Electrical Maintenance,1.0,
Insulation lagging fell from overhead pipe. Worker below - not wearing hard hat. Piece struck worker's head. Concussion and neck injury. Hard hat available in vehicle not worn. Lagging corroded and fell due to vibration.,1,,Unsafe Act,High,SIF,Pipe Rack Area,Maintenance Mechanical,1.0,
Incident observation 479: Continued operating a boiler above its limit while preparing equipment for service created a pressure-vessel overpressure. A safety interlock had been bypassed. The reported outcome was an explosion with life-threatening injuries. A safer method was available nearby.,1,original_trusted,,,,,,,
Incident observation 184: Drove a forklift carrying an oversized load during material movement created a mobile-equipment overturn. The load capacity and travel route were not checked. The reported outcome was serious crush injuries. The pre-job checklist was incomplete.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Confined space entry without gas test. Worker collapsed. Rescue delayed - worker died. Permit not obtained. Control room not informed. No rescue plan. Worker entered on personal initiative.,1,original_trusted,,,,,,,
Incident observation 479: Continued operating a boiler above its limit while preparing equipment for service created a pressure-vessel overpressure. A safety interlock had been bypassed. The reported outcome was an explosion with life-threatening injuries. A safer method was available nearby.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 4: Walked beneath a crane load while completing an urgent task created a suspended-load strike. The exclusion zone was ignored. The reported outcome was a crushed leg requiring surgery. The supervisor was not informed before the task started.,1,original_trusted,,,,,,,
Incident observation 1254: Welded beside a tank connection during a scheduled inspection created a flammable-vapour ignition. The hot-work permit and gas test were bypassed. The reported outcome was a flash fire with serious burns. The worker received a verbal reminder but continued.,1,original_trusted,,,,,,,
Incident observation 609: Installed pipe supports during routine maintenance created a fall from an elevated work platform. Fall arrest lanyard was not connected. The reported outcome was multiple fractures and a serious head injury. The worker received a verbal reminder but continued.,1,original_trusted,,,,,,,
Incident observation 489: Entered an unsupported trench during routine maintenance created a excavation collapse. Shoring and a safe-entry inspection were missing. The reported outcome was burial injuries and emergency extraction. The worker received a verbal reminder but continued.,1,original_trusted,,,,,,,
"A worker welded beside a tank connection during a scheduled inspection, despite the fact that the hot-work permit and gas test were bypassed. The exposure involved flammable-vapour ignition, resulting in a flash fire with serious burns. The hazard was visible before work began.",1,original_trusted,,,,,,,
Incident observation 1244: Responded to a leak in a process area while completing an urgent task created a toxic-gas exposure. Respiratory protection and gas monitoring were not used. The reported outcome was collapse from toxic inhalation. The supervisor was not informed before the task started.,1,original_trusted,,,,,,,
"A worker disconnected a pressurized hydraulic hose during a night shift, despite the fact that pressure was not isolated before disconnection. The exposure involved high-pressure hose whip, resulting in facial fractures and a broken jaw. The worker received a verbal reminder but continued.",1,,Unsafe Act,High,SIF,Electrical Substation,Electrical Maintenance,1.0,
Incident observation 1179: Worked on a live steam line during planned shutdown work created a steam release. The line was not isolated and depressurized. The reported outcome was deep thermal burns. The pre-job checklist was incomplete.,1,original_trusted,,,,,,,
Incident observation 449: Installed pipe supports during routine maintenance created a fall from an elevated work platform. Fall arrest lanyard was not connected. The reported outcome was multiple fractures and a serious head injury. The worker received a verbal reminder but continued.,1,original_trusted,,,,,,,
Incident observation 309: Cleared a jam on a running conveyor during normal production created a machine entanglement. Lockout-tagout was not applied. The reported outcome was an amputation injury. The hazard was visible before work began.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 719: Continued operating a boiler above its limit while preparing equipment for service created a pressure-vessel overpressure. A safety interlock had been bypassed. The reported outcome was an explosion with life-threatening injuries. A safer method was available nearby.,1,original_trusted,,,,,,,
Incident observation 1009: Installed pipe supports during routine maintenance created a fall from an elevated work platform. Fall arrest lanyard was not connected. The reported outcome was multiple fractures and a serious head injury. The worker received a verbal reminder but continued.,1,original_trusted,,,,,,,
Incident observation 1159: Opened a pressurized acid line while preparing equipment for service created a chemical release. A face shield and chemical suit were not worn. The reported outcome was permanent eye damage and chemical burns. A safer method was available nearby.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 354: Entered a vessel to inspect an internal valve during a night shift created a confined-space oxygen deficiency. The entry permit and atmosphere test were skipped. The reported outcome was loss of consciousness requiring emergency rescue. A safer method was available nearby.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 1199: Continued operating a boiler above its limit while preparing equipment for service created a pressure-vessel overpressure. A safety interlock had been bypassed. The reported outcome was an explosion with life-threatening injuries. A safer method was available nearby.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 199: Opened a pressurized acid line while preparing equipment for service created a chemical release. A face shield and chemical suit were not worn. The reported outcome was permanent eye damage and chemical burns. A safer method was available nearby.,1,original_trusted,,,,,,,
Incident observation 34: Entered a vessel to inspect an internal valve during a night shift created a confined-space oxygen deficiency. The entry permit and atmosphere test were skipped. The reported outcome was loss of consciousness requiring emergency rescue. A safer method was available nearby.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 344: Drove a forklift carrying an oversized load during material movement created a mobile-equipment overturn. The load capacity and travel route were not checked. The reported outcome was serious crush injuries. The pre-job checklist was incomplete.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
"While during routine maintenance, a worker installed pipe supports. The unsafe act was that fall arrest lanyard was not connected. This led to fall from an elevated work platform; outcome was multiple fractures and a serious head injury. A safer method was available nearby.",1,,Unsafe Act,High,SIF,Tank Farm,Operations,1.0,
Incident observation 1554: Reversed a forklift in a shared aisle during a night shift created a forklift contact. The driver did not check the blind spot. The reported outcome was a crushed foot requiring treatment. A safer method was available nearby.,1,,Unsafe Act,Medium,SIF,Loading Bay,Logistics,1.0,
Incident observation 299: Worked on a live steam line during planned shutdown work created a steam release. The line was not isolated and depressurized. The reported outcome was deep thermal burns. The pre-job checklist was incomplete.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
High-pressure hose disconnection while worker holding it. Hose whipped and struck worker. Broken jaw and facial fractures. Pressure not relieved. Quick connect coupling failed. Worker not trained for pressure systems.,1,,Unsafe Act,High,SIF,Hydraulic System Area,Operations Mechanical,1.0,
Incident observation 874: Disconnected a pressurized hydraulic hose during a night shift created a high-pressure hose whip. Pressure was not isolated before disconnection. The reported outcome was facial fractures and a broken jaw. A safer method was available nearby.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 994: Reversed a forklift in a shared aisle during a night shift created a forklift contact. The driver did not check the blind spot. The reported outcome was a crushed foot requiring treatment. A safer method was available nearby.,1,original_trusted,,,,,,,
Incident observation 264: Drove a forklift carrying an oversized load during material movement created a mobile-equipment overturn. The load capacity and travel route were not checked. The reported outcome was serious crush injuries. The pre-job checklist was incomplete.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Underground cable struck during excavation. Worker conducting excavation without locating utilities. Worker electrocuted. Cable not marked on drawings. Utilities not located prior to digging. Emergency response delayed.,1,,Unsafe Act,High,SIF,Construction Excavation,Civil Projects,1.0,
Incident observation 594: Entered a vessel to inspect an internal valve during a night shift created a confined-space oxygen deficiency. The entry permit and atmosphere test were skipped. The reported outcome was loss of consciousness requiring emergency rescue. A safer method was available nearby.,1,original_trusted,,,,,,,
Rotating shaft guard removed - worker's sleeve caught. Arm broken and dislocated. Guard removed for cleaning - not replaced. Worker failed to stop equipment. Co-worker stopped machine within seconds. Injury severe.,1,,Unsafe Act,High,SIF,Rotating Equipment Area,Maintenance Mechanical,1.0,
Incident observation 974: Inspected a rotating shaft during a scheduled inspection created a rotating-equipment entanglement. The guard had been removed and equipment remained energized. The reported outcome was a severe arm injury. The worker received a verbal reminder but continued.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 634: Disconnected a pressurized hydraulic hose during a night shift created a high-pressure hose whip. Pressure was not isolated before disconnection. The reported outcome was facial fractures and a broken jaw. A safer method was available nearby.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 764: Responded to a leak in a process area while completing an urgent task created a toxic-gas exposure. Respiratory protection and gas monitoring were not used. The reported outcome was collapse from toxic inhalation. The supervisor was not informed before the task started.,1,original_trusted,,,,,,,
"During a scheduled inspection, a worker experienced flammable-vapour ignition after they welded beside a tank connection. The hot-work permit and gas test were bypassed. Outcome: a flash fire with serious burns. The supervisor was not informed before the task started.",1,original_trusted,,,,,,,
Incident observation 134: Welded beside a tank connection during a scheduled inspection created a flammable-vapour ignition. The hot-work permit and gas test were bypassed. The reported outcome was a flash fire with serious burns. The worker received a verbal reminder but continued.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Acid spray from pinhole leak - worker's face burned. Worker in acid service. Pinhole developed. Worker not wearing face shield. PPE not adequate. Acid concentration high. Burns require grafting. Permanent scarring.,1,,Unsafe Act,High,SIF,Acid Line Area,Operations Process,1.0,
"While during a night shift, a worker reversed a forklift in a shared aisle. The unsafe act was that the driver did not check the blind spot. This led to forklift contact; outcome was a crushed foot requiring treatment. The pre-job checklist was incomplete.",1,original_trusted,,,,,,,
Incident observation 1029: Cleared a jam on a running conveyor during normal production created a machine entanglement. Lockout-tagout was not applied. The reported outcome was an amputation injury. The hazard was visible before work began.,1,original_trusted,,,,,,,
Incident observation 409: Entered an unsupported trench during routine maintenance created a excavation collapse. Shoring and a safe-entry inspection were missing. The reported outcome was burial injuries and emergency extraction. The worker received a verbal reminder but continued.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Toxic chemical sprayed on worker. Worker using improper nozzle. Chemical contacted skin and eyes. Burns and vision damage. Procedure required closed system. Worker used open transfer - shortcut. PPE not adequate.,1,original_trusted,,,,,,,
"During a night shift, a worker experienced high-pressure hose whip after they disconnected a pressurized hydraulic hose. Pressure was not isolated before disconnection. Outcome: facial fractures and a broken jaw. The hazard was visible before work began.",1,,Unsafe Act,High,SIF,Process Unit,Operations,1.0,
"Unsafe work report: a worker installed pipe supports during routine maintenance. Fall arrest lanyard was not connected, creating a fall from an elevated work platform event. Result: multiple fractures and a serious head injury. The pre-job checklist was incomplete.",1,original_trusted,,,,,,,
"During normal production, a worker experienced overhead-power-line contact after they raised a metal ladder near utility lines. Minimum approach distance was not maintained. Outcome: electrical burns and cardiac arrest. The pre-job checklist was incomplete.",1,,Unsafe Act,High,SIF,Process Unit,Operations,1.0,
Incident observation 989: Raised a metal ladder near utility lines during normal production created a overhead-power-line contact. Minimum approach distance was not maintained. The reported outcome was electrical burns and cardiac arrest. The hazard was visible before work began.,1,original_trusted,,,,,,,
Incident observation 84: Walked beneath a crane load while completing an urgent task created a suspended-load strike. The exclusion zone was ignored. The reported outcome was a crushed leg requiring surgery. The supervisor was not informed before the task started.,1,original_trusted,,,,,,,
Incident observation 19: Opened an energized switchboard during planned shutdown work created a arc flash. Arc-rated ppe and isolation were not used. The reported outcome was severe burns to the face and hands. The pre-job checklist was incomplete.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
"While during a scheduled inspection, a worker inspected a rotating shaft. The unsafe act was that the guard had been removed and equipment remained energized. This led to rotating-equipment entanglement; outcome was a severe arm injury. A safer method was available nearby.",1,,Unsafe Act,High,SIF,Tank Farm,Operations,1.0,
"A worker walked beneath a crane load while completing an urgent task, despite the fact that the exclusion zone was ignored. The exposure involved suspended-load strike, resulting in a crushed leg requiring surgery. The pre-job checklist was incomplete.",1,original_trusted,,,,,,,
"While during material movement, a worker worked below overhead lifting activity. The unsafe act was that the barricaded area was entered without authorization. This led to falling-object impact; outcome was a serious head injury. The supervisor was not informed before the task started.",1,original_trusted,,,,,,,
Incident observation 1394: Reversed a forklift in a shared aisle during a night shift created a forklift contact. The driver did not check the blind spot. The reported outcome was a crushed foot requiring treatment. A safer method was available nearby.,1,original_trusted,,,,,,,
Incident observation 54: Welded beside a tank connection during a scheduled inspection created a flammable-vapour ignition. The hot-work permit and gas test were bypassed. The reported outcome was a flash fire with serious burns. The worker received a verbal reminder but continued.,1,original_trusted,,,,,,,
Incident observation 1144: Drove a forklift carrying an oversized load during material movement created a mobile-equipment overturn. The load capacity and travel route were not checked. The reported outcome was serious crush injuries. The pre-job checklist was incomplete.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 1169: Installed pipe supports during routine maintenance created a fall from an elevated work platform. Fall arrest lanyard was not connected. The reported outcome was multiple fractures and a serious head injury. The worker received a verbal reminder but continued.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 1089: Installed pipe supports during routine maintenance created a fall from an elevated work platform. Fall arrest lanyard was not connected. The reported outcome was multiple fractures and a serious head injury. The worker received a verbal reminder but continued.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Acid transfer pump seal failed - acid spray. Worker's eyes exposed. Permanent vision damage in one eye. Worker not wearing goggles - only safety glasses. Eyewash station not functioning. Delayed flushing.,1,original_trusted,,,,,,,
Incident observation 664: Drove a forklift carrying an oversized load during material movement created a mobile-equipment overturn. The load capacity and travel route were not checked. The reported outcome was serious crush injuries. The pre-job checklist was incomplete.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Confined space communications failure - worker disoriented. Worker in tank - alone. Radio not functioning. No tender outside. Worker became confused in low oxygen. Self-rescue - but barely. Violated entry permit.,1,,Unsafe Act,High,SIF,Tank Cleaning Area,Operations,1.0,
"Unsafe work report: a worker opened an energized switchboard during planned shutdown work. Arc-rated ppe and isolation were not used, creating a arc flash event. Result: severe burns to the face and hands. The hazard was visible before work began.",1,,Unsafe Act,High,SIF,Construction Zone,Projects,1.0,
"Unsafe work report: a worker continued operating a boiler above its limit while preparing equipment for service. A safety interlock had been bypassed, creating a pressure-vessel overpressure event. Result: an explosion with life-threatening injuries. The supervisor was not informed before the task started.",1,,Unsafe Act,High,SIF,Construction Zone,Projects,1.0,
Incident observation 4: Walked beneath a crane load while completing an urgent task created a suspended-load strike. The exclusion zone was ignored. The reported outcome was a crushed leg requiring surgery. The supervisor was not informed before the task started.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 734: Inspected a rotating shaft during a scheduled inspection created a rotating-equipment entanglement. The guard had been removed and equipment remained energized. The reported outcome was a severe arm injury. The worker received a verbal reminder but continued.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 494: Inspected a rotating shaft during a scheduled inspection created a rotating-equipment entanglement. The guard had been removed and equipment remained energized. The reported outcome was a severe arm injury. The worker received a verbal reminder but continued.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Worker fell from scaffolding at 15-meter height during pipe fitting. Guardrail missing on one side. Worker not wearing safety harness despite availability. Fell on concrete - multiple fractures and head injury. Scaffolding erected on uneven ground without base plates.,1,,Unsafe Act,High,SIF,Refinery Unit,Maintenance Mechanical,1.0,
Worker standing on unstable work platform. Platform collapsed - fell 4 meters. Broken ankle and wrist. Platform made of makeshift materials. No engineered work platform. Worker constructing structure at height.,1,,Unsafe Act,High,SIF,Construction Area,Civil,1.0,
Hand injuries from press machine. Machine had two-hand controls bypassed. Worker using one-hand operation. Fingers crushed when die closed. Safety guards removed. Machine not properly safeguarded.,1,,Unsafe Act,High,SIF,Fabrication Shop,Maintenance Mechanical,1.0,
Incident observation 1214: Inspected a rotating shaft during a scheduled inspection created a rotating-equipment entanglement. The guard had been removed and equipment remained energized. The reported outcome was a severe arm injury. The worker received a verbal reminder but continued.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 939: Worked on a live steam line during planned shutdown work created a steam release. The line was not isolated and depressurized. The reported outcome was deep thermal burns. The pre-job checklist was incomplete.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 304: Worked below overhead lifting activity during material movement created a falling-object impact. The barricaded area was entered without authorization. The reported outcome was a serious head injury. The pre-job checklist was incomplete.,1,original_trusted,,,,,,,
"A worker entered a vessel to inspect an internal valve during a night shift, despite the fact that the entry permit and atmosphere test were skipped. The exposure involved confined-space oxygen deficiency, resulting in loss of consciousness requiring emergency rescue. The worker received a verbal reminder but continued.",1,original_trusted,,,,,,,
Incident observation 1129: Entered an unsupported trench during routine maintenance created a excavation collapse. Shoring and a safe-entry inspection were missing. The reported outcome was burial injuries and emergency extraction. The worker received a verbal reminder but continued.,1,original_trusted,,,,,,,
Welding near open toxic material. Fumes reacted - explosion. Worker's face burned. Toxic material not moved. Permit not obtained. Worker assumed empty - not true. Fire department responded quickly. Burns to face.,1,,Unsafe Act,High,SIF,Maintenance Area,Operations,1.0,
Hot work near flammable tank - explosion. Three workers burned. Tank not inspected - had flammable residues. Gas test done incorrectly. Several hours since test. Changing conditions not monitored. Severe burns.,1,original_trusted,,,,,,,
Incident observation 594: Reversed a forklift in a shared aisle during a night shift created a forklift contact. The driver did not check the blind spot. The reported outcome was a crushed foot requiring treatment. A safer method was available nearby.,1,,Unsafe Act,Medium,SIF,Loading Bay,Logistics,1.0,
Incident observation 1114: Disconnected a pressurized hydraulic hose during a night shift created a high-pressure hose whip. Pressure was not isolated before disconnection. The reported outcome was facial fractures and a broken jaw. A safer method was available nearby.,1,original_trusted,,,,,,,
Incident observation 684: Responded to a leak in a process area while completing an urgent task created a toxic-gas exposure. Respiratory protection and gas monitoring were not used. The reported outcome was collapse from toxic inhalation. The supervisor was not informed before the task started.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 1179: Worked on a live steam line during planned shutdown work created a steam release. The line was not isolated and depressurized. The reported outcome was deep thermal burns. The pre-job checklist was incomplete.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 499: Opened an energized switchboard during planned shutdown work created a arc flash. Arc-rated ppe and isolation were not used. The reported outcome was severe burns to the face and hands. The pre-job checklist was incomplete.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 279: Opened a pressurized acid line while preparing equipment for service created a chemical release. A face shield and chemical suit were not worn. The reported outcome was permanent eye damage and chemical burns. A safer method was available nearby.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 239: Continued operating a boiler above its limit while preparing equipment for service created a pressure-vessel overpressure. A safety interlock had been bypassed. The reported outcome was an explosion with life-threatening injuries. A safer method was available nearby.,1,original_trusted,,,,,,,
Incident observation 864: Worked below overhead lifting activity during material movement created a falling-object impact. The barricaded area was entered without authorization. The reported outcome was a serious head injury. The pre-job checklist was incomplete.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 704: Worked below overhead lifting activity during material movement created a falling-object impact. The barricaded area was entered without authorization. The reported outcome was a serious head injury. The pre-job checklist was incomplete.,1,original_trusted,,,,,,,
Worker using blow torch on sealed vessel. Explosion occurred. Worker killed. Vessel contained flammable residues. No hot work permit. Gas testing not done. Pressure built up inside. Complete failure.,1,,Unsafe Act,High,SIF,Vessel Cleaning Area,Maintenance Mechanical,1.0,
Incident observation 1264: Worked below overhead lifting activity during material movement created a falling-object impact. The barricaded area was entered without authorization. The reported outcome was a serious head injury. The pre-job checklist was incomplete.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Worker using excavator to lift - load fell. Worker in building area - struck by debris. Load was suspended. Worker stood too close. Crane should have used. Worker using cell phone near load. Broken leg.,1,,Unsafe Act,High,SIF,Construction Area,Civil Projects,1.0,
Forklift operator collided with pedestrian while using mobile phone. Operator texting while driving through warehouse aisle. Pedestrian in walkway with high-visibility vest. Operator noticed too late. Pedestrian sustained crushed foot injury.,1,,Unsafe Act,Medium,SIF,Warehouse Stores,Logistics Supply Chain,1.0,
"While during a night shift, a worker reversed a forklift in a shared aisle. The unsafe act was that the driver did not check the blind spot. This led to forklift contact; outcome was a crushed foot requiring treatment. The pre-job checklist was incomplete.",1,,Unsafe Act,Medium,SIF,Process Area,Operations,1.0,
Steam line release in enclosed area - worker burned. Worker in pump room. Steam condensation released. Worker didn't hear warning. Burns to 30% body. Maintenance on line without proper lockout. Supervisor absent.,1,original_trusted,,,,,,,
Incident observation 1234: Reversed a forklift in a shared aisle during a night shift created a forklift contact. The driver did not check the blind spot. The reported outcome was a crushed foot requiring treatment. A safer method was available nearby.,1,original_trusted,,,,,,,
Incident observation 1154: Reversed a forklift in a shared aisle during a night shift created a forklift contact. The driver did not check the blind spot. The reported outcome was a crushed foot requiring treatment. A safer method was available nearby.,1,original_trusted,,,,,,,
Incident observation 329: Entered an unsupported trench during routine maintenance created a excavation collapse. Shoring and a safe-entry inspection were missing. The reported outcome was burial injuries and emergency extraction. The worker received a verbal reminder but continued.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 964: Walked beneath a crane load while completing an urgent task created a suspended-load strike. The exclusion zone was ignored. The reported outcome was a crushed leg requiring surgery. The supervisor was not informed before the task started.,1,original_trusted,,,,,,,
Crane load block struck worker's helmet - knocked unconscious. Worker walked under load. Load swing due to wind. Worker in unauthorized area. Hard hat prevented fatal injury. Concussion and neck injury.,1,original_trusted,,,,,,,
Incident observation 1224: Drove a forklift carrying an oversized load during material movement created a mobile-equipment overturn. The load capacity and travel route were not checked. The reported outcome was serious crush injuries. The pre-job checklist was incomplete.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 154: Disconnected a pressurized hydraulic hose during a night shift created a high-pressure hose whip. Pressure was not isolated before disconnection. The reported outcome was facial fractures and a broken jaw. A safer method was available nearby.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Machine parts ejected - struck worker in chest. Broken ribs and internal bleeding. Guard missing on machine. Workpiece not secured. Worker in line of fire. Machine operating normally. Safety guard removed.,1,,Unsafe Act,High,SIF,Machine Shop,Maintenance Mechanical,1.0,
