report_id,site,activity,description_raw,binary_sif,sif_probability,priority
OIL-UC-3080,Moran Oilfield,Pre-operation verification,"Telescopic mast assembly at Telescopic Mast Assembly found with 105 structural pins showing visible wear beyond tolerance during a pre-raise inspection, raise sequence not yet halted. (flagged during the day-shift handover)",1,0.7,High
OIL-UC-3081,Offshore Rig-04,Shift changeover check,"Catwalk / V-door mechanism at Catwalk / V-Door found with the pipe-handling interlock bypassed to work around a fault, drill pipe transfer continuing for 59 shifts since. (identified by a contractor supervisor's walkdown)",1,0.73,High
OIL-UC-3082,Digboi Refinery,Emergency-readiness drill prep,"Reboiler furnace burner management system at Reboiler Furnace Bay found with the flame-failure trip disabled after a nuisance-trip incident 169 days ago, not yet re-enabled. (raised during a joint HSE-operations inspection)",1,0.72,High
OIL-UC-3083,Digboi Refinery,Pre-operation verification,"Ethanol Storage Tanks found with its overfill high-high level switch untested for 25 months, tank continuing to receive scheduled fills. (noted by the on-duty area in-charge)",1,0.66,High
OIL-UC-3084,Digboi Refinery,Routine inspection round,"Chain conveyor soap-tray station at LPG Bottling Plant found with the guard interlock defeated to allow soap-solution top-up during operation, observed on 123 occasions.",1,0.72,High
OIL-UC-3085,Digboi Refinery,Routine inspection round,"Ventilation at Battery Room found non-functional for 45 hours, hydrogen off-gas levels not independently verified during that period. (flagged during the night-shift audit)",1,0.69,High
OIL-UC-3086,Duliajan Oilfield,Emergency-readiness drill prep,Work-platform edge protection at Wellhead Cluster 3 found removed for a maintenance activity 167 days ago and not yet reinstated. (flagged during the day-shift handover),1,0.65,High
OIL-UC-3087,Guwahati Pipeline Station,Routine inspection round,"Pipeline right-of-way at Pipeline ROW River Crossing found with third-party excavation proceeding within 137 metres of the live line, no OIL representative present to verify line-locate markings. (identified by a contractor supervisor's walkdown)",1,0.63,High
OIL-UC-3088,Digboi Refinery,Pre-operation verification,"Slop-oil pump house near Effluent Treatment Plant found with its fixed fire-suppression system isolated for 147 days for unrelated maintenance, pumps remaining in active service. (raised during a joint HSE-operations inspection)",1,0.64,High
OIL-UC-3089,Jorhat Operations,Shift changeover check,"Fire tender at Fire Station found with its reverse-alarm and rear camera both non-functional for 177 days, vehicle still used for yard repositioning. (noted by the on-duty area in-charge)",1,0.78,High
OIL-UC-3090,Guwahati Pipeline Station,Routine inspection round,"LCNG/LNG Dispensing Station found with a cryogenic leak-detection sensor reading a persistent fault code for 170 hours, dispensing continuing on manual override.",1,0.62,High
OIL-UC-3091,Guwahati Pipeline Station,Scheduled maintenance walkdown,220kV Cable Trench (RCC) found with fire-stop sealing missing at a joint bay for an estimated 6 metres of run. (flagged during the night-shift audit),1,0.71,High
OIL-UC-3092,Guwahati Pipeline Station,Routine inspection round,"Cable-repair excavation along Pipeline ROW River Crossing found proceeding without a confirmed permit-to-work for 103 hours, crew working directly above the buried cable route. (flagged during the day-shift handover)",1,0.65,High
OIL-UC-3093,Guwahati Pipeline Station,Audit/compliance walkthrough,"Hydrostatic test rig connected at Metering Skid found with its pressure-relief device rated below the intended test pressure by roughly 63%, test proceeding as scheduled. (identified by a contractor supervisor's walkdown)",1,0.76,High
OIL-UC-3094,Digboi Refinery,Audit/compliance walkthrough,"SRV (safety relief valve) calibration bench near Boiler House found with the isolation procedure incomplete, valve under test connected to a live line for 175 minutes before being noticed. (raised during a joint HSE-operations inspection)",1,0.65,High
OIL-UC-3095,Offshore Rig-04,Emergency-readiness drill prep,"Hook-loaded crane at Main Deck Crane found operating with its load-moment indicator giving inconsistent readings, lift proceeding without a re-calibration check for 37 lifts. (noted by the on-duty area in-charge)",1,0.8,Critical
OIL-UC-3096,Offshore Rig-04,Audit/compliance walkthrough,"Roustabout hatch/cover at Drill Floor found with a damaged locking mechanism, hatch left in a partially secured state for 22 hours during active deck operations.",1,0.74,High
OIL-UC-3097,Offshore Rig-04,Routine inspection round,"SPM Mooring Buoy Support Vessel found with its fixed fire-detection system in fault mode for 15 hours, maintenance work continuing aboard. (flagged during the night-shift audit)",1,0.68,High
OIL-UC-3098,Guwahati Pipeline Station,Audit/compliance walkthrough,"TTPA (Tank Truck Parking Area) found without a designated pedestrian walkway, drivers and ground staff crossing active vehicle movement lanes an estimated 89 times per shift. (flagged during the day-shift handover)",1,0.75,High
OIL-UC-3099,Guwahati Pipeline Station,Emergency-readiness drill prep,"LPG pipeline route at Pipeline ROW River Crossing found being crossed by an unrelated soil-investigation drilling crew without a verified line-locate confirmation, drilling within an estimated 103 metres of the line. (identified by a contractor supervisor's walkdown)",1,0.65,High
OIL-UC-3100,Moran Oilfield,Emergency-readiness drill prep,"Telescopic mast assembly at Telescopic Mast Assembly found with 71 structural pins showing visible wear beyond tolerance during a pre-raise inspection, raise sequence not yet halted. (raised during a joint HSE-operations inspection)",1,0.8,Critical
OIL-UC-3101,Offshore Rig-04,Shift changeover check,"Catwalk / V-door mechanism at Catwalk / V-Door found with the pipe-handling interlock bypassed to work around a fault, drill pipe transfer continuing for 60 shifts since. (noted by the on-duty area in-charge)",1,0.7,High
OIL-UC-3102,Digboi Refinery,Scheduled maintenance walkdown,"Reboiler furnace burner management system at Reboiler Furnace Bay found with the flame-failure trip disabled after a nuisance-trip incident 112 days ago, not yet re-enabled.",1,0.73,High
OIL-UC-3103,Digboi Refinery,Routine inspection round,"Ethanol Storage Tanks found with its overfill high-high level switch untested for 99 months, tank continuing to receive scheduled fills. (flagged during the night-shift audit)",1,0.75,High
OIL-UC-3104,Digboi Refinery,Contractor oversight visit,"Chain conveyor soap-tray station at LPG Bottling Plant found with the guard interlock defeated to allow soap-solution top-up during operation, observed on 65 occasions. (flagged during the day-shift handover)",1,0.6,High
OIL-UC-3105,Digboi Refinery,Pre-operation verification,"Ventilation at Battery Room found non-functional for 41 hours, hydrogen off-gas levels not independently verified during that period. (identified by a contractor supervisor's walkdown)",1,0.74,High
OIL-UC-3106,Duliajan Oilfield,Contractor oversight visit,Work-platform edge protection at Wellhead Cluster 3 found removed for a maintenance activity 41 days ago and not yet reinstated. (raised during a joint HSE-operations inspection),1,0.67,High
OIL-UC-3107,Guwahati Pipeline Station,Routine inspection round,"Pipeline right-of-way at Pipeline ROW River Crossing found with third-party excavation proceeding within 29 metres of the live line, no OIL representative present to verify line-locate markings. (noted by the on-duty area in-charge)",1,0.58,Medium
OIL-UC-3108,Digboi Refinery,Shift changeover check,"Slop-oil pump house near Effluent Treatment Plant found with its fixed fire-suppression system isolated for 115 days for unrelated maintenance, pumps remaining in active service.",1,0.75,High
OIL-UC-3109,Jorhat Operations,Routine inspection round,"Fire tender at Fire Station found with its reverse-alarm and rear camera both non-functional for 35 days, vehicle still used for yard repositioning. (flagged during the night-shift audit)",1,0.62,High
OIL-UC-3110,Guwahati Pipeline Station,Audit/compliance walkthrough,"LCNG/LNG Dispensing Station found with a cryogenic leak-detection sensor reading a persistent fault code for 144 hours, dispensing continuing on manual override. (flagged during the day-shift handover)",1,0.69,High
OIL-UC-3111,Guwahati Pipeline Station,Routine inspection round,220kV Cable Trench (RCC) found with fire-stop sealing missing at a joint bay for an estimated 8 metres of run. (identified by a contractor supervisor's walkdown),1,0.66,High
OIL-UC-3112,Guwahati Pipeline Station,Audit/compliance walkthrough,"Cable-repair excavation along Pipeline ROW River Crossing found proceeding without a confirmed permit-to-work for 154 hours, crew working directly above the buried cable route. (raised during a joint HSE-operations inspection)",1,0.75,High
OIL-UC-3113,Guwahati Pipeline Station,Shift changeover check,"Hydrostatic test rig connected at Metering Skid found with its pressure-relief device rated below the intended test pressure by roughly 5%, test proceeding as scheduled. (noted by the on-duty area in-charge)",1,0.67,High
OIL-UC-3114,Digboi Refinery,Contractor oversight visit,"SRV (safety relief valve) calibration bench near Boiler House found with the isolation procedure incomplete, valve under test connected to a live line for 23 minutes before being noticed.",1,0.78,High
OIL-UC-3115,Offshore Rig-04,Audit/compliance walkthrough,"Hook-loaded crane at Main Deck Crane found operating with its load-moment indicator giving inconsistent readings, lift proceeding without a re-calibration check for 148 lifts. (flagged during the night-shift audit)",1,0.62,High
OIL-UC-3116,Offshore Rig-04,Scheduled maintenance walkdown,"Roustabout hatch/cover at Drill Floor found with a damaged locking mechanism, hatch left in a partially secured state for 45 hours during active deck operations. (flagged during the day-shift handover)",1,0.64,High
OIL-UC-3117,Offshore Rig-04,Scheduled maintenance walkdown,"SPM Mooring Buoy Support Vessel found with its fixed fire-detection system in fault mode for 128 hours, maintenance work continuing aboard. (identified by a contractor supervisor's walkdown)",1,0.59,Medium
OIL-UC-3118,Guwahati Pipeline Station,Pre-operation verification,"TTPA (Tank Truck Parking Area) found without a designated pedestrian walkway, drivers and ground staff crossing active vehicle movement lanes an estimated 72 times per shift. (raised during a joint HSE-operations inspection)",1,0.65,High
OIL-UC-3119,Guwahati Pipeline Station,Shift changeover check,"LPG pipeline route at Pipeline ROW River Crossing found being crossed by an unrelated soil-investigation drilling crew without a verified line-locate confirmation, drilling within an estimated 21 metres of the line. (noted by the on-duty area in-charge)",1,0.64,High
OIL-UC-3120,Moran Oilfield,Pre-operation verification,"Telescopic mast assembly at Telescopic Mast Assembly found with 162 structural pins showing visible wear beyond tolerance during a pre-raise inspection, raise sequence not yet halted.",1,0.71,High
OIL-UC-3121,Offshore Rig-04,Routine inspection round,"Catwalk / V-door mechanism at Catwalk / V-Door found with the pipe-handling interlock bypassed to work around a fault, drill pipe transfer continuing for 119 shifts since. (flagged during the night-shift audit)",1,0.61,High
OIL-UC-3122,Digboi Refinery,Shift changeover check,"Reboiler furnace burner management system at Reboiler Furnace Bay found with the flame-failure trip disabled after a nuisance-trip incident 103 days ago, not yet re-enabled. (flagged during the day-shift handover)",1,0.77,High
OIL-UC-3123,Digboi Refinery,Pre-operation verification,"Ethanol Storage Tanks found with its overfill high-high level switch untested for 86 months, tank continuing to receive scheduled fills. (identified by a contractor supervisor's walkdown)",1,0.65,High
OIL-UC-3124,Digboi Refinery,Scheduled maintenance walkdown,"Chain conveyor soap-tray station at LPG Bottling Plant found with the guard interlock defeated to allow soap-solution top-up during operation, observed on 154 occasions. (raised during a joint HSE-operations inspection)",1,0.65,High
OIL-UC-3125,Digboi Refinery,Scheduled maintenance walkdown,"Ventilation at Battery Room found non-functional for 179 hours, hydrogen off-gas levels not independently verified during that period. (noted by the on-duty area in-charge)",1,0.69,High
OIL-UC-3126,Duliajan Oilfield,Shift changeover check,Work-platform edge protection at Wellhead Cluster 3 found removed for a maintenance activity 103 days ago and not yet reinstated.,1,0.64,High
OIL-UC-3127,Guwahati Pipeline Station,Pre-operation verification,"Pipeline right-of-way at Pipeline ROW River Crossing found with third-party excavation proceeding within 164 metres of the live line, no OIL representative present to verify line-locate markings. (flagged during the night-shift audit)",1,0.79,High
OIL-UC-3128,Digboi Refinery,Shift changeover check,"Slop-oil pump house near Effluent Treatment Plant found with its fixed fire-suppression system isolated for 64 days for unrelated maintenance, pumps remaining in active service. (flagged during the day-shift handover)",1,0.66,High
OIL-UC-3129,Jorhat Operations,Shift changeover check,"Fire tender at Fire Station found with its reverse-alarm and rear camera both non-functional for 102 days, vehicle still used for yard repositioning. (identified by a contractor supervisor's walkdown)",1,0.61,High
OIL-UC-3130,Guwahati Pipeline Station,Audit/compliance walkthrough,"LCNG/LNG Dispensing Station found with a cryogenic leak-detection sensor reading a persistent fault code for 53 hours, dispensing continuing on manual override. (raised during a joint HSE-operations inspection)",1,0.8,Critical
OIL-UC-3131,Guwahati Pipeline Station,Emergency-readiness drill prep,220kV Cable Trench (RCC) found with fire-stop sealing missing at a joint bay for an estimated 176 metres of run. (noted by the on-duty area in-charge),1,0.7,High
OIL-UC-3132,Guwahati Pipeline Station,Contractor oversight visit,"Cable-repair excavation along Pipeline ROW River Crossing found proceeding without a confirmed permit-to-work for 120 hours, crew working directly above the buried cable route.",1,0.63,High
OIL-UC-3133,Guwahati Pipeline Station,Emergency-readiness drill prep,"Hydrostatic test rig connected at Metering Skid found with its pressure-relief device rated below the intended test pressure by roughly 76%, test proceeding as scheduled. (flagged during the night-shift audit)",1,0.73,High
OIL-UC-3134,Digboi Refinery,Contractor oversight visit,"SRV (safety relief valve) calibration bench near Boiler House found with the isolation procedure incomplete, valve under test connected to a live line for 106 minutes before being noticed. (flagged during the day-shift handover)",1,0.69,High
OIL-UC-3135,Offshore Rig-04,Scheduled maintenance walkdown,"Hook-loaded crane at Main Deck Crane found operating with its load-moment indicator giving inconsistent readings, lift proceeding without a re-calibration check for 79 lifts. (identified by a contractor supervisor's walkdown)",1,0.64,High
OIL-UC-3136,Offshore Rig-04,Emergency-readiness drill prep,"Roustabout hatch/cover at Drill Floor found with a damaged locking mechanism, hatch left in a partially secured state for 110 hours during active deck operations. (raised during a joint HSE-operations inspection)",1,0.66,High
OIL-UC-3137,Offshore Rig-04,Pre-operation verification,"SPM Mooring Buoy Support Vessel found with its fixed fire-detection system in fault mode for 155 hours, maintenance work continuing aboard. (noted by the on-duty area in-charge)",1,0.71,High
OIL-UC-3138,Guwahati Pipeline Station,Emergency-readiness drill prep,"TTPA (Tank Truck Parking Area) found without a designated pedestrian walkway, drivers and ground staff crossing active vehicle movement lanes an estimated 131 times per shift.",1,0.73,High
OIL-UC-3139,Guwahati Pipeline Station,Emergency-readiness drill prep,"LPG pipeline route at Pipeline ROW River Crossing found being crossed by an unrelated soil-investigation drilling crew without a verified line-locate confirmation, drilling within an estimated 11 metres of the line. (flagged during the night-shift audit)",1,0.79,High
OIL-UC-3140,Moran Oilfield,Audit/compliance walkthrough,"Telescopic mast assembly at Telescopic Mast Assembly found with 139 structural pins showing visible wear beyond tolerance during a pre-raise inspection, raise sequence not yet halted. (flagged during the day-shift handover)",1,0.72,High
OIL-UC-3141,Offshore Rig-04,Emergency-readiness drill prep,"Catwalk / V-door mechanism at Catwalk / V-Door found with the pipe-handling interlock bypassed to work around a fault, drill pipe transfer continuing for 29 shifts since. (identified by a contractor supervisor's walkdown)",1,0.63,High
OIL-UC-3142,Digboi Refinery,Scheduled maintenance walkdown,"Reboiler furnace burner management system at Reboiler Furnace Bay found with the flame-failure trip disabled after a nuisance-trip incident 92 days ago, not yet re-enabled. (raised during a joint HSE-operations inspection)",1,0.72,High
OIL-UC-3143,Digboi Refinery,Contractor oversight visit,"Ethanol Storage Tanks found with its overfill high-high level switch untested for 146 months, tank continuing to receive scheduled fills. (noted by the on-duty area in-charge)",1,0.73,High
OIL-UC-3144,Digboi Refinery,Emergency-readiness drill prep,"Chain conveyor soap-tray station at LPG Bottling Plant found with the guard interlock defeated to allow soap-solution top-up during operation, observed on 86 occasions.",1,0.67,High
OIL-UC-3145,Digboi Refinery,Shift changeover check,"Ventilation at Battery Room found non-functional for 27 hours, hydrogen off-gas levels not independently verified during that period. (flagged during the night-shift audit)",1,0.63,High
OIL-UC-3146,Duliajan Oilfield,Audit/compliance walkthrough,Work-platform edge protection at Wellhead Cluster 3 found removed for a maintenance activity 134 days ago and not yet reinstated. (flagged during the day-shift handover),1,0.71,High
OIL-UC-3147,Guwahati Pipeline Station,Pre-operation verification,"Pipeline right-of-way at Pipeline ROW River Crossing found with third-party excavation proceeding within 58 metres of the live line, no OIL representative present to verify line-locate markings. (identified by a contractor supervisor's walkdown)",1,0.66,High
OIL-UC-3148,Digboi Refinery,Audit/compliance walkthrough,"Slop-oil pump house near Effluent Treatment Plant found with its fixed fire-suppression system isolated for 175 days for unrelated maintenance, pumps remaining in active service. (raised during a joint HSE-operations inspection)",1,0.73,High
OIL-UC-3149,Jorhat Operations,Routine inspection round,"Fire tender at Fire Station found with its reverse-alarm and rear camera both non-functional for 90 days, vehicle still used for yard repositioning. (noted by the on-duty area in-charge)",1,0.69,High
OIL-UC-3150,Guwahati Pipeline Station,Routine inspection round,"LCNG/LNG Dispensing Station found with a cryogenic leak-detection sensor reading a persistent fault code for 108 hours, dispensing continuing on manual override.",1,0.61,High
OIL-UC-3151,Guwahati Pipeline Station,Shift changeover check,220kV Cable Trench (RCC) found with fire-stop sealing missing at a joint bay for an estimated 38 metres of run. (flagged during the night-shift audit),1,0.65,High
OIL-UC-3152,Guwahati Pipeline Station,Audit/compliance walkthrough,"Cable-repair excavation along Pipeline ROW River Crossing found proceeding without a confirmed permit-to-work for 54 hours, crew working directly above the buried cable route. (flagged during the day-shift handover)",1,0.69,High
OIL-UC-3153,Guwahati Pipeline Station,Pre-operation verification,"Hydrostatic test rig connected at Metering Skid found with its pressure-relief device rated below the intended test pressure by roughly 26%, test proceeding as scheduled. (identified by a contractor supervisor's walkdown)",1,0.74,High
OIL-UC-3154,Digboi Refinery,Routine inspection round,"SRV (safety relief valve) calibration bench near Boiler House found with the isolation procedure incomplete, valve under test connected to a live line for 83 minutes before being noticed. (raised during a joint HSE-operations inspection)",1,0.65,High
OIL-UC-3155,Offshore Rig-04,Routine inspection round,"Hook-loaded crane at Main Deck Crane found operating with its load-moment indicator giving inconsistent readings, lift proceeding without a re-calibration check for 31 lifts. (noted by the on-duty area in-charge)",1,0.77,High
OIL-UC-3156,Offshore Rig-04,Contractor oversight visit,"Roustabout hatch/cover at Drill Floor found with a damaged locking mechanism, hatch left in a partially secured state for 29 hours during active deck operations.",1,0.76,High
OIL-UC-3157,Offshore Rig-04,Audit/compliance walkthrough,"SPM Mooring Buoy Support Vessel found with its fixed fire-detection system in fault mode for 64 hours, maintenance work continuing aboard. (flagged during the night-shift audit)",1,0.62,High
OIL-UC-3158,Guwahati Pipeline Station,Audit/compliance walkthrough,"TTPA (Tank Truck Parking Area) found without a designated pedestrian walkway, drivers and ground staff crossing active vehicle movement lanes an estimated 86 times per shift. (flagged during the day-shift handover)",1,0.67,High
OIL-UC-3159,Guwahati Pipeline Station,Emergency-readiness drill prep,"LPG pipeline route at Pipeline ROW River Crossing found being crossed by an unrelated soil-investigation drilling crew without a verified line-locate confirmation, drilling within an estimated 61 metres of the line. (identified by a contractor supervisor's walkdown)",1,0.67,High
OIL-UC-3160,Moran Oilfield,Contractor oversight visit,"Telescopic mast assembly at Telescopic Mast Assembly found with 49 structural pins showing visible wear beyond tolerance during a pre-raise inspection, raise sequence not yet halted. (raised during a joint HSE-operations inspection)",1,0.72,High
OIL-UC-3161,Offshore Rig-04,Contractor oversight visit,"Catwalk / V-door mechanism at Catwalk / V-Door found with the pipe-handling interlock bypassed to work around a fault, drill pipe transfer continuing for 9 shifts since. (noted by the on-duty area in-charge)",1,0.72,High
OIL-UC-3162,Digboi Refinery,Audit/compliance walkthrough,"Reboiler furnace burner management system at Reboiler Furnace Bay found with the flame-failure trip disabled after a nuisance-trip incident 117 days ago, not yet re-enabled.",1,0.67,High
OIL-UC-3163,Digboi Refinery,Scheduled maintenance walkdown,"Ethanol Storage Tanks found with its overfill high-high level switch untested for 56 months, tank continuing to receive scheduled fills. (flagged during the night-shift audit)",1,0.64,High
OIL-UC-3164,Digboi Refinery,Audit/compliance walkthrough,"Chain conveyor soap-tray station at LPG Bottling Plant found with the guard interlock defeated to allow soap-solution top-up during operation, observed on 18 occasions. (flagged during the day-shift handover)",1,0.6,High
OIL-UC-3165,Digboi Refinery,Shift changeover check,"Ventilation at Battery Room found non-functional for 49 hours, hydrogen off-gas levels not independently verified during that period. (identified by a contractor supervisor's walkdown)",1,0.65,High
OIL-UC-3166,Duliajan Oilfield,Shift changeover check,Work-platform edge protection at Wellhead Cluster 3 found removed for a maintenance activity 31 days ago and not yet reinstated. (raised during a joint HSE-operations inspection),1,0.73,High
OIL-UC-3167,Guwahati Pipeline Station,Contractor oversight visit,"Pipeline right-of-way at Pipeline ROW River Crossing found with third-party excavation proceeding within 137 metres of the live line, no OIL representative present to verify line-locate markings. (noted by the on-duty area in-charge)",1,0.65,High
OIL-UC-3168,Digboi Refinery,Pre-operation verification,"Slop-oil pump house near Effluent Treatment Plant found with its fixed fire-suppression system isolated for 158 days for unrelated maintenance, pumps remaining in active service.",1,0.71,High
OIL-UC-3169,Jorhat Operations,Emergency-readiness drill prep,"Fire tender at Fire Station found with its reverse-alarm and rear camera both non-functional for 92 days, vehicle still used for yard repositioning. (flagged during the night-shift audit)",1,0.68,High
OIL-UC-3170,Guwahati Pipeline Station,Contractor oversight visit,"LCNG/LNG Dispensing Station found with a cryogenic leak-detection sensor reading a persistent fault code for 174 hours, dispensing continuing on manual override. (flagged during the day-shift handover)",1,0.76,High
OIL-UC-3171,Guwahati Pipeline Station,Routine inspection round,220kV Cable Trench (RCC) found with fire-stop sealing missing at a joint bay for an estimated 153 metres of run. (identified by a contractor supervisor's walkdown),1,0.73,High
OIL-UC-3172,Guwahati Pipeline Station,Scheduled maintenance walkdown,"Cable-repair excavation along Pipeline ROW River Crossing found proceeding without a confirmed permit-to-work for 32 hours, crew working directly above the buried cable route. (raised during a joint HSE-operations inspection)",1,0.65,High
OIL-UC-3173,Guwahati Pipeline Station,Contractor oversight visit,"Hydrostatic test rig connected at Metering Skid found with its pressure-relief device rated below the intended test pressure by roughly 97%, test proceeding as scheduled. (noted by the on-duty area in-charge)",1,0.61,High
OIL-UC-3174,Digboi Refinery,Audit/compliance walkthrough,"SRV (safety relief valve) calibration bench near Boiler House found with the isolation procedure incomplete, valve under test connected to a live line for 109 minutes before being noticed.",1,0.61,High
OIL-UC-3175,Offshore Rig-04,Scheduled maintenance walkdown,"Hook-loaded crane at Main Deck Crane found operating with its load-moment indicator giving inconsistent readings, lift proceeding without a re-calibration check for 110 lifts. (flagged during the night-shift audit)",1,0.69,High
OIL-UC-3176,Offshore Rig-04,Contractor oversight visit,"Roustabout hatch/cover at Drill Floor found with a damaged locking mechanism, hatch left in a partially secured state for 179 hours during active deck operations. (flagged during the day-shift handover)",1,0.78,High
OIL-UC-3177,Offshore Rig-04,Scheduled maintenance walkdown,"SPM Mooring Buoy Support Vessel found with its fixed fire-detection system in fault mode for 144 hours, maintenance work continuing aboard. (identified by a contractor supervisor's walkdown)",1,0.69,High
OIL-UC-3178,Guwahati Pipeline Station,Shift changeover check,"TTPA (Tank Truck Parking Area) found without a designated pedestrian walkway, drivers and ground staff crossing active vehicle movement lanes an estimated 49 times per shift. (raised during a joint HSE-operations inspection)",1,0.77,High
OIL-UC-3179,Guwahati Pipeline Station,Emergency-readiness drill prep,"LPG pipeline route at Pipeline ROW River Crossing found being crossed by an unrelated soil-investigation drilling crew without a verified line-locate confirmation, drilling within an estimated 15 metres of the line. (noted by the on-duty area in-charge)",1,0.66,High
OIL-UC-3180,Moran Oilfield,Scheduled maintenance walkdown,"Telescopic mast assembly at Telescopic Mast Assembly found with 126 structural pins showing visible wear beyond tolerance during a pre-raise inspection, raise sequence not yet halted.",1,0.62,High
OIL-UC-3181,Offshore Rig-04,Audit/compliance walkthrough,"Catwalk / V-door mechanism at Catwalk / V-Door found with the pipe-handling interlock bypassed to work around a fault, drill pipe transfer continuing for 145 shifts since. (flagged during the night-shift audit)",1,0.72,High
OIL-UC-3182,Digboi Refinery,Pre-operation verification,"Reboiler furnace burner management system at Reboiler Furnace Bay found with the flame-failure trip disabled after a nuisance-trip incident 177 days ago, not yet re-enabled. (flagged during the day-shift handover)",1,0.67,High
OIL-UC-3183,Digboi Refinery,Scheduled maintenance walkdown,"Ethanol Storage Tanks found with its overfill high-high level switch untested for 127 months, tank continuing to receive scheduled fills. (identified by a contractor supervisor's walkdown)",1,0.6,High
OIL-UC-3184,Digboi Refinery,Shift changeover check,"Chain conveyor soap-tray station at LPG Bottling Plant found with the guard interlock defeated to allow soap-solution top-up during operation, observed on 58 occasions. (raised during a joint HSE-operations inspection)",1,0.59,Medium
OIL-UC-3185,Digboi Refinery,Shift changeover check,"Ventilation at Battery Room found non-functional for 139 hours, hydrogen off-gas levels not independently verified during that period. (noted by the on-duty area in-charge)",1,0.62,High
OIL-UC-3186,Duliajan Oilfield,Contractor oversight visit,Work-platform edge protection at Wellhead Cluster 3 found removed for a maintenance activity 146 days ago and not yet reinstated.,1,0.75,High
OIL-UC-3187,Guwahati Pipeline Station,Audit/compliance walkthrough,"Pipeline right-of-way at Pipeline ROW River Crossing found with third-party excavation proceeding within 142 metres of the live line, no OIL representative present to verify line-locate markings. (flagged during the night-shift audit)",1,0.6,High
OIL-UC-3188,Digboi Refinery,Emergency-readiness drill prep,"Slop-oil pump house near Effluent Treatment Plant found with its fixed fire-suppression system isolated for 70 days for unrelated maintenance, pumps remaining in active service. (flagged during the day-shift handover)",1,0.7,High
OIL-UC-3189,Jorhat Operations,Emergency-readiness drill prep,"Fire tender at Fire Station found with its reverse-alarm and rear camera both non-functional for 140 days, vehicle still used for yard repositioning. (identified by a contractor supervisor's walkdown)",1,0.75,High
OIL-UC-3190,Guwahati Pipeline Station,Audit/compliance walkthrough,"LCNG/LNG Dispensing Station found with a cryogenic leak-detection sensor reading a persistent fault code for 114 hours, dispensing continuing on manual override. (raised during a joint HSE-operations inspection)",1,0.63,High
OIL-UC-3191,Guwahati Pipeline Station,Contractor oversight visit,220kV Cable Trench (RCC) found with fire-stop sealing missing at a joint bay for an estimated 28 metres of run. (noted by the on-duty area in-charge),1,0.76,High
OIL-UC-3192,Guwahati Pipeline Station,Shift changeover check,"Cable-repair excavation along Pipeline ROW River Crossing found proceeding without a confirmed permit-to-work for 65 hours, crew working directly above the buried cable route.",1,0.77,High
OIL-UC-3193,Guwahati Pipeline Station,Shift changeover check,"Hydrostatic test rig connected at Metering Skid found with its pressure-relief device rated below the intended test pressure by roughly 117%, test proceeding as scheduled. (flagged during the night-shift audit)",1,0.66,High
OIL-UC-3194,Digboi Refinery,Emergency-readiness drill prep,"SRV (safety relief valve) calibration bench near Boiler House found with the isolation procedure incomplete, valve under test connected to a live line for 114 minutes before being noticed. (flagged during the day-shift handover)",1,0.8,Critical
OIL-UC-3195,Offshore Rig-04,Scheduled maintenance walkdown,"Hook-loaded crane at Main Deck Crane found operating with its load-moment indicator giving inconsistent readings, lift proceeding without a re-calibration check for 62 lifts. (identified by a contractor supervisor's walkdown)",1,0.76,High
OIL-UC-3196,Offshore Rig-04,Shift changeover check,"Roustabout hatch/cover at Drill Floor found with a damaged locking mechanism, hatch left in a partially secured state for 178 hours during active deck operations. (raised during a joint HSE-operations inspection)",1,0.77,High
OIL-UC-3197,Offshore Rig-04,Pre-operation verification,"SPM Mooring Buoy Support Vessel found with its fixed fire-detection system in fault mode for 163 hours, maintenance work continuing aboard. (noted by the on-duty area in-charge)",1,0.62,High
OIL-UC-3198,Guwahati Pipeline Station,Emergency-readiness drill prep,"TTPA (Tank Truck Parking Area) found without a designated pedestrian walkway, drivers and ground staff crossing active vehicle movement lanes an estimated 54 times per shift.",1,0.63,High
OIL-UC-3199,Guwahati Pipeline Station,Shift changeover check,"LPG pipeline route at Pipeline ROW River Crossing found being crossed by an unrelated soil-investigation drilling crew without a verified line-locate confirmation, drilling within an estimated 147 metres of the line. (flagged during the night-shift audit)",1,0.7,High
OIL-UC-3200,Moran Oilfield,Scheduled maintenance walkdown,"Telescopic mast assembly at Telescopic Mast Assembly found with 139 structural pins showing visible wear beyond tolerance during a pre-raise inspection, raise sequence not yet halted. (flagged during the day-shift handover)",1,0.65,High
OIL-UC-3201,Offshore Rig-04,Shift changeover check,"Catwalk / V-door mechanism at Catwalk / V-Door found with the pipe-handling interlock bypassed to work around a fault, drill pipe transfer continuing for 76 shifts since. (identified by a contractor supervisor's walkdown)",1,0.71,High
OIL-UC-3202,Digboi Refinery,Emergency-readiness drill prep,"Reboiler furnace burner management system at Reboiler Furnace Bay found with the flame-failure trip disabled after a nuisance-trip incident 175 days ago, not yet re-enabled. (raised during a joint HSE-operations inspection)",1,0.6,High
OIL-UC-3203,Digboi Refinery,Routine inspection round,"Ethanol Storage Tanks found with its overfill high-high level switch untested for 107 months, tank continuing to receive scheduled fills. (noted by the on-duty area in-charge)",1,0.8,Critical
