report_id,report_type,report_date,site,unit,activity,description_clean,sif_label,binary_sif,sif_probability,life_saving_rules,hazard_energy,barrier_failure,credible_consequence,recommended_action,evidence_text,status
OIL-UC-3077,unsafe conditions,02-02-2025,Offshore Rig-04,SPM Mooring Buoy Support Vessel,Routine inspection round,"SPM Mooring Buoy Support Vessel found with its fixed fire-detection system in fault mode for 29 hours, maintenance work continuing aboard. (noted by the on-duty area in-charge)",Critical,1,0.7,Emergency Response,Thermal,Absent - fire-detection barrier non-functional aboard a vessel with active maintenance work,"Undetected fire aboard the vessel during maintenance, crew escape delayed",Repair detection system immediately or suspend maintenance until restored,SPM Mooring Buoy Support Vessel found with its fixed fire-detection sy,Open
OIL-UC-3078,unsafe conditions,29-05-2025,Guwahati Pipeline Station,TTPA (Tank Truck Parking Area),Audit/compliance walkthrough,"TTPA (Tank Truck Parking Area) found without a designated pedestrian walkway, drivers and ground staff crossing active vehicle movement lanes an estimated 51 times per shift.",Critical,1,0.7,Line of Fire; Safe Driving,Mechanical Motion,Absent - pedestrian/vehicle segregation barrier not provided in a high-traffic yard,"Ground personnel struck by a moving tank truck during yard manoeuvring, potential fatality",Mark and enforce a segregated pedestrian walkway before further movements,TTPA (Tank Truck Parking Area) found without a designated pedestrian w,Resolved
OIL-UC-3079,unsafe conditions,18-06-2025,Guwahati Pipeline Station,Pipeline ROW River Crossing,Emergency-readiness drill prep,"LPG pipeline route at Pipeline ROW River Crossing found being crossed by an unrelated soil-investigation drilling crew without a verified line-locate confirmation, drilling within an estimated 70 metres of the line. (flagged during the night-shift audit)",Critical,1,0.67,Process Safety; Work Authorisation,Chemical/Process,Absent - line-locate verification barrier not enforced ahead of third-party drilling,Drilling pierces the LPG pipeline causing a pressurized release and fire/explosion risk,"Stop drilling immediately, verify line-locate markings, do not resume without a confirmed permit",LPG pipeline route at Pipeline ROW River Crossing found being crossed,Open
OIL-UC-3080,unsafe conditions,15-05-2026,Moran Oilfield,Telescopic Mast Assembly,Pre-operation verification,"Telescopic mast assembly at Telescopic Mast Assembly found with 105 structural pins showing visible wear beyond tolerance during a pre-raise inspection, raise sequence not yet halted. (flagged during the day-shift handover)",Critical,1,0.7,Line of Fire; Lifting Operations,Mechanical/Gravity,Absent - mast structural integrity compromised before a raise operation,"Mast collapse during raising or drilling operations, potential multiple fatalities","Halt mast operations immediately, replace/inspect pins before any further raise",Telescopic mast assembly at Telescopic Mast Assembly found with 105 st,Open
OIL-UC-3081,unsafe conditions,22-08-2024,Offshore Rig-04,Catwalk / V-Door,Shift changeover check,"Catwalk / V-door mechanism at Catwalk / V-Door found with the pipe-handling interlock bypassed to work around a fault, drill pipe transfer continuing for 59 shifts since. (identified by a contractor supervisor's walkdown)",Critical,1,0.73,Line of Fire,Mechanical/Gravity,Absent - pipe-handling safety interlock bypassed and left in place,"Uncontrolled pipe movement through the V-door strikes a floor hand, potential fatality","Stop catwalk operations, restore interlock, do not resume until function-tested",Catwalk / V-door mechanism at Catwalk / V-Door found with the pipe-han,Open
OIL-UC-3082,unsafe conditions,03-07-2024,Digboi Refinery,Reboiler Furnace Bay,Emergency-readiness drill prep,"Reboiler furnace burner management system at Reboiler Furnace Bay found with the flame-failure trip disabled after a nuisance-trip incident 169 days ago, not yet re-enabled. (raised during a joint HSE-operations inspection)",Critical,1,0.72,Process Safety,Thermal/Chemical,Absent - flame-failure safety barrier disabled and left off,Undetected flame-out allows unburned hydrocarbon vapor release and re-ignition explosion,"Re-enable flame-failure trip immediately, investigate nuisance-trip cause separately",Reboiler furnace burner management system at Reboiler Furnace Bay foun,Resolved
OIL-UC-3083,unsafe conditions,18-12-2025,Digboi Refinery,Ethanol Storage Tanks,Pre-operation verification,"Ethanol Storage Tanks found with its overfill high-high level switch untested for 25 months, tank continuing to receive scheduled fills. (noted by the on-duty area in-charge)",Critical,1,0.66,Process Safety,Chemical/Process,Absent - independent overfill barrier unverified during continued filling operations,"Tank overfill releases flammable vapor cloud, explosion and fire risk","Suspend further fills until switch is tested, prioritize immediate verification",Ethanol Storage Tanks found with its overfill high-high level switch u,Open
OIL-UC-3084,unsafe conditions,21-05-2026,Digboi Refinery,LPG Bottling Plant,Routine inspection round,"Chain conveyor soap-tray station at LPG Bottling Plant found with the guard interlock defeated to allow soap-solution top-up during operation, observed on 123 occasions.",Critical,1,0.72,Line of Fire,Mechanical,Absent - moving-machinery guard interlock defeated during live operation,Entanglement injury to the person topping up the soap tray while conveyor is running,"Stop the practice immediately, restore interlock, provide a safe top-up procedure",Chain conveyor soap-tray station at LPG Bottling Plant found with the,Open
OIL-UC-3085,unsafe conditions,19-08-2025,Digboi Refinery,Battery Room,Routine inspection round,"Ventilation at Battery Room found non-functional for 45 hours, hydrogen off-gas levels not independently verified during that period. (flagged during the night-shift audit)",Critical,1,0.69,Process Safety,Chemical/Process (hydrogen off-gas),Absent - ventilation barrier down in a hydrogen-generating enclosed space,"Hydrogen accumulation reaches explosive concentration, ignition from a stray spark","Evacuate and ventilate immediately, do not re-energize charging until airflow confirmed",Ventilation at Battery Room found non-functional for 45 hours,Open
OIL-UC-3086,unsafe conditions,06-09-2024,Duliajan Oilfield,Wellhead Cluster 3,Emergency-readiness drill prep,Work-platform edge protection at Wellhead Cluster 3 found removed for a maintenance activity 167 days ago and not yet reinstated. (flagged during the day-shift handover),Critical,1,0.65,Line of Fire,Gravity,Absent - fall-prevention barrier removed and not reinstated after work completed,"Fall from height at an active wellsite, potential fatality",Reinstate edge protection immediately or restrict access until it is,Work-platform edge protection at Wellhead Cluster 3 found removed for,Resolved
OIL-UC-3087,unsafe conditions,10-05-2026,Guwahati Pipeline Station,Pipeline ROW River Crossing,Routine inspection round,"Pipeline right-of-way at Pipeline ROW River Crossing found with third-party excavation proceeding within 137 metres of the live line, no OIL representative present to verify line-locate markings. (identified by a contractor supervisor's walkdown)",Critical,1,0.63,Process Safety,Mechanical/Gravity,Absent - third-party encroachment control not enforced near a live pipeline,"Excavation strikes the pipeline causing rupture, fire, or toxic release","Stop excavation immediately, verify line-locate markings, enforce ROW monitoring",Pipeline right-of-way at Pipeline ROW River Crossing found with third-,Open
OIL-UC-3088,unsafe conditions,16-08-2024,Digboi Refinery,Effluent Treatment Plant,Pre-operation verification,"Slop-oil pump house near Effluent Treatment Plant found with its fixed fire-suppression system isolated for 147 days for unrelated maintenance, pumps remaining in active service. (raised during a joint HSE-operations inspection)",Critical,1,0.64,Emergency Response,Thermal,Absent - fire suppression barrier disabled while the hazard source remains live,Uncontrolled fire in the pump house given wet slop-oil vapor accumulation,Restore suppression system or take pumps out of service until it is back online,Slop-oil pump house near Effluent Treatment Plant found with its fixed,Open
OIL-UC-3089,unsafe conditions,30-12-2025,Jorhat Operations,Fire Station,Shift changeover check,"Fire tender at Fire Station found with its reverse-alarm and rear camera both non-functional for 177 days, vehicle still used for yard repositioning. (noted by the on-duty area in-charge)",Critical,1,0.78,Line of Fire; Safe Driving,Mechanical Motion,Absent - reversing-hazard controls non-functional on an emergency-response vehicle,"Ground personnel struck during a reversing manoeuvre, potential fatality","Repair reverse-alarm and camera before further use, assign a spotter until fixed",Fire tender at Fire Station found with its reverse-alarm and rear came,Open
OIL-UC-3090,unsafe conditions,19-04-2025,Guwahati Pipeline Station,LCNG/LNG Dispensing Station,Routine inspection round,"LCNG/LNG Dispensing Station found with a cryogenic leak-detection sensor reading a persistent fault code for 170 hours, dispensing continuing on manual override.",Critical,1,0.62,Process Safety,Chemical/Process,Absent - leak-detection barrier down during continued dispensing operations,Undetected LNG/LCNG leak causes a vapor cloud fire or cold-burn exposure,"Suspend dispensing until sensor is repaired, do not rely on manual override",LCNG/LNG Dispensing Station found with a cryogenic leak-detection sens,Resolved
OIL-UC-3091,unsafe conditions,11-07-2026,Guwahati Pipeline Station,220kV Cable Trench (RCC),Scheduled maintenance walkdown,220kV Cable Trench (RCC) found with fire-stop sealing missing at a joint bay for an estimated 6 metres of run. (flagged during the night-shift audit),Critical,1,0.71,Energy Isolation,Electrical,Absent - fire-barrier segmentation missing along a high-voltage cable route,"Cable fire propagates unimpeded along the trench, extended power loss and fire escalation",Install fire-stop sealing at the joint bay before the trench is closed up,220kV Cable Trench (RCC) found with fire-stop sealing missing at a joi,Open
OIL-UC-3092,unsafe conditions,30-12-2025,Guwahati Pipeline Station,Pipeline ROW River Crossing,Routine inspection round,"Cable-repair excavation along Pipeline ROW River Crossing found proceeding without a confirmed permit-to-work for 103 hours, crew working directly above the buried cable route. (flagged during the day-shift handover)",Critical,1,0.65,Work Authorisation; Process Safety,Mechanical/Electrical,Absent - work-authorization barrier bypassed for excavation near live infrastructure,"Excavation strikes the buried cable or adjacent pipeline, electrocution or rupture risk","Halt excavation immediately, issue a verified permit before work resumes",Cable-repair excavation along Pipeline ROW River Crossing found procee,Open
OIL-UC-3093,unsafe conditions,04-07-2025,Guwahati Pipeline Station,Metering Skid,Audit/compliance walkthrough,"Hydrostatic test rig connected at Metering Skid found with its pressure-relief device rated below the intended test pressure by roughly 63%, test proceeding as scheduled. (identified by a contractor supervisor's walkdown)",Critical,1,0.76,Process Safety,Mechanical/Pressure,Absent - overpressure protection mismatched to the planned test pressure,Uncontrolled overpressure during hydrostatic testing causes equipment rupture and projectile risk,"Stop the test immediately, verify relief-device rating before resuming",Hydrostatic test rig connected at Metering Skid found with its pressur,Open
OIL-UC-3094,unsafe conditions,14-07-2026,Digboi Refinery,Boiler House,Audit/compliance walkthrough,"SRV (safety relief valve) calibration bench near Boiler House found with the isolation procedure incomplete, valve under test connected to a live line for 175 minutes before being noticed. (raised during a joint HSE-operations inspection)",Critical,1,0.65,Energy Isolation,Mechanical/Pressure,Absent - isolation barrier incomplete during safety-critical calibration work,"Uncontrolled release or valve ejection during calibration, technician injury","Stop calibration immediately, complete isolation verification before resuming",SRV (safety relief valve) calibration bench near Boiler House found wi,Resolved
OIL-UC-3095,unsafe conditions,12-06-2026,Offshore Rig-04,Main Deck Crane,Emergency-readiness drill prep,"Hook-loaded crane at Main Deck Crane found operating with its load-moment indicator giving inconsistent readings, lift proceeding without a re-calibration check for 37 lifts. (noted by the on-duty area in-charge)",Critical,1,0.8,Line of Fire; Lifting Operations,Mechanical (suspended load),Degraded - overload-protection barrier unreliable during active lifting,"Crane overload and structural failure or load drop onto personnel, potential fatality","Suspend lifting immediately, recalibrate load-moment indicator before further use",Hook-loaded crane at Main Deck Crane found operating with its load-mom,Open
OIL-UC-3096,unsafe conditions,21-05-2025,Offshore Rig-04,Drill Floor,Audit/compliance walkthrough,"Roustabout hatch/cover at Drill Floor found with a damaged locking mechanism, hatch left in a partially secured state for 22 hours during active deck operations.",Critical,1,0.74,Line of Fire,Gravity,Absent - hatch retention barrier compromised during active operations,Hatch falls or dislodges onto personnel working below or nearby,"Secure or barricade the hatch immediately, repair locking mechanism before further use",Roustabout hatch/cover at Drill Floor found with a damaged locking mec,Open
OIL-UC-3097,unsafe conditions,17-08-2024,Offshore Rig-04,SPM Mooring Buoy Support Vessel,Routine inspection round,"SPM Mooring Buoy Support Vessel found with its fixed fire-detection system in fault mode for 15 hours, maintenance work continuing aboard. (flagged during the night-shift audit)",Critical,1,0.68,Emergency Response,Thermal,Absent - fire-detection barrier non-functional aboard a vessel with active maintenance work,"Undetected fire aboard the vessel during maintenance, crew escape delayed",Repair detection system immediately or suspend maintenance until restored,SPM Mooring Buoy Support Vessel found with its fixed fire-detection sy,Open
OIL-UC-3098,unsafe conditions,31-01-2026,Guwahati Pipeline Station,TTPA (Tank Truck Parking Area),Audit/compliance walkthrough,"TTPA (Tank Truck Parking Area) found without a designated pedestrian walkway, drivers and ground staff crossing active vehicle movement lanes an estimated 89 times per shift. (flagged during the day-shift handover)",Critical,1,0.75,Line of Fire; Safe Driving,Mechanical Motion,Absent - pedestrian/vehicle segregation barrier not provided in a high-traffic yard,"Ground personnel struck by a moving tank truck during yard manoeuvring, potential fatality",Mark and enforce a segregated pedestrian walkway before further movements,TTPA (Tank Truck Parking Area) found without a designated pedestrian w,Resolved
OIL-UC-3099,unsafe conditions,12-03-2026,Guwahati Pipeline Station,Pipeline ROW River Crossing,Emergency-readiness drill prep,"LPG pipeline route at Pipeline ROW River Crossing found being crossed by an unrelated soil-investigation drilling crew without a verified line-locate confirmation, drilling within an estimated 103 metres of the line. (identified by a contractor supervisor's walkdown)",Critical,1,0.65,Process Safety; Work Authorisation,Chemical/Process,Absent - line-locate verification barrier not enforced ahead of third-party drilling,Drilling pierces the LPG pipeline causing a pressurized release and fire/explosion risk,"Stop drilling immediately, verify line-locate markings, do not resume without a confirmed permit",LPG pipeline route at Pipeline ROW River Crossing found being crossed,Open
OIL-UC-3100,unsafe conditions,16-10-2025,Moran Oilfield,Telescopic Mast Assembly,Emergency-readiness drill prep,"Telescopic mast assembly at Telescopic Mast Assembly found with 71 structural pins showing visible wear beyond tolerance during a pre-raise inspection, raise sequence not yet halted. (raised during a joint HSE-operations inspection)",Critical,1,0.8,Line of Fire; Lifting Operations,Mechanical/Gravity,Absent - mast structural integrity compromised before a raise operation,"Mast collapse during raising or drilling operations, potential multiple fatalities","Halt mast operations immediately, replace/inspect pins before any further raise",Telescopic mast assembly at Telescopic Mast Assembly found with 71 str,Open
OIL-UC-3101,unsafe conditions,20-06-2025,Offshore Rig-04,Catwalk / V-Door,Shift changeover check,"Catwalk / V-door mechanism at Catwalk / V-Door found with the pipe-handling interlock bypassed to work around a fault, drill pipe transfer continuing for 60 shifts since. (noted by the on-duty area in-charge)",Critical,1,0.7,Line of Fire,Mechanical/Gravity,Absent - pipe-handling safety interlock bypassed and left in place,"Uncontrolled pipe movement through the V-door strikes a floor hand, potential fatality","Stop catwalk operations, restore interlock, do not resume until function-tested",Catwalk / V-door mechanism at Catwalk / V-Door found with the pipe-han,Open
OIL-UC-3102,unsafe conditions,08-04-2026,Digboi Refinery,Reboiler Furnace Bay,Scheduled maintenance walkdown,"Reboiler furnace burner management system at Reboiler Furnace Bay found with the flame-failure trip disabled after a nuisance-trip incident 112 days ago, not yet re-enabled.",Critical,1,0.73,Process Safety,Thermal/Chemical,Absent - flame-failure safety barrier disabled and left off,Undetected flame-out allows unburned hydrocarbon vapor release and re-ignition explosion,"Re-enable flame-failure trip immediately, investigate nuisance-trip cause separately",Reboiler furnace burner management system at Reboiler Furnace Bay foun,Resolved
OIL-UC-3103,unsafe conditions,30-03-2025,Digboi Refinery,Ethanol Storage Tanks,Routine inspection round,"Ethanol Storage Tanks found with its overfill high-high level switch untested for 99 months, tank continuing to receive scheduled fills. (flagged during the night-shift audit)",Critical,1,0.75,Process Safety,Chemical/Process,Absent - independent overfill barrier unverified during continued filling operations,"Tank overfill releases flammable vapor cloud, explosion and fire risk","Suspend further fills until switch is tested, prioritize immediate verification",Ethanol Storage Tanks found with its overfill high-high level switch u,Open
OIL-UC-3104,unsafe conditions,02-03-2025,Digboi Refinery,LPG Bottling Plant,Contractor oversight visit,"Chain conveyor soap-tray station at LPG Bottling Plant found with the guard interlock defeated to allow soap-solution top-up during operation, observed on 65 occasions. (flagged during the day-shift handover)",Critical,1,0.6,Line of Fire,Mechanical,Absent - moving-machinery guard interlock defeated during live operation,Entanglement injury to the person topping up the soap tray while conveyor is running,"Stop the practice immediately, restore interlock, provide a safe top-up procedure",Chain conveyor soap-tray station at LPG Bottling Plant found with the,Open
OIL-UC-3105,unsafe conditions,12-03-2026,Digboi Refinery,Battery Room,Pre-operation verification,"Ventilation at Battery Room found non-functional for 41 hours, hydrogen off-gas levels not independently verified during that period. (identified by a contractor supervisor's walkdown)",Critical,1,0.74,Process Safety,Chemical/Process (hydrogen off-gas),Absent - ventilation barrier down in a hydrogen-generating enclosed space,"Hydrogen accumulation reaches explosive concentration, ignition from a stray spark","Evacuate and ventilate immediately, do not re-energize charging until airflow confirmed",Ventilation at Battery Room found non-functional for 41 hours,Open
OIL-UC-3106,unsafe conditions,05-06-2025,Duliajan Oilfield,Wellhead Cluster 3,Contractor oversight visit,Work-platform edge protection at Wellhead Cluster 3 found removed for a maintenance activity 41 days ago and not yet reinstated. (raised during a joint HSE-operations inspection),Critical,1,0.67,Line of Fire,Gravity,Absent - fall-prevention barrier removed and not reinstated after work completed,"Fall from height at an active wellsite, potential fatality",Reinstate edge protection immediately or restrict access until it is,Work-platform edge protection at Wellhead Cluster 3 found removed for,Resolved
OIL-UC-3107,unsafe conditions,12-04-2025,Guwahati Pipeline Station,Pipeline ROW River Crossing,Routine inspection round,"Pipeline right-of-way at Pipeline ROW River Crossing found with third-party excavation proceeding within 29 metres of the live line, no OIL representative present to verify line-locate markings. (noted by the on-duty area in-charge)",Critical,1,0.58,Process Safety,Mechanical/Gravity,Absent - third-party encroachment control not enforced near a live pipeline,"Excavation strikes the pipeline causing rupture, fire, or toxic release","Stop excavation immediately, verify line-locate markings, enforce ROW monitoring",Pipeline right-of-way at Pipeline ROW River Crossing found with third-,Open
OIL-UC-3108,unsafe conditions,13-09-2024,Digboi Refinery,Effluent Treatment Plant,Shift changeover check,"Slop-oil pump house near Effluent Treatment Plant found with its fixed fire-suppression system isolated for 115 days for unrelated maintenance, pumps remaining in active service.",Critical,1,0.75,Emergency Response,Thermal,Absent - fire suppression barrier disabled while the hazard source remains live,Uncontrolled fire in the pump house given wet slop-oil vapor accumulation,Restore suppression system or take pumps out of service until it is back online,Slop-oil pump house near Effluent Treatment Plant found with its fixed,Open
OIL-UC-3109,unsafe conditions,03-09-2025,Jorhat Operations,Fire Station,Routine inspection round,"Fire tender at Fire Station found with its reverse-alarm and rear camera both non-functional for 35 days, vehicle still used for yard repositioning. (flagged during the night-shift audit)",Critical,1,0.62,Line of Fire; Safe Driving,Mechanical Motion,Absent - reversing-hazard controls non-functional on an emergency-response vehicle,"Ground personnel struck during a reversing manoeuvre, potential fatality","Repair reverse-alarm and camera before further use, assign a spotter until fixed",Fire tender at Fire Station found with its reverse-alarm and rear came,Open
OIL-UC-3110,unsafe conditions,14-09-2024,Guwahati Pipeline Station,LCNG/LNG Dispensing Station,Audit/compliance walkthrough,"LCNG/LNG Dispensing Station found with a cryogenic leak-detection sensor reading a persistent fault code for 144 hours, dispensing continuing on manual override. (flagged during the day-shift handover)",Critical,1,0.69,Process Safety,Chemical/Process,Absent - leak-detection barrier down during continued dispensing operations,Undetected LNG/LCNG leak causes a vapor cloud fire or cold-burn exposure,"Suspend dispensing until sensor is repaired, do not rely on manual override",LCNG/LNG Dispensing Station found with a cryogenic leak-detection sens,Resolved
OIL-UC-3111,unsafe conditions,04-09-2024,Guwahati Pipeline Station,220kV Cable Trench (RCC),Routine inspection round,220kV Cable Trench (RCC) found with fire-stop sealing missing at a joint bay for an estimated 8 metres of run. (identified by a contractor supervisor's walkdown),Critical,1,0.66,Energy Isolation,Electrical,Absent - fire-barrier segmentation missing along a high-voltage cable route,"Cable fire propagates unimpeded along the trench, extended power loss and fire escalation",Install fire-stop sealing at the joint bay before the trench is closed up,220kV Cable Trench (RCC) found with fire-stop sealing missing at a joi,Open
OIL-UC-3112,unsafe conditions,30-06-2025,Guwahati Pipeline Station,Pipeline ROW River Crossing,Audit/compliance walkthrough,"Cable-repair excavation along Pipeline ROW River Crossing found proceeding without a confirmed permit-to-work for 154 hours, crew working directly above the buried cable route. (raised during a joint HSE-operations inspection)",Critical,1,0.75,Work Authorisation; Process Safety,Mechanical/Electrical,Absent - work-authorization barrier bypassed for excavation near live infrastructure,"Excavation strikes the buried cable or adjacent pipeline, electrocution or rupture risk","Halt excavation immediately, issue a verified permit before work resumes",Cable-repair excavation along Pipeline ROW River Crossing found procee,Open
OIL-UC-3113,unsafe conditions,07-08-2026,Guwahati Pipeline Station,Metering Skid,Shift changeover check,"Hydrostatic test rig connected at Metering Skid found with its pressure-relief device rated below the intended test pressure by roughly 5%, test proceeding as scheduled. (noted by the on-duty area in-charge)",Critical,1,0.67,Process Safety,Mechanical/Pressure,Absent - overpressure protection mismatched to the planned test pressure,Uncontrolled overpressure during hydrostatic testing causes equipment rupture and projectile risk,"Stop the test immediately, verify relief-device rating before resuming",Hydrostatic test rig connected at Metering Skid found with its pressur,Open
OIL-UC-3114,unsafe conditions,04-02-2025,Digboi Refinery,Boiler House,Contractor oversight visit,"SRV (safety relief valve) calibration bench near Boiler House found with the isolation procedure incomplete, valve under test connected to a live line for 23 minutes before being noticed.",Critical,1,0.78,Energy Isolation,Mechanical/Pressure,Absent - isolation barrier incomplete during safety-critical calibration work,"Uncontrolled release or valve ejection during calibration, technician injury","Stop calibration immediately, complete isolation verification before resuming",SRV (safety relief valve) calibration bench near Boiler House found wi,Resolved
OIL-UC-3115,unsafe conditions,25-06-2025,Offshore Rig-04,Main Deck Crane,Audit/compliance walkthrough,"Hook-loaded crane at Main Deck Crane found operating with its load-moment indicator giving inconsistent readings, lift proceeding without a re-calibration check for 148 lifts. (flagged during the night-shift audit)",Critical,1,0.62,Line of Fire; Lifting Operations,Mechanical (suspended load),Degraded - overload-protection barrier unreliable during active lifting,"Crane overload and structural failure or load drop onto personnel, potential fatality","Suspend lifting immediately, recalibrate load-moment indicator before further use",Hook-loaded crane at Main Deck Crane found operating with its load-mom,Open
OIL-UC-3116,unsafe conditions,02-03-2025,Offshore Rig-04,Drill Floor,Scheduled maintenance walkdown,"Roustabout hatch/cover at Drill Floor found with a damaged locking mechanism, hatch left in a partially secured state for 45 hours during active deck operations. (flagged during the day-shift handover)",Critical,1,0.64,Line of Fire,Gravity,Absent - hatch retention barrier compromised during active operations,Hatch falls or dislodges onto personnel working below or nearby,"Secure or barricade the hatch immediately, repair locking mechanism before further use",Roustabout hatch/cover at Drill Floor found with a damaged locking mec,Open
OIL-UC-3117,unsafe conditions,20-08-2025,Offshore Rig-04,SPM Mooring Buoy Support Vessel,Scheduled maintenance walkdown,"SPM Mooring Buoy Support Vessel found with its fixed fire-detection system in fault mode for 128 hours, maintenance work continuing aboard. (identified by a contractor supervisor's walkdown)",Critical,1,0.59,Emergency Response,Thermal,Absent - fire-detection barrier non-functional aboard a vessel with active maintenance work,"Undetected fire aboard the vessel during maintenance, crew escape delayed",Repair detection system immediately or suspend maintenance until restored,SPM Mooring Buoy Support Vessel found with its fixed fire-detection sy,Open
OIL-UC-3118,unsafe conditions,11-08-2026,Guwahati Pipeline Station,TTPA (Tank Truck Parking Area),Pre-operation verification,"TTPA (Tank Truck Parking Area) found without a designated pedestrian walkway, drivers and ground staff crossing active vehicle movement lanes an estimated 72 times per shift. (raised during a joint HSE-operations inspection)",Critical,1,0.65,Line of Fire; Safe Driving,Mechanical Motion,Absent - pedestrian/vehicle segregation barrier not provided in a high-traffic yard,"Ground personnel struck by a moving tank truck during yard manoeuvring, potential fatality",Mark and enforce a segregated pedestrian walkway before further movements,TTPA (Tank Truck Parking Area) found without a designated pedestrian w,Resolved
OIL-UC-3119,unsafe conditions,08-02-2025,Guwahati Pipeline Station,Pipeline ROW River Crossing,Shift changeover check,"LPG pipeline route at Pipeline ROW River Crossing found being crossed by an unrelated soil-investigation drilling crew without a verified line-locate confirmation, drilling within an estimated 21 metres of the line. (noted by the on-duty area in-charge)",Critical,1,0.64,Process Safety; Work Authorisation,Chemical/Process,Absent - line-locate verification barrier not enforced ahead of third-party drilling,Drilling pierces the LPG pipeline causing a pressurized release and fire/explosion risk,"Stop drilling immediately, verify line-locate markings, do not resume without a confirmed permit",LPG pipeline route at Pipeline ROW River Crossing found being crossed,Open
OIL-UC-3120,unsafe conditions,18-12-2024,Moran Oilfield,Telescopic Mast Assembly,Pre-operation verification,"Telescopic mast assembly at Telescopic Mast Assembly found with 162 structural pins showing visible wear beyond tolerance during a pre-raise inspection, raise sequence not yet halted.",Critical,1,0.71,Line of Fire; Lifting Operations,Mechanical/Gravity,Absent - mast structural integrity compromised before a raise operation,"Mast collapse during raising or drilling operations, potential multiple fatalities","Halt mast operations immediately, replace/inspect pins before any further raise",Telescopic mast assembly at Telescopic Mast Assembly found with 162 st,Open
OIL-UC-3121,unsafe conditions,07-06-2024,Offshore Rig-04,Catwalk / V-Door,Routine inspection round,"Catwalk / V-door mechanism at Catwalk / V-Door found with the pipe-handling interlock bypassed to work around a fault, drill pipe transfer continuing for 119 shifts since. (flagged during the night-shift audit)",Critical,1,0.61,Line of Fire,Mechanical/Gravity,Absent - pipe-handling safety interlock bypassed and left in place,"Uncontrolled pipe movement through the V-door strikes a floor hand, potential fatality","Stop catwalk operations, restore interlock, do not resume until function-tested",Catwalk / V-door mechanism at Catwalk / V-Door found with the pipe-han,Open
OIL-UC-3122,unsafe conditions,25-06-2025,Digboi Refinery,Reboiler Furnace Bay,Shift changeover check,"Reboiler furnace burner management system at Reboiler Furnace Bay found with the flame-failure trip disabled after a nuisance-trip incident 103 days ago, not yet re-enabled. (flagged during the day-shift handover)",Critical,1,0.77,Process Safety,Thermal/Chemical,Absent - flame-failure safety barrier disabled and left off,Undetected flame-out allows unburned hydrocarbon vapor release and re-ignition explosion,"Re-enable flame-failure trip immediately, investigate nuisance-trip cause separately",Reboiler furnace burner management system at Reboiler Furnace Bay foun,Resolved
OIL-UC-3123,unsafe conditions,29-03-2026,Digboi Refinery,Ethanol Storage Tanks,Pre-operation verification,"Ethanol Storage Tanks found with its overfill high-high level switch untested for 86 months, tank continuing to receive scheduled fills. (identified by a contractor supervisor's walkdown)",Critical,1,0.65,Process Safety,Chemical/Process,Absent - independent overfill barrier unverified during continued filling operations,"Tank overfill releases flammable vapor cloud, explosion and fire risk","Suspend further fills until switch is tested, prioritize immediate verification",Ethanol Storage Tanks found with its overfill high-high level switch u,Open
OIL-UC-3124,unsafe conditions,08-02-2026,Digboi Refinery,LPG Bottling Plant,Scheduled maintenance walkdown,"Chain conveyor soap-tray station at LPG Bottling Plant found with the guard interlock defeated to allow soap-solution top-up during operation, observed on 154 occasions. (raised during a joint HSE-operations inspection)",Critical,1,0.65,Line of Fire,Mechanical,Absent - moving-machinery guard interlock defeated during live operation,Entanglement injury to the person topping up the soap tray while conveyor is running,"Stop the practice immediately, restore interlock, provide a safe top-up procedure",Chain conveyor soap-tray station at LPG Bottling Plant found with the,Open
OIL-UC-3125,unsafe conditions,29-11-2024,Digboi Refinery,Battery Room,Scheduled maintenance walkdown,"Ventilation at Battery Room found non-functional for 179 hours, hydrogen off-gas levels not independently verified during that period. (noted by the on-duty area in-charge)",Critical,1,0.69,Process Safety,Chemical/Process (hydrogen off-gas),Absent - ventilation barrier down in a hydrogen-generating enclosed space,"Hydrogen accumulation reaches explosive concentration, ignition from a stray spark","Evacuate and ventilate immediately, do not re-energize charging until airflow confirmed",Ventilation at Battery Room found non-functional for 179 hours,Open
OIL-UC-3126,unsafe conditions,13-05-2026,Duliajan Oilfield,Wellhead Cluster 3,Shift changeover check,Work-platform edge protection at Wellhead Cluster 3 found removed for a maintenance activity 103 days ago and not yet reinstated.,Critical,1,0.64,Line of Fire,Gravity,Absent - fall-prevention barrier removed and not reinstated after work completed,"Fall from height at an active wellsite, potential fatality",Reinstate edge protection immediately or restrict access until it is,Work-platform edge protection at Wellhead Cluster 3 found removed for,Resolved
OIL-UC-3127,unsafe conditions,10-08-2026,Guwahati Pipeline Station,Pipeline ROW River Crossing,Pre-operation verification,"Pipeline right-of-way at Pipeline ROW River Crossing found with third-party excavation proceeding within 164 metres of the live line, no OIL representative present to verify line-locate markings. (flagged during the night-shift audit)",Critical,1,0.79,Process Safety,Mechanical/Gravity,Absent - third-party encroachment control not enforced near a live pipeline,"Excavation strikes the pipeline causing rupture, fire, or toxic release","Stop excavation immediately, verify line-locate markings, enforce ROW monitoring",Pipeline right-of-way at Pipeline ROW River Crossing found with third-,Open
