report_id,report_type,description_raw,description_clean,site,activity,barrier_failure,iogp_life_saving_rule,risk_level,sif_potential,case_basis
NM_0624,Near Miss,"Shift crew reported that during Valve maintenance in Refinery unit, Work scope had changed but the permit and job safety analysis were not revalidated. Multiple workers were at risk of serious injury or fatality. The condition presented immediate potentially fatal exposure; operations were stopped, the area was isolated, and emergency escalation began.","Shift crew reported that during Valve maintenance in Refinery unit, Work scope had changed but the permit and job safety analysis were not revalidated. Multiple workers were at risk of serious injury or fatality. The condition presented immediate potentially fatal exposure; operations were stopped, the area was isolated, and emergency escalation began.",Refinery unit,Valve maintenance,Work scope had changed but the permit and job safety analysis were not revalidated,Safe Mechanical Lifting,Critical,1,Pressure testing incident
NM_0448,Near Miss,"Shift crew reported that during Pipe spool welding in Process plant, Training inadequate. The job was halted due to high-risk exposure. Personnel were close to hazardous energy exposure, so the area was secured pending investigation.","Shift crew reported that during Pipe spool welding in Process plant, Training inadequate. The job was halted due to high-risk exposure. Personnel were close to hazardous energy exposure, so the area was secured pending investigation.",Process plant,Pipe spool welding,Training inadequate,Hot Work,High,1,Hot-work controls
NM_0347,Near Miss,"During Pump maintenance at Gas processing unit, Lift plan, tag lines, and barricaded drop zone were not available. Work was paused until the issue was addressed. The crew escalated the issue through the shift safety meeting and closed it before continuation.","During Pump maintenance at Gas processing unit, Lift plan, tag lines, and barricaded drop zone were not available. Work was paused until the issue was addressed. The crew escalated the issue through the shift safety meeting and closed it before continuation.",Gas processing unit,Pump maintenance,"Lift plan, tag lines, and barricaded drop zone were not available",Safe Mechanical Lifting,Medium,0,Hot-work controls
NM_0498,Near Miss,"During routine checks at Tank farm, Tool inspection missing was observed during Night driving to remote site. Work was stopped due to potential serious injury risk. Work was halted due to high-risk exposure and corrective measures were implemented.","During routine checks at Tank farm, Tool inspection missing was observed during Night driving to remote site. Work was stopped due to potential serious injury risk. Work was halted due to high-risk exposure and corrective measures were implemented.",Tank farm,Night driving to remote site,Tool inspection missing,Line of Fire,High,1,Energy isolation controls
NM_0719,Near Miss,"Shift crew reported that during Tank farm operations in Gas processing unit, Tool inspection missing. All personnel were evacuated. The situation had imminent potential for fatality and was escalated immediately.","Shift crew reported that during Tank farm operations in Gas processing unit, Tool inspection missing. All personnel were evacuated. The situation had imminent potential for fatality and was escalated immediately.",Gas processing unit,Tank farm operations,Tool inspection missing,Confined Space,Critical,1,Pressure-testing controls
NM_0569,Near Miss,"During Pipe-rack inspection at LPG bottling plant, Excavation edge was not barricaded and underground utility mark-out was incomplete. The activity was stopped as it could have resulted in serious harm. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.","During Pipe-rack inspection at LPG bottling plant, Excavation edge was not barricaded and underground utility mark-out was incomplete. The activity was stopped as it could have resulted in serious harm. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.",LPG bottling plant,Pipe-rack inspection,Excavation edge was not barricaded and underground utility mark-out was incomplete,Working at Height,High,1,Vehicle-movement controls
NM_0678,Near Miss,A Line was not depressurised and workers were positioned in the potential release path was identified during Emergency valve servicing at Wellsite. Actual exposure to hazardous conditions occurred. Personnel were moved to a safe location and the event was treated as a high-potential near miss.,A Line was not depressurised and workers were positioned in the potential release path was identified during Emergency valve servicing at Wellsite. Actual exposure to hazardous conditions occurred. Personnel were moved to a safe location and the event was treated as a high-potential near miss.,Wellsite,Emergency valve servicing,Line was not depressurised and workers were positioned in the potential release path,Line of Fire,Critical,1,Confined space entry incident
NM_0079,Near Miss,"During routine checks at Pipeline ROW, Emergency access route was partly obstructed by temporary materials was observed during Hydrostatic pressure test. No work stoppage was required. The issue was minor and was rectified before it affected the task.","During routine checks at Pipeline ROW, Emergency access route was partly obstructed by temporary materials was observed during Hydrostatic pressure test. No work stoppage was required. The issue was minor and was rectified before it affected the task.",Pipeline ROW,Hydrostatic pressure test,Emergency access route was partly obstructed by temporary materials,None/Not Applicable,Low,0,Hot-work controls
NM_0740,Near Miss,"Near-miss observation: while performing Scaffold modification at Drilling rig, the team found that Drain cover was open and combustible vapour testing was not documented. Work was stopped urgently and emergency response was initiated. The condition presented immediate potentially fatal exposure; operations were stopped, the area was isolated, and emergency escalation began.","Near-miss observation: while performing Scaffold modification at Drilling rig, the team found that Drain cover was open and combustible vapour testing was not documented. Work was stopped urgently and emergency response was initiated. The condition presented immediate potentially fatal exposure; operations were stopped, the area was isolated, and emergency escalation began.",Drilling rig,Scaffold modification,Drain cover was open and combustible vapour testing was not documented,Hot Work,Critical,1,Line-of-fire controls
NM_0523,Near Miss,"During routine checks at Tank farm, Emergency response delayed was observed during Process unit startup/shutdown. Critical control failure was corrected before resuming work. Work was halted due to high-risk exposure and corrective measures were implemented.","During routine checks at Tank farm, Emergency response delayed was observed during Process unit startup/shutdown. Critical control failure was corrected before resuming work. Work was halted due to high-risk exposure and corrective measures were implemented.",Tank farm,Process unit startup/shutdown,Emergency response delayed,None/Not Applicable,High,1,Slip/trip/fall incident
NM_0337,Near Miss,"Near-miss observation: while performing Excavation work at Storage tank, the team found that Tool inspection missing. Work was stopped temporarily and resumed after verification. Work was temporarily halted pending verification of the control measure.","Near-miss observation: while performing Excavation work at Storage tank, the team found that Tool inspection missing. Work was stopped temporarily and resumed after verification. Work was temporarily halted pending verification of the control measure.",Storage tank,Excavation work,Tool inspection missing,Line of Fire,Medium,0,Slip/trip/fall incident
NM_0683,Near Miss,"During Sampling and testing at Wellsite, Drain cover was open and combustible vapour testing was not documented. All personnel were evacuated. The condition presented immediate potentially fatal exposure; operations were stopped, the area was isolated, and emergency escalation began.","During Sampling and testing at Wellsite, Drain cover was open and combustible vapour testing was not documented. All personnel were evacuated. The condition presented immediate potentially fatal exposure; operations were stopped, the area was isolated, and emergency escalation began.",Wellsite,Sampling and testing,Drain cover was open and combustible vapour testing was not documented,Hot Work,Critical,1,Excavation controls
NM_0582,Near Miss,"During Pump seal replacement at Gas processing unit, Emergency response delayed. Work was stopped due to potential serious injury risk. Personnel were close to hazardous energy exposure, so the area was secured pending investigation.","During Pump seal replacement at Gas processing unit, Emergency response delayed. Work was stopped due to potential serious injury risk. Personnel were close to hazardous energy exposure, so the area was secured pending investigation.",Gas processing unit,Pump seal replacement,Emergency response delayed,Energy Isolation,High,1,Stored-energy controls
NM_0723,Near Miss,Inspection revealed Reversing was attempted without a banksman and pedestrian segregation during Instrument calibration at Field office area. Multiple workers were at risk of serious injury or fatality. All personnel were evacuated and the area was secured pending full investigation.,Inspection revealed Reversing was attempted without a banksman and pedestrian segregation during Instrument calibration at Field office area. Multiple workers were at risk of serious injury or fatality. All personnel were evacuated and the area was secured pending full investigation.,Field office area,Instrument calibration,Reversing was attempted without a banksman and pedestrian segregation,Driving,Critical,1,Emergency-access controls
NM_0595,Near Miss,"Near-miss observation: while performing Excavation work at Process plant, the team found that Atmosphere not tested. The activity was stopped as it could have resulted in serious harm. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.","Near-miss observation: while performing Excavation work at Process plant, the team found that Atmosphere not tested. The activity was stopped as it could have resulted in serious harm. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.",Process plant,Excavation work,Atmosphere not tested,Confined Space,High,1,Process fire precursor
NM_0313,Near Miss,"Near-miss observation: while performing Loading/unloading operations at Process plant, the team found that Exclusion zone missing. The job proceeded only after corrective measures. Work was temporarily halted pending verification of the control measure.","Near-miss observation: while performing Loading/unloading operations at Process plant, the team found that Exclusion zone missing. The job proceeded only after corrective measures. Work was temporarily halted pending verification of the control measure.",Process plant,Loading/unloading operations,Exclusion zone missing,Line of Fire,Medium,0,Maintenance fabrication fire
NM_0738,Near Miss,"Inspection revealed Excavation edge was not barricaded and underground utility mark-out was incomplete during Breaking a pressurised flange at Gas processing unit. Actual exposure to hazardous conditions occurred. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.","Inspection revealed Excavation edge was not barricaded and underground utility mark-out was incomplete during Breaking a pressurised flange at Gas processing unit. Actual exposure to hazardous conditions occurred. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",Gas processing unit,Breaking a pressurised flange,Excavation edge was not barricaded and underground utility mark-out was incomplete,Working at Height,Critical,1,Hot-work controls
NM_0394,Near Miss,"During routine checks at Storage depot, Gas test missing was observed during Pump maintenance. The activity was delayed pending correction. No one was exposed, but the observation required a documented corrective action.","During routine checks at Storage depot, Gas test missing was observed during Pump maintenance. The activity was delayed pending correction. No one was exposed, but the observation required a documented corrective action.",Storage depot,Pump maintenance,Gas test missing,Confined Space,Medium,0,Fall from height
NM_0363,Near Miss,"Before/during Hydrostatic pressure test at Offshore platform, Excavation edge was not barricaded and underground utility mark-out was incomplete. Work was stopped temporarily and resumed after verification. Work was temporarily halted pending verification of the control measure.","Before/during Hydrostatic pressure test at Offshore platform, Excavation edge was not barricaded and underground utility mark-out was incomplete. Work was stopped temporarily and resumed after verification. Work was temporarily halted pending verification of the control measure.",Offshore platform,Hydrostatic pressure test,Excavation edge was not barricaded and underground utility mark-out was incomplete,Working at Height,Medium,0,Confined space entry incident
NM_0632,Near Miss,"Near-miss observation: while performing Vessel entry preparation at Offshore platform, the team found that Reversing was attempted without a banksman and pedestrian segregation. Multiple workers were at risk of serious injury or fatality. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.","Near-miss observation: while performing Vessel entry preparation at Offshore platform, the team found that Reversing was attempted without a banksman and pedestrian segregation. Multiple workers were at risk of serious injury or fatality. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",Offshore platform,Vessel entry preparation,Reversing was attempted without a banksman and pedestrian segregation,Confined Space,Critical,1,Pinch-point controls
NM_0040,Near Miss,Inspection revealed Procedure not followed during Pipe spool welding at Storage depot. Corrective action was taken on the spot. The observation was logged and addressed during the same shift.,Inspection revealed Procedure not followed during Pipe spool welding at Storage depot. Corrective action was taken on the spot. The observation was logged and addressed during the same shift.,Storage depot,Pipe spool welding,Procedure not followed,Hot Work,Low,0,Pressure-testing controls
NM_0499,Near Miss,"During routine checks at LPG bottling plant, Simultaneous operations were not recorded in the permit briefing was observed during Compressor troubleshooting. The activity was stopped as it could have resulted in serious harm. Work was halted due to high-risk exposure and corrective measures were implemented.","During routine checks at LPG bottling plant, Simultaneous operations were not recorded in the permit briefing was observed during Compressor troubleshooting. The activity was stopped as it could have resulted in serious harm. Work was halted due to high-risk exposure and corrective measures were implemented.",LPG bottling plant,Compressor troubleshooting,Simultaneous operations were not recorded in the permit briefing,Working at Height,High,1,Lifting/crane incident
NM_0127,Near Miss,"Shift crew reported that during Reversing vehicle operations in Drilling rig, Test manifold lacked verified restraint and pressure-release exclusion controls. The area was corrected immediately. The observation was logged and addressed during the same shift.","Shift crew reported that during Reversing vehicle operations in Drilling rig, Test manifold lacked verified restraint and pressure-release exclusion controls. The area was corrected immediately. The observation was logged and addressed during the same shift.",Drilling rig,Reversing vehicle operations,Test manifold lacked verified restraint and pressure-release exclusion controls,Driving,Low,0,Chemical exposure incident
NM_0159,Near Miss,"Shift crew reported that during Pump maintenance in Truck loading bay, Guard missing. The team corrected it without delay. The issue was minor and was rectified before it affected the task.","Shift crew reported that during Pump maintenance in Truck loading bay, Guard missing. The team corrected it without delay. The issue was minor and was rectified before it affected the task.",Truck loading bay,Pump maintenance,Guard missing,None/Not Applicable,Low,0,Pressure-testing controls
NM_0781,Near Miss,"Before/during Pipeline inspection at Compressor station, Tool inspection missing. All personnel were evacuated. The situation had imminent potential for fatality and was escalated immediately.","Before/during Pipeline inspection at Compressor station, Tool inspection missing. All personnel were evacuated. The situation had imminent potential for fatality and was escalated immediately.",Compressor station,Pipeline inspection,Tool inspection missing,Driving,Critical,1,Line-of-fire controls
NM_0219,Near Miss,"Inspection revealed Guard missing during Chemical sampling at Truck loading bay. The supervisor reviewed and approved continuation after correction. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.","Inspection revealed Guard missing during Chemical sampling at Truck loading bay. The supervisor reviewed and approved continuation after correction. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.",Truck loading bay,Chemical sampling,Guard missing,None/Not Applicable,Medium,0,Pressure testing incident
NM_0140,Near Miss,"Near-miss observation: while performing Grinding near drain at Wellsite, the team found that Gas testing was overdue and no dedicated fire watch was assigned. No work stoppage was required. The observation was logged and addressed during the same shift.","Near-miss observation: while performing Grinding near drain at Wellsite, the team found that Gas testing was overdue and no dedicated fire watch was assigned. No work stoppage was required. The observation was logged and addressed during the same shift.",Wellsite,Grinding near drain,Gas testing was overdue and no dedicated fire watch was assigned,Confined Space,Low,0,Chemical-handling controls
NM_0120,Near Miss,Inspection revealed Reversing was attempted without a banksman and pedestrian segregation during Crude transfer vehicle movement at LPG bottling plant. The team corrected it without delay. The team recorded the observation and completed immediate housekeeping correction.,Inspection revealed Reversing was attempted without a banksman and pedestrian segregation during Crude transfer vehicle movement at LPG bottling plant. The team corrected it without delay. The team recorded the observation and completed immediate housekeeping correction.,LPG bottling plant,Crude transfer vehicle movement,Reversing was attempted without a banksman and pedestrian segregation,Driving,Low,0,Hot work incident
NM_0115,Near Miss,"Before/during Sampling and testing at Gas processing unit, Line was not depressurised and workers were positioned in the potential release path. No work stoppage was required. The condition was corrected during the routine inspection, with no exposure to hazardous energy.","Before/during Sampling and testing at Gas processing unit, Line was not depressurised and workers were positioned in the potential release path. No work stoppage was required. The condition was corrected during the routine inspection, with no exposure to hazardous energy.",Gas processing unit,Sampling and testing,Line was not depressurised and workers were positioned in the potential release path,Line of Fire,Low,0,Permit-to-work controls
NM_0730,Near Miss,"Before/during Night driving to remote site at Compressor station, Lift plan missing. All personnel were evacuated. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.","Before/during Night driving to remote site at Compressor station, Lift plan missing. All personnel were evacuated. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",Compressor station,Night driving to remote site,Lift plan missing,Safe Mechanical Lifting,Critical,1,Excavation controls
NM_0698,Near Miss,"During Grinding near drain at Compressor station, Communication failure. All personnel were evacuated. The condition presented immediate potentially fatal exposure; operations were stopped, the area was isolated, and emergency escalation began.","During Grinding near drain at Compressor station, Communication failure. All personnel were evacuated. The condition presented immediate potentially fatal exposure; operations were stopped, the area was isolated, and emergency escalation began.",Compressor station,Grinding near drain,Communication failure,Hot Work,Critical,1,Fall from height
NM_0246,Near Miss,"During Scaffold modification at Gas processing unit, Reversing was attempted without a banksman and pedestrian segregation. The activity was delayed pending correction. Work was temporarily halted pending verification of the control measure.","During Scaffold modification at Gas processing unit, Reversing was attempted without a banksman and pedestrian segregation. The activity was delayed pending correction. Work was temporarily halted pending verification of the control measure.",Gas processing unit,Scaffold modification,Reversing was attempted without a banksman and pedestrian segregation,Working at Height,Medium,0,Lifting/crane incident
NM_0512,Near Miss,"During Scaffolding work at LPG bottling plant, Test manifold lacked verified restraint and pressure-release exclusion controls. Work was stopped due to potential serious injury risk. Work was halted due to high-risk exposure and corrective measures were implemented.","During Scaffolding work at LPG bottling plant, Test manifold lacked verified restraint and pressure-release exclusion controls. Work was stopped due to potential serious injury risk. Work was halted due to high-risk exposure and corrective measures were implemented.",LPG bottling plant,Scaffolding work,Test manifold lacked verified restraint and pressure-release exclusion controls,Working at Height,High,1,Hot-work controls
NM_0612,Near Miss,"A Emergency access route was partly obstructed by temporary materials was identified during Grinding near drain at Drilling rig. Multiple workers were at risk of serious injury or fatality. The condition presented immediate potentially fatal exposure; operations were stopped, the area was isolated, and emergency escalation began.","A Emergency access route was partly obstructed by temporary materials was identified during Grinding near drain at Drilling rig. Multiple workers were at risk of serious injury or fatality. The condition presented immediate potentially fatal exposure; operations were stopped, the area was isolated, and emergency escalation began.",Drilling rig,Grinding near drain,Emergency access route was partly obstructed by temporary materials,Hot Work,Critical,1,Hot work incident
NM_0477,Near Miss,"Shift crew reported that during Compressor troubleshooting in Pump station, Supervision absent. Work was stopped due to potential serious injury risk. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.","Shift crew reported that during Compressor troubleshooting in Pump station, Supervision absent. Work was stopped due to potential serious injury risk. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.",Pump station,Compressor troubleshooting,Supervision absent,Confined Space,High,1,Vehicle collision precursor
NM_0381,Near Miss,"During routine checks at Maintenance yard, Work scope had changed but the permit and job safety analysis were not revalidated was observed during Scaffold modification. The activity was delayed pending correction. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.","During routine checks at Maintenance yard, Work scope had changed but the permit and job safety analysis were not revalidated was observed during Scaffold modification. The activity was delayed pending correction. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.",Maintenance yard,Scaffold modification,Work scope had changed but the permit and job safety analysis were not revalidated,Working at Height,Medium,0,Confined space entry incident
NM_0459,Near Miss,"During routine checks at Drilling rig, Emergency access route was partly obstructed by temporary materials was observed during Loading/unloading operations. Work was stopped due to potential serious injury risk. The situation had credible potential for serious injury and was escalated immediately.","During routine checks at Drilling rig, Emergency access route was partly obstructed by temporary materials was observed during Loading/unloading operations. Work was stopped due to potential serious injury risk. The situation had credible potential for serious injury and was escalated immediately.",Drilling rig,Loading/unloading operations,Emergency access route was partly obstructed by temporary materials,None/Not Applicable,High,1,SIMOPS controls
NM_0407,Near Miss,A Procedure not followed was identified during Vehicle movement at Compressor station. The situation had credible potential for serious injury. A supervisor issued a stop-work intervention and required a formal control verification.,A Procedure not followed was identified during Vehicle movement at Compressor station. The situation had credible potential for serious injury. A supervisor issued a stop-work intervention and required a formal control verification.,Compressor station,Vehicle movement,Procedure not followed,Driving,High,1,Emergency-access controls
NM_0447,Near Miss,"Near-miss observation: while performing Pump maintenance at Compressor station, the team found that Supervision absent. Work was stopped due to potential serious injury risk. The situation had credible potential for serious injury and was escalated immediately.","Near-miss observation: while performing Pump maintenance at Compressor station, the team found that Supervision absent. Work was stopped due to potential serious injury risk. The situation had credible potential for serious injury and was escalated immediately.",Compressor station,Pump maintenance,Supervision absent,Working at Height,High,1,Stored-energy controls
NM_0181,Near Miss,"A Supervision absent was identified during Crude transfer vehicle movement at Gas processing unit. Corrective action was taken on the spot. The condition was corrected during the routine inspection, with no exposure to hazardous energy.","A Supervision absent was identified during Crude transfer vehicle movement at Gas processing unit. Corrective action was taken on the spot. The condition was corrected during the routine inspection, with no exposure to hazardous energy.",Gas processing unit,Crude transfer vehicle movement,Supervision absent,Energy Isolation,Low,0,Wellsite fatality precursor
NM_0213,Near Miss,"Before/during Tank farm operations at Field office area, Simultaneous operations were not recorded in the permit briefing. Work was stopped temporarily and resumed after verification. Work was temporarily halted pending verification of the control measure.","Before/during Tank farm operations at Field office area, Simultaneous operations were not recorded in the permit briefing. Work was stopped temporarily and resumed after verification. Work was temporarily halted pending verification of the control measure.",Field office area,Tank farm operations,Simultaneous operations were not recorded in the permit briefing,Confined Space,Medium,0,Process fire precursor
NM_0525,Near Miss,"Near-miss observation: while performing Instrument calibration at Drilling rig, the team found that Fire watch missing. The situation had credible potential for serious injury. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.","Near-miss observation: while performing Instrument calibration at Drilling rig, the team found that Fire watch missing. The situation had credible potential for serious injury. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.",Drilling rig,Instrument calibration,Fire watch missing,Hot Work,High,1,Pressure-testing controls
NM_0161,Near Miss,"During routine checks at Field office area, Tool inspection missing was observed during Manual handling of tubulars. Work was paused briefly and the issue was resolved. No work stoppage was required as the risk was minimal.","During routine checks at Field office area, Tool inspection missing was observed during Manual handling of tubulars. Work was paused briefly and the issue was resolved. No work stoppage was required as the risk was minimal.",Field office area,Manual handling of tubulars,Tool inspection missing,Hot Work,Low,0,Journey-management controls
NM_0200,Near Miss,"Shift crew reported that during Pressure vessel testing in Field office area, Hands were placed near pinch points and no designated signaler was present. The team corrected it without delay. The condition was corrected during the routine inspection, with no exposure to hazardous energy.","Shift crew reported that during Pressure vessel testing in Field office area, Hands were placed near pinch points and no designated signaler was present. The team corrected it without delay. The condition was corrected during the routine inspection, with no exposure to hazardous energy.",Field office area,Pressure vessel testing,Hands were placed near pinch points and no designated signaler was present,Confined Space,Low,0,Vehicle-movement controls
NM_0028,Near Miss,"Before/during Pipe spool welding at Refinery unit, Permit missing. The area was corrected immediately. The observation was logged and addressed during the same shift.","Before/during Pipe spool welding at Refinery unit, Permit missing. The area was corrected immediately. The observation was logged and addressed during the same shift.",Refinery unit,Pipe spool welding,Permit missing,Hot Work,Low,0,Confined-space entry controls
NM_0197,Near Miss,"Shift crew reported that during Pump maintenance in Maintenance yard, Test manifold lacked verified restraint and pressure-release exclusion controls. The team corrected it without delay. The issue was minor and was rectified before it affected the task.","Shift crew reported that during Pump maintenance in Maintenance yard, Test manifold lacked verified restraint and pressure-release exclusion controls. The team corrected it without delay. The issue was minor and was rectified before it affected the task.",Maintenance yard,Pump maintenance,Test manifold lacked verified restraint and pressure-release exclusion controls,Bypassing Safety Controls,Low,0,Energy isolation incident
NM_0254,Near Miss,"Before/during Hydrostatic pressure test at Drilling rig, Permit missing. The supervisor reviewed and approved continuation after correction. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.","Before/during Hydrostatic pressure test at Drilling rig, Permit missing. The supervisor reviewed and approved continuation after correction. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.",Drilling rig,Hydrostatic pressure test,Permit missing,Work Authorization,Medium,0,Finger injury during handling
NM_0056,Near Miss,"During routine checks at Storage depot, Lift plan, tag lines, and barricaded drop zone were not available was observed during Pipe spool welding. The team corrected it without delay. The issue was minor and was rectified before it affected the task.","During routine checks at Storage depot, Lift plan, tag lines, and barricaded drop zone were not available was observed during Pipe spool welding. The team corrected it without delay. The issue was minor and was rectified before it affected the task.",Storage depot,Pipe spool welding,"Lift plan, tag lines, and barricaded drop zone were not available",Hot Work,Low,0,Permit-to-work controls
NM_0221,Near Miss,A Guard missing was identified during Housekeeping inspection at Offshore platform. Work was stopped temporarily and resumed after verification. The crew escalated the issue through the shift safety meeting and closed it before continuation.,A Guard missing was identified during Housekeeping inspection at Offshore platform. Work was stopped temporarily and resumed after verification. The crew escalated the issue through the shift safety meeting and closed it before continuation.,Offshore platform,Housekeeping inspection,Guard missing,None/Not Applicable,Medium,0,Stored-energy controls
NM_0605,Near Miss,"Near-miss observation: while performing Night driving to remote site at Drilling rig, the team found that Isolation not verified. All personnel were evacuated. Personnel were moved to a safe location and the event was treated as a high-potential near miss.","Near-miss observation: while performing Night driving to remote site at Drilling rig, the team found that Isolation not verified. All personnel were evacuated. Personnel were moved to a safe location and the event was treated as a high-potential near miss.",Drilling rig,Night driving to remote site,Isolation not verified,Energy Isolation,Critical,1,Stored-energy controls
NM_0262,Near Miss,"Before/during Excavation work at Refinery unit, Trip interlock was found bypassed during a production upset. Work was paused until the issue was addressed. Work was temporarily halted pending verification of the control measure.","Before/during Excavation work at Refinery unit, Trip interlock was found bypassed during a production upset. Work was paused until the issue was addressed. Work was temporarily halted pending verification of the control measure.",Refinery unit,Excavation work,Trip interlock was found bypassed during a production upset,Bypassing Safety Controls,Medium,0,Wellsite fatality precursor
NM_0345,Near Miss,"During Tank farm operations at Pipeline ROW, Electrical supply and process pressure isolation were not independently verified. The supervisor reviewed and approved continuation after correction. Work was temporarily halted pending verification of the control measure.","During Tank farm operations at Pipeline ROW, Electrical supply and process pressure isolation were not independently verified. The supervisor reviewed and approved continuation after correction. Work was temporarily halted pending verification of the control measure.",Pipeline ROW,Tank farm operations,Electrical supply and process pressure isolation were not independently verified,Confined Space,Medium,0,Furnace explosion precursor
NM_0006,Near Miss,"A Fall arrest missing was identified during Forklift pallet handling at Drilling rig. Corrective action was taken on the spot. The condition was corrected during the routine inspection, with no exposure to hazardous energy.","A Fall arrest missing was identified during Forklift pallet handling at Drilling rig. Corrective action was taken on the spot. The condition was corrected during the routine inspection, with no exposure to hazardous energy.",Drilling rig,Forklift pallet handling,Fall arrest missing,Safe Mechanical Lifting,Low,0,Emergency-access controls
NM_0362,Near Miss,"Inspection revealed Fire watch missing during Manual handling of tubulars at Pipeline ROW. The activity was delayed pending correction. No one was exposed, but the observation required a documented corrective action.","Inspection revealed Fire watch missing during Manual handling of tubulars at Pipeline ROW. The activity was delayed pending correction. No one was exposed, but the observation required a documented corrective action.",Pipeline ROW,Manual handling of tubulars,Fire watch missing,Hot Work,Medium,0,Maintenance fabrication fire
NM_0593,Near Miss,"During routine checks at Storage depot, No pre-entry gas test, attendant, rescue arrangement, or signed entry permit was observed during Valve maintenance. The activity was stopped as it could have resulted in serious harm. Work was halted due to high-risk exposure and corrective measures were implemented.","During routine checks at Storage depot, No pre-entry gas test, attendant, rescue arrangement, or signed entry permit was observed during Valve maintenance. The activity was stopped as it could have resulted in serious harm. Work was halted due to high-risk exposure and corrective measures were implemented.",Storage depot,Valve maintenance,"No pre-entry gas test, attendant, rescue arrangement, or signed entry permit",Confined Space,High,1,Work-at-height controls
NM_0307,Near Miss,"Before/during Manual handling of tubulars at Process plant, Warning sign missing. The supervisor reviewed and approved continuation after correction. No one was exposed, but the observation required a documented corrective action.","Before/during Manual handling of tubulars at Process plant, Warning sign missing. The supervisor reviewed and approved continuation after correction. No one was exposed, but the observation required a documented corrective action.",Process plant,Manual handling of tubulars,Warning sign missing,Confined Space,Medium,0,Line-of-fire controls
NM_0114,Near Miss,"During Hot work (welding/grinding) at Storage depot, Driver fatigue screening and journey-management check were incomplete. The team corrected it without delay. The observation was logged and addressed during the same shift.","During Hot work (welding/grinding) at Storage depot, Driver fatigue screening and journey-management check were incomplete. The team corrected it without delay. The observation was logged and addressed during the same shift.",Storage depot,Hot work (welding/grinding),Driver fatigue screening and journey-management check were incomplete,Hot Work,Low,0,Energy isolation incident
NM_0767,Near Miss,"Near-miss observation: while performing Tank farm operations at Field office area, the team found that Drain cover was open and combustible vapour testing was not documented. All personnel were evacuated. The condition presented immediate potentially fatal exposure; operations were stopped, the area was isolated, and emergency escalation began.","Near-miss observation: while performing Tank farm operations at Field office area, the team found that Drain cover was open and combustible vapour testing was not documented. All personnel were evacuated. The condition presented immediate potentially fatal exposure; operations were stopped, the area was isolated, and emergency escalation began.",Field office area,Tank farm operations,Drain cover was open and combustible vapour testing was not documented,Confined Space,Critical,1,Pressure-testing controls
NM_0672,Near Miss,"During routine checks at Drilling rig, Drain cover was open and combustible vapour testing was not documented was observed during Electrical maintenance. Multiple workers were at risk of serious injury or fatality. The situation had imminent potential for fatality and was escalated immediately.","During routine checks at Drilling rig, Drain cover was open and combustible vapour testing was not documented was observed during Electrical maintenance. Multiple workers were at risk of serious injury or fatality. The situation had imminent potential for fatality and was escalated immediately.",Drilling rig,Electrical maintenance,Drain cover was open and combustible vapour testing was not documented,Energy Isolation,Critical,1,Process fire precursor
NM_0620,Near Miss,"During routine checks at Gas processing unit, Fire watch missing was observed during Well intervention. All personnel were evacuated. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.","During routine checks at Gas processing unit, Fire watch missing was observed during Well intervention. All personnel were evacuated. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",Gas processing unit,Well intervention,Fire watch missing,Hot Work,Critical,1,Mechanical-lifting controls
NM_0264,Near Miss,"During routine checks at Field office area, Exclusion zone missing was observed during Emergency valve servicing. The supervisor reviewed and approved continuation after correction. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.","During routine checks at Field office area, Exclusion zone missing was observed during Emergency valve servicing. The supervisor reviewed and approved continuation after correction. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.",Field office area,Emergency valve servicing,Exclusion zone missing,Line of Fire,Medium,0,Process fire precursor
