python predict_v3.py
report_text,category,risk_level,sif_label,sif_binary,facility,department
"During a scheduled inspection, a worker performed welding with a valid hot-work permit and no electrical incident occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
"During routine maintenance, a worker entered a confined space with proper permit and atmosphere testing and no overturn or collision occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Construction Zone,Projects
"During planned shutdown work, a worker remained outside the exclusion zone while a load was suspended overhead in a designated safe area. and entry proceeded without injury. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Warehouse,Logistics
"During routine maintenance, a worker worked at height on an elevated platform without fall protection and the sleeve was caught, causing a severe arm injury. This created SIF potential.",Unsafe Act,High,SIF,1,Process Unit,Operations
"During normal production, a worker operated a forklift while not using the seatbelt and the forklift overturned with crush injuries. This created SIF potential.",Unsafe Act,High,SIF,1,Tank Farm,Operations
"During a night shift, a worker performed welding without clearing combustibles and the sleeve was caught, causing a severe arm injury. This created SIF potential.",Unsafe Act,High,SIF,1,Process Unit,Operations
"During routine maintenance, a worker performed welding with proper hot-work controls and the task was completed without incident. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Tank Farm,Operations
"While completing an urgent task, a worker reached into a moving machine bypassing lockout-tagout and the forklift overturned with crush injuries. This created SIF potential.",Unsafe Act,High,SIF,1,Warehouse,Logistics
"During a night shift, a worker stood directly below a suspended load entering the restricted area and collapsed from oxygen deficiency. This created SIF potential.",Unsafe Act,High,SIF,1,Electrical Substation,Electrical Maintenance
"During normal production, a worker reached into a moving machine without energy isolation resulting in an arc flash and severe burns. This created SIF potential.",Unsafe Act,High,SIF,1,Maintenance Workshop,Mechanical
"During a scheduled inspection, a worker entered a confined space after gas testing confirmed safe conditions and no electrical incident occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Tank Farm,Operations
"During a scheduled inspection, a worker reached into a moving machine bypassing lockout-tagout causing a flash fire and serious burns. This created SIF potential.",Unsafe Act,High,SIF,1,Maintenance Workshop,Mechanical
"During a scheduled inspection, a worker worked at height on an elevated platform with no harness attached and the load struck the worker, causing a crushed leg. This created SIF potential.",Unsafe Act,High,SIF,1,Construction Zone,Projects
"During a scheduled inspection, a worker stopped the machine, with proper LOTO and verified zero energy, and verified zero energy before work. and entry proceeded without injury. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Maintenance Workshop,Mechanical
"During a night shift, a worker entered a confined space with no permit or gas test causing a flash fire and serious burns. This created SIF potential.",Unsafe Act,High,SIF,1,Construction Zone,Projects
"During routine maintenance, a worker entered a confined space with no gas monitoring and collapsed from oxygen deficiency. This created SIF potential.",Unsafe Act,High,SIF,1,Warehouse,Logistics
"During normal production, a worker performed welding with proper hot-work controls and the task was completed without incident. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
"While completing an urgent task, a worker worked at height on an elevated platform with fall protection properly attached and no electrical incident occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Process Unit,Operations
"While completing an urgent task, a worker reached into a moving machine without applying lockout-tagout causing a flash fire and serious burns. This created SIF potential.",Unsafe Act,High,SIF,1,Tank Farm,Operations
"During normal production, a worker performed welding bypassing the hot-work permit causing a flash fire and serious burns. This created SIF potential.",Unsafe Act,High,SIF,1,Maintenance Workshop,Mechanical
"During routine maintenance, a worker stood directly below a suspended load ignoring the exclusion zone and collapsed from oxygen deficiency. This created SIF potential.",Unsafe Act,High,SIF,1,Maintenance Workshop,Mechanical
"During normal production, a worker entered a confined space after confirming safe oxygen levels and no contact with moving parts occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
"During routine maintenance, a worker opened an electrical panel without isolation resulting in an arc flash and severe burns. This created SIF potential.",Unsafe Act,High,SIF,1,Electrical Substation,Electrical Maintenance
"While completing an urgent task, a worker entered a confined space with proper permit and atmosphere testing and no fall occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Construction Zone,Projects
"During normal production, a worker performed welding with proper hot-work controls and no overturn or collision occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Maintenance Workshop,Mechanical
"During normal production, a worker operated a forklift wearing the seatbelt and entry proceeded without injury. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Warehouse,Logistics
"While completing an urgent task, a worker worked at height on an elevated platform without fall protection causing a flash fire and serious burns. This created SIF potential.",Unsafe Act,High,SIF,1,Process Unit,Operations
"During a night shift, a worker reached into a moving machine bypassing lockout-tagout and the machine started unexpectedly, crushing the hand. This created SIF potential.",Unsafe Act,High,SIF,1,Warehouse,Logistics
"During normal production, a worker operated a forklift with the seatbelt fastened and the lift was completed safely. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Maintenance Workshop,Mechanical
"During normal production, a worker opened an electrical panel after isolation and voltage verification and no fire occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Construction Zone,Projects
"While completing an urgent task, a worker entered a confined space with no permit or gas test and the sleeve was caught, causing a severe arm injury. This created SIF potential.",Unsafe Act,High,SIF,1,Tank Farm,Operations
"While completing an urgent task, a worker opened an electrical panel without de-energizing and the machine started unexpectedly, crushing the hand. This created SIF potential.",Unsafe Act,High,SIF,1,Construction Zone,Projects
"During planned shutdown work, a worker reached into a moving machine bypassing lockout-tagout and the sleeve was caught, causing a severe arm injury. This created SIF potential.",Unsafe Act,High,SIF,1,Maintenance Workshop,Mechanical
"During a scheduled inspection, a worker worked at height on an elevated platform with fall protection properly attached and no electrical incident occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Maintenance Workshop,Mechanical
"During planned shutdown work, a worker reached into a moving machine without energy isolation and the load struck the worker, causing a crushed leg. This created SIF potential.",Unsafe Act,High,SIF,1,Construction Zone,Projects
"During normal production, a worker operated a forklift with seatbelt properly worn and the task was completed without incident. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
"During planned shutdown work, a worker operated a forklift with seatbelt properly worn and no contact with moving parts occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Maintenance Workshop,Mechanical
"During normal production, a worker operated a forklift without wearing the seatbelt and fell, sustaining multiple fractures. This created SIF potential.",Unsafe Act,High,SIF,1,Warehouse,Logistics
"During normal production, a worker reached into a moving machine while the machine remained energized and the forklift overturned with crush injuries. This created SIF potential.",Unsafe Act,High,SIF,1,Electrical Substation,Electrical Maintenance
"During planned shutdown work, a worker worked at height on an elevated platform with an unconnected lanyard resulting in an arc flash and severe burns. This created SIF potential.",Unsafe Act,High,SIF,1,Electrical Substation,Electrical Maintenance
"During a scheduled inspection, a worker worked at height on an elevated platform with no harness attached and the forklift overturned with crush injuries. This created SIF potential.",Unsafe Act,High,SIF,1,Process Unit,Operations
"During normal production, a worker performed welding with proper hot-work controls and no fire occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Warehouse,Logistics
"During routine maintenance, a worker performed welding after clearing combustibles and posting a fire watch and no fire occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Tank Farm,Operations
"While completing an urgent task, a worker performed welding with proper hot-work controls and the task was completed without incident. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
High-pressure hose disconnection while worker holding it. Hose whipped and struck worker. Broken jaw and facial fractures. Pressure not relieved. Quick connect coupling failed. Worker not trained for pressure systems.,Unsafe Act,High,Non-SIF,0,Hydraulic System Area,Operations Mechanical
"During a scheduled inspection, a worker operated a forklift with seatbelt properly worn and no electrical incident occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Tank Farm,Operations
"While completing an urgent task, a worker entered a confined space with no gas monitoring and the sleeve was caught, causing a severe arm injury. This created SIF potential.",Unsafe Act,High,SIF,1,Tank Farm,Operations
"While completing an urgent task, a worker reached into a moving machine while the machine remained energized and the load struck the worker, causing a crushed leg. This created SIF potential.",Unsafe Act,High,SIF,1,Tank Farm,Operations
"During a scheduled inspection, a worker reached into a moving machine without applying lockout-tagout and fell, sustaining multiple fractures. This created SIF potential.",Unsafe Act,High,SIF,1,Tank Farm,Operations
"During a night shift, a worker entered a confined space after confirming safe oxygen levels and entry proceeded without injury. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Construction Zone,Projects
"During a scheduled inspection, a worker entered a confined space with no permit or gas test and fell, sustaining multiple fractures. This created SIF potential.",Unsafe Act,High,SIF,1,Process Unit,Operations
Crane operator distracted by phone call while lifting heavy load. Load swung and struck nearby worker. Operator had one hand off controls to answer call. Worker sustained shoulder injury. Load within capacity but swing caused instability.,Unsafe Act,Medium,Non-SIF,0,Construction Site Loading Bay,Rigging Projects
"During a scheduled inspection, a worker stood directly below a suspended load beneath the load in the restricted area and collapsed from oxygen deficiency. This created SIF potential.",Unsafe Act,High,SIF,1,Warehouse,Logistics
"During a scheduled inspection, a worker inspected rotating equipment with guards installed and secured and no fall occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Maintenance Workshop,Mechanical
"During normal production, a worker operated a forklift without wearing the seatbelt and the sleeve was caught, causing a severe arm injury. This created SIF potential.",Unsafe Act,High,SIF,1,Process Unit,Operations
"While completing an urgent task, a worker inspected rotating equipment with machine guard bypassed and collapsed from oxygen deficiency. This created SIF potential.",Unsafe Act,High,SIF,1,Electrical Substation,Electrical Maintenance
"During a night shift, a worker entered a confined space without testing the atmosphere and the machine started unexpectedly, crushing the hand. This created SIF potential.",Unsafe Act,High,SIF,1,Process Unit,Operations
"During normal production, a worker stopped the machine, after isolating and locking out energy, and verified zero energy before work. and no electrical incident occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Construction Zone,Projects
"During a night shift, a worker reached into a moving machine while the machine remained energized and collapsed from oxygen deficiency. This created SIF potential.",Unsafe Act,High,SIF,1,Construction Zone,Projects
"While completing an urgent task, a worker remained outside the exclusion zone while a load was suspended overhead outside the exclusion zone. and the lift was completed safely. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Tank Farm,Operations
"While completing an urgent task, a worker inspected rotating equipment with guards removed and fell, sustaining multiple fractures. This created SIF potential.",Unsafe Act,High,SIF,1,Warehouse,Logistics
"During planned shutdown work, a worker inspected rotating equipment after ensuring guards were installed and no overturn or collision occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Tank Farm,Operations
"During routine maintenance, a worker inspected rotating equipment bypassing the machine guard causing a flash fire and serious burns. This created SIF potential.",Unsafe Act,High,SIF,1,Electrical Substation,Electrical Maintenance
"While completing an urgent task, a worker inspected rotating equipment with guards removed and the load struck the worker, causing a crushed leg. This created SIF potential.",Unsafe Act,High,SIF,1,Tank Farm,Operations
"During planned shutdown work, a worker entered a confined space after gas testing confirmed safe conditions and the lift was completed safely. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Warehouse,Logistics
"While completing an urgent task, a worker reached into a moving machine while the machine remained energized and the sleeve was caught, causing a severe arm injury. This created SIF potential.",Unsafe Act,High,SIF,1,Electrical Substation,Electrical Maintenance
Worker using saw without guard - kickback occurred. Deep laceration to arm. Guard removed for better visibility. Saw blade bound causing kickback. Worker had years of experience - complacent. Required stitches and surgery.,Unsafe Act,Medium,Non-SIF,0,Carpentry Workshop,Maintenance Mechanical
"During a night shift, a worker reached into a moving machine with LOTO not applied causing a flash fire and serious burns. This created SIF potential.",Unsafe Act,High,SIF,1,Electrical Substation,Electrical Maintenance
"During routine maintenance, a worker opened an electrical panel with verified zero energy state and no contact with moving parts occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Maintenance Workshop,Mechanical
"While completing an urgent task, a worker performed welding without a hot-work permit and the machine started unexpectedly, crushing the hand. This created SIF potential.",Unsafe Act,High,SIF,1,Construction Zone,Projects
"During normal production, a worker opened an electrical panel after isolation and voltage verification and no overturn or collision occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Construction Zone,Projects
"During a scheduled inspection, a worker stopped the machine, lockout-tagout was applied, and verified zero energy before work. and no contact with moving parts occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Warehouse,Logistics
"While completing an urgent task, a worker entered a confined space with proper permit and atmosphere testing and no electrical incident occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Process Unit,Operations
"During normal production, a worker entered a confined space with a valid confined-space permit and continuous monitoring and no overturn or collision occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Warehouse,Logistics
"During planned shutdown work, a worker inspected rotating equipment with machine guards properly installed and entry proceeded without injury. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Construction Zone,Projects
"While completing an urgent task, a worker opened an electrical panel without de-energizing and collapsed from oxygen deficiency. This created SIF potential.",Unsafe Act,High,SIF,1,Construction Zone,Projects
"During a night shift, a worker entered a confined space with a valid confined-space permit and continuous monitoring and no electrical incident occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Warehouse,Logistics
"While completing an urgent task, a worker performed welding with proper hot-work controls and no contact with moving parts occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Construction Zone,Projects
"During a scheduled inspection, a worker worked at height on an elevated platform without fall protection and fell, sustaining multiple fractures. This created SIF potential.",Unsafe Act,High,SIF,1,Process Unit,Operations
"During a night shift, a worker inspected rotating equipment with all guards in place and entry proceeded without injury. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
"While completing an urgent task, a worker inspected rotating equipment bypassing the machine guard and collapsed from oxygen deficiency. This created SIF potential.",Unsafe Act,High,SIF,1,Warehouse,Logistics
Worker fell asleep at control panel during night shift. Process upset occurred. Alarms not responded to. Shift worker had worked 16 hours straight. No rest break taken. Fatigue management violation.,Unsafe Act,Medium,Non-SIF,0,Central Control Room,Operations
"During a night shift, a worker reached into a moving machine without applying lockout-tagout resulting in an arc flash and severe burns. This created SIF potential.",Unsafe Act,High,SIF,1,Tank Farm,Operations
Boiler operation at unsafe pressure. Worker bypassed safety interlock. Boiler exploded during shift. Two workers killed. Multiple burns and injuries. Interlock bypass common practice to save time. Unauthorized modification.,Unsafe Act,High,SIF,1,Boiler House,Operations Mechanical
"During a scheduled inspection, a worker performed welding with valid permit and combustibles cleared and no overturn or collision occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Maintenance Workshop,Mechanical
"During a night shift, a worker operated a forklift wearing the seatbelt and no electrical incident occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Construction Zone,Projects
"During a night shift, a worker performed welding with valid permit and combustibles cleared and no electrical incident occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Tank Farm,Operations
"During a night shift, a worker reached into a moving machine without energy isolation and the forklift overturned with crush injuries. This created SIF potential.",Unsafe Act,High,SIF,1,Maintenance Workshop,Mechanical
"During normal production, a worker inspected rotating equipment after ensuring guards were installed and no fire occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Construction Zone,Projects
"During planned shutdown work, a worker stopped the machine, lockout-tagout was applied, and verified zero energy before work. and no electrical incident occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Warehouse,Logistics
"During a scheduled inspection, a worker opened an electrical panel without verifying zero voltage and the load struck the worker, causing a crushed leg. This created SIF potential.",Unsafe Act,High,SIF,1,Maintenance Workshop,Mechanical
"During normal production, a worker opened an electrical panel with proper electrical isolation and the task was completed without incident. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Process Unit,Operations
"During a scheduled inspection, a worker stopped the machine, energy sources were isolated and locked out, and verified zero energy before work. and the lift was completed safely. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Maintenance Workshop,Mechanical
"During routine maintenance, a worker performed welding with a valid hot-work permit and no electrical incident occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Construction Zone,Projects
"While completing an urgent task, a worker remained outside the exclusion zone while a load was suspended overhead clear of the restricted area. and no electrical incident occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Construction Zone,Projects
"During a scheduled inspection, a worker operated a forklift using the seatbelt as required and no fire occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Maintenance Workshop,Mechanical
"During a night shift, a worker worked at height on an elevated platform with a harness and connected lanyard and no fire occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Process Unit,Operations
"During normal production, a worker stopped the machine, zero energy was verified, and verified zero energy before work. and entry proceeded without injury. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Tank Farm,Operations
"During a night shift, a worker remained outside the exclusion zone while a load was suspended overhead clear of the restricted area. and no contact with moving parts occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
"During normal production, a worker inspected rotating equipment with all guards in place and no contact with moving parts occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
"During routine maintenance, a worker worked at height on an elevated platform wearing proper fall arrest equipment and no overturn or collision occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Process Unit,Operations
"During normal production, a worker performed welding with permit and fire prevention measures and no contact with moving parts occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Warehouse,Logistics
"During a night shift, a worker remained outside the exclusion zone while a load was suspended overhead outside the exclusion zone. and no contact with moving parts occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Maintenance Workshop,Mechanical
"During normal production, a worker performed welding without clearing combustibles and the load struck the worker, causing a crushed leg. This created SIF potential.",Unsafe Act,High,SIF,1,Electrical Substation,Electrical Maintenance
"During planned shutdown work, a worker reached into a moving machine bypassing lockout-tagout and collapsed from oxygen deficiency. This created SIF potential.",Unsafe Act,High,SIF,1,Tank Farm,Operations
"During normal production, a worker performed welding without a hot-work permit and collapsed from oxygen deficiency. This created SIF potential.",Unsafe Act,High,SIF,1,Process Unit,Operations
"While completing an urgent task, a worker operated a forklift wearing the seatbelt and the lift was completed safely. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Process Unit,Operations
"During routine maintenance, a worker entered a confined space with proper permit and atmosphere testing and the lift was completed safely. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Warehouse,Logistics
"During planned shutdown work, a worker stopped the machine, after isolating and locking out energy, and verified zero energy before work. and no overturn or collision occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Construction Zone,Projects
"During planned shutdown work, a worker operated a forklift with seatbelt in use and no fall occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Maintenance Workshop,Mechanical
"While completing an urgent task, a worker stood directly below a suspended load entering the restricted area and fell, sustaining multiple fractures. This created SIF potential.",Unsafe Act,High,SIF,1,Tank Farm,Operations
"During a night shift, a worker opened an electrical panel without isolation and the machine started unexpectedly, crushing the hand. This created SIF potential.",Unsafe Act,High,SIF,1,Maintenance Workshop,Mechanical
"During a night shift, a worker opened an electrical panel with verified zero energy state and no overturn or collision occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Process Unit,Operations
"During a night shift, a worker worked at height on an elevated platform with a full-body harness and anchored lanyard and no overturn or collision occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Tank Farm,Operations
"While completing an urgent task, a worker operated a forklift with no seatbelt and collapsed from oxygen deficiency. This created SIF potential.",Unsafe Act,High,SIF,1,Electrical Substation,Electrical Maintenance
"During routine maintenance, a worker opened an electrical panel while energized resulting in an arc flash and severe burns. This created SIF potential.",Unsafe Act,High,SIF,1,Process Unit,Operations
"During planned shutdown work, a worker performed welding with no hot-work controls and the sleeve was caught, causing a severe arm injury. This created SIF potential.",Unsafe Act,High,SIF,1,Process Unit,Operations
"While completing an urgent task, a worker entered a confined space after gas testing confirmed safe conditions and no fire occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Tank Farm,Operations
"During planned shutdown work, a worker operated a forklift without wearing the seatbelt and the load struck the worker, causing a crushed leg. This created SIF potential.",Unsafe Act,High,SIF,1,Process Unit,Operations
"During a scheduled inspection, a worker worked at height on an elevated platform without fall protection and the forklift overturned with crush injuries. This created SIF potential.",Unsafe Act,High,SIF,1,Construction Zone,Projects
"During a night shift, a worker entered a confined space with no permit or gas test and fell, sustaining multiple fractures. This created SIF potential.",Unsafe Act,High,SIF,1,Tank Farm,Operations
"While completing an urgent task, a worker entered a confined space after gas testing confirmed safe conditions and entry proceeded without injury. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Tank Farm,Operations
"During normal production, a worker reached into a moving machine without applying lockout-tagout and the sleeve was caught, causing a severe arm injury. This created SIF potential.",Unsafe Act,High,SIF,1,Tank Farm,Operations
"During normal production, a worker stopped the machine, after isolating and locking out energy, and verified zero energy before work. and no contact with moving parts occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Warehouse,Logistics
"During a scheduled inspection, a worker worked at height on an elevated platform without wearing a harness and the forklift overturned with crush injuries. This created SIF potential.",Unsafe Act,High,SIF,1,Electrical Substation,Electrical Maintenance
"During planned shutdown work, a worker worked at height on an elevated platform with an unconnected lanyard and fell, sustaining multiple fractures. This created SIF potential.",Unsafe Act,High,SIF,1,Construction Zone,Projects
"During a night shift, a worker inspected rotating equipment after ensuring guards were installed and no overturn or collision occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
"During a night shift, a worker operated a forklift using the seatbelt as required and the task was completed without incident. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Tank Farm,Operations
"During planned shutdown work, a worker entered a confined space without a confined-space permit and fell, sustaining multiple fractures. This created SIF potential.",Unsafe Act,High,SIF,1,Tank Farm,Operations
"During planned shutdown work, a worker operated a forklift with the seatbelt fastened and the task was completed without incident. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Process Unit,Operations
"During normal production, a worker operated a forklift with seatbelt not worn resulting in an arc flash and severe burns. This created SIF potential.",Unsafe Act,High,SIF,1,Construction Zone,Projects
"During a night shift, a worker inspected rotating equipment bypassing the machine guard and the machine started unexpectedly, crushing the hand. This created SIF potential.",Unsafe Act,High,SIF,1,Construction Zone,Projects
"During routine maintenance, a worker entered a confined space without testing the atmosphere and the forklift overturned with crush injuries. This created SIF potential.",Unsafe Act,High,SIF,1,Maintenance Workshop,Mechanical
"During planned shutdown work, a worker inspected rotating equipment with all guards in place and no contact with moving parts occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Construction Zone,Projects
"During planned shutdown work, a worker inspected rotating equipment with the guard removed and the load struck the worker, causing a crushed leg. This created SIF potential.",Unsafe Act,High,SIF,1,Warehouse,Logistics
"During routine maintenance, a worker entered a confined space after confirming safe oxygen levels and entry proceeded without injury. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
Forklift forks raised while driving. Load obscured view. Struck overhead pipe causing rupture. High-pressure fluid sprayed. Operator and two workers injured. Forks should have been lowered for transport.,Unsafe Act,High,SIF,1,Material Handling Area,Logistics
"During a night shift, a worker operated a forklift while not using the seatbelt causing a flash fire and serious burns. This created SIF potential.",Unsafe Act,High,SIF,1,Construction Zone,Projects
"During a night shift, a worker reached into a moving machine bypassing lockout-tagout and the forklift overturned with crush injuries. This created SIF potential.",Unsafe Act,High,SIF,1,Electrical Substation,Electrical Maintenance
"During routine maintenance, a worker stopped the machine, zero energy was verified, and verified zero energy before work. and no electrical incident occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Tank Farm,Operations
"During routine maintenance, a worker operated a forklift with seatbelt not worn and fell, sustaining multiple fractures. This created SIF potential.",Unsafe Act,High,SIF,1,Warehouse,Logistics
"During normal production, a worker operated a forklift with seatbelt in use and no contact with moving parts occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Tank Farm,Operations
"During a night shift, a worker operated a forklift while not using the seatbelt and the load struck the worker, causing a crushed leg. This created SIF potential.",Unsafe Act,High,SIF,1,Construction Zone,Projects
"During planned shutdown work, a worker remained outside the exclusion zone while a load was suspended overhead in a designated safe area. and no fall occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Warehouse,Logistics
"While completing an urgent task, a worker entered a confined space after gas testing confirmed safe conditions and the task was completed without incident. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Process Unit,Operations
"While completing an urgent task, a worker performed welding after clearing combustibles and posting a fire watch and no fall occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Tank Farm,Operations
"During a night shift, a worker inspected rotating equipment with guards removed and the machine started unexpectedly, crushing the hand. This created SIF potential.",Unsafe Act,High,SIF,1,Tank Farm,Operations
"During routine maintenance, a worker stopped the machine, energy sources were isolated and locked out, and verified zero energy before work. and no contact with moving parts occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Process Unit,Operations
"During a night shift, a worker worked at height on an elevated platform wearing proper fall arrest equipment and entry proceeded without injury. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
"While completing an urgent task, a worker opened an electrical panel without verifying zero voltage and the forklift overturned with crush injuries. This created SIF potential.",Unsafe Act,High,SIF,1,Tank Farm,Operations
"During routine maintenance, a worker opened an electrical panel after de-energizing and verifying zero voltage and no electrical incident occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Maintenance Workshop,Mechanical
"During planned shutdown work, a worker inspected rotating equipment after ensuring guards were installed and no contact with moving parts occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Process Unit,Operations
"During normal production, a worker operated a forklift without seatbelt fastened and the forklift overturned with crush injuries. This created SIF potential.",Unsafe Act,High,SIF,1,Process Unit,Operations
"While completing an urgent task, a worker inspected rotating equipment with machine guard bypassed and the machine started unexpectedly, crushing the hand. This created SIF potential.",Unsafe Act,High,SIF,1,Warehouse,Logistics
"While completing an urgent task, a worker opened an electrical panel after isolation and voltage verification and no contact with moving parts occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Construction Zone,Projects
"During a night shift, a worker stood directly below a suspended load ignoring the exclusion zone and collapsed from oxygen deficiency. This created SIF potential.",Unsafe Act,High,SIF,1,Construction Zone,Projects
"While completing an urgent task, a worker performed welding without permit or fire precautions causing a flash fire and serious burns. This created SIF potential.",Unsafe Act,High,SIF,1,Construction Zone,Projects
"During planned shutdown work, a worker entered a confined space without a confined-space permit and the load struck the worker, causing a crushed leg. This created SIF potential.",Unsafe Act,High,SIF,1,Process Unit,Operations
"During planned shutdown work, a worker worked at height on an elevated platform and no fall arrest was used and the load struck the worker, causing a crushed leg. This created SIF potential.",Unsafe Act,High,SIF,1,Maintenance Workshop,Mechanical
"During a scheduled inspection, a worker entered a confined space with no gas monitoring resulting in an arc flash and severe burns. This created SIF potential.",Unsafe Act,High,SIF,1,Process Unit,Operations
"During planned shutdown work, a worker operated a forklift without wearing the seatbelt causing a flash fire and serious burns. This created SIF potential.",Unsafe Act,High,SIF,1,Maintenance Workshop,Mechanical
"During planned shutdown work, a worker performed welding without a hot-work permit and fell, sustaining multiple fractures. This created SIF potential.",Unsafe Act,High,SIF,1,Tank Farm,Operations
"During routine maintenance, a worker stopped the machine, zero energy was verified, and verified zero energy before work. and the lift was completed safely. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Warehouse,Logistics
"During a scheduled inspection, a worker operated a forklift with no seatbelt and the load struck the worker, causing a crushed leg. This created SIF potential.",Unsafe Act,High,SIF,1,Warehouse,Logistics
"During a night shift, a worker entered a confined space with no gas monitoring causing a flash fire and serious burns. This created SIF potential.",Unsafe Act,High,SIF,1,Construction Zone,Projects
"During a scheduled inspection, a worker entered a confined space with a valid confined-space permit and continuous monitoring and the task was completed without incident. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Construction Zone,Projects
"While completing an urgent task, a worker remained outside the exclusion zone while a load was suspended overhead behind the barricade. and no fire occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Maintenance Workshop,Mechanical
