report_id,site,activity,description_raw,sif_probability,binary_sif,priority
NM_0307,Process plant,Manual handling of tubulars,"Before/during Manual handling of tubulars at Process plant, Warning sign missing. The supervisor reviewed and approved continuation after correction. No one was exposed, but the observation required a documented corrective action.",0.0044841277,0,Low
NM_0114,Storage depot,Hot work (welding/grinding),"During Hot work (welding/grinding) at Storage depot, Driver fatigue screening and journey-management check were incomplete. The team corrected it without delay. The observation was logged and addressed during the same shift.",0.0033450872,0,Low
NM_0767,Field office area,Tank farm operations,"Near-miss observation: while performing Tank farm operations at Field office area, the team found that Drain cover was open and combustible vapour testing was not documented. All personnel were evacuated. The condition presented immediate potentially fatal exposure; operations were stopped, the area was isolated, and emergency escalation began.",0.87361395,1,Critical
NM_0672,Drilling rig,Electrical maintenance,"During routine checks at Drilling rig, Drain cover was open and combustible vapour testing was not documented was observed during Electrical maintenance. Multiple workers were at risk of serious injury or fatality. The situation had imminent potential for fatality and was escalated immediately.",0.97976,1,Critical
NM_0620,Gas processing unit,Well intervention,"During routine checks at Gas processing unit, Fire watch missing was observed during Well intervention. All personnel were evacuated. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",0.13454643,0,Low
NM_0264,Field office area,Emergency valve servicing,"During routine checks at Field office area, Exclusion zone missing was observed during Emergency valve servicing. The supervisor reviewed and approved continuation after correction. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.",0.004176306,0,Low
NM_0737,Field office area,Grinding near drain,"During routine checks at Field office area, Lift plan, tag lines, and barricaded drop zone were not available was observed during Grinding near drain. Multiple workers were at risk of serious injury or fatality. The situation had imminent potential for fatality and was escalated immediately.",0.94329494,1,Critical
NM_0418,Gas processing unit,Emergency valve servicing,A Gas test missing was identified during Emergency valve servicing at Gas processing unit. Critical control failure was corrected before resuming work. The situation had credible potential for serious injury and was escalated immediately.,0.063544095,0,Low
NM_0157,Wellsite,Electrical maintenance,"Inspection revealed Lift plan, tag lines, and barricaded drop zone were not available during Electrical maintenance at Wellsite. The area was corrected immediately. No work stoppage was required as the risk was minimal.",0.01218264,0,Low
NM_0751,Maintenance yard,Pipeline inspection,"Near-miss observation: while performing Pipeline inspection at Maintenance yard, the team found that Permit missing. Actual exposure to hazardous conditions occurred. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",0.9859023,1,Critical
NM_0265,Storage depot,Reversing vehicle operations,"During routine checks at Storage depot, Trip interlock was found bypassed during a production upset was observed during Reversing vehicle operations. Work was stopped temporarily and resumed after verification. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.",0.019989004,0,Low
NM_0045,Field office area,Valve maintenance,"Near-miss observation: while performing Valve maintenance at Field office area, the team found that Fall arrest missing. Corrective action was taken on the spot. The team recorded the observation and completed immediate housekeeping correction.",0.003176401,0,Low
NM_0649,Field office area,Process unit startup/shutdown,"Shift crew reported that during Process unit startup/shutdown in Field office area, Damaged pallet and unstable load were being raised without a spotter. Multiple workers were at risk of serious injury or fatality. Personnel were moved to a safe location and the event was treated as a high-potential near miss.",0.9611855,1,Critical
NM_0478,Storage tank,Pressure vessel testing,"Shift crew reported that during Pressure vessel testing in Storage tank, Excavation edge was not barricaded and underground utility mark-out was incomplete. Critical control failure was corrected before resuming work. The situation had credible potential for serious injury and was escalated immediately.",0.9507544,1,Critical
NM_0139,Truck loading bay,Scaffolding work,"During routine checks at Truck loading bay, Scaffold was altered without inspection tag and toe boards were missing was observed during Scaffolding work. Corrective action was taken on the spot. The team recorded the observation and completed immediate housekeeping correction.",0.0026024783,0,Low
NM_0369,Compressor station,Pipe spool welding,"Before/during Pipe spool welding at Compressor station, Trip interlock was found bypassed during a production upset. The supervisor reviewed and approved continuation after correction. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.",0.019326285,0,Low
NM_0153,LPG bottling plant,Vehicle movement,"Near-miss observation: while performing Vehicle movement at LPG bottling plant, the team found that Isolation not verified. Work was paused briefly and the issue was resolved. The observation was logged and addressed during the same shift.",0.030665644,0,Low
NM_0735,Tank farm,Lifting and rigging,"During Lifting and rigging at Tank farm, Gas testing was overdue and no dedicated fire watch was assigned. Multiple workers were at risk of serious injury or fatality. All personnel were evacuated and the area was secured pending full investigation.",0.9465994,1,Critical
NM_0368,LPG bottling plant,Valve maintenance,"During Valve maintenance at LPG bottling plant, Open edge protection and full-body harness anchorage were unavailable. Work was paused until the issue was addressed. The supervisor reviewed the situation and approved continuation after correction.",0.019072914,0,Low
NM_0044,Refinery unit,Well intervention,"A Gas testing was overdue and no dedicated fire watch was assigned was identified during Well intervention at Refinery unit. Work was paused briefly and the issue was resolved. The condition was corrected during the routine inspection, with no exposure to hazardous energy.",0.017714282,0,Low
NM_0419,Refinery unit,Well intervention,"During routine checks at Refinery unit, Guard missing was observed during Well intervention. The activity was stopped as it could have resulted in serious harm. Personnel were close to hazardous energy exposure, so the area was secured pending investigation.",0.82006395,1,Critical
NM_0374,Compressor station,Hydrostatic pressure test,A Scaffold was altered without inspection tag and toe boards were missing was identified during Hydrostatic pressure test at Compressor station. The supervisor reviewed and approved continuation after correction. Work was temporarily halted pending verification of the control measure.,0.004999022,0,Low
NM_0542,Maintenance yard,Scaffolding work,"During routine checks at Maintenance yard, Line was not depressurised and workers were positioned in the potential release path was observed during Scaffolding work. Critical control failure was corrected before resuming work. The situation had credible potential for serious injury and was escalated immediately.",0.077675715,0,Low
NM_0339,Wellsite,Internal tank inspection,"Shift crew reported that during Internal tank inspection in Wellsite, Fall arrest missing. Work was paused until the issue was addressed. The crew escalated the issue through the shift safety meeting and closed it before continuation.",0.012672047,0,Low
NM_0742,Field office area,Drilling operations,"Before/during Drilling operations at Field office area, Pneumatic energy isolation was not locked and residual pressure remained in the line. All personnel were evacuated. All personnel were evacuated and the area was secured pending full investigation.",0.10268698,0,Low
NM_0119,Truck loading bay,Process unit startup/shutdown,"Shift crew reported that during Process unit startup/shutdown in Truck loading bay, Warning sign missing. The team corrected it without delay. The issue was minor and was rectified before it affected the task.",0.023302713,0,Low
NM_0544,Pipeline ROW,Breaking a pressurised flange,"Before/during Breaking a pressurised flange at Pipeline ROW, Reversing was attempted without a banksman and pedestrian segregation. Work was stopped due to potential serious injury risk. The situation had credible potential for serious injury and was escalated immediately.",0.95308334,1,Critical
NM_0508,LPG bottling plant,Sampling and testing,"Inspection revealed Test manifold lacked verified restraint and pressure-release exclusion controls during Sampling and testing at LPG bottling plant. Critical control failure was corrected before resuming work. Personnel were close to hazardous energy exposure, so the area was secured pending investigation.",0.929733,1,Critical
NM_0519,Pipeline ROW,Well intervention,"During routine checks at Pipeline ROW, Tool inspection missing was observed during Well intervention. Work was stopped due to potential serious injury risk. Work was halted due to high-risk exposure and corrective measures were implemented.",0.038664076,0,Low
NM_0326,Offshore platform,Compressor troubleshooting,"Near-miss observation: while performing Compressor troubleshooting at Offshore platform, the team found that Reversing was attempted without a banksman and pedestrian segregation. Work was stopped temporarily and resumed after verification. The crew escalated the issue through the shift safety meeting and closed it before continuation.",0.045649208,0,Low
NM_0598,Compressor station,Chemical sampling,Inspection revealed Permit missing during Chemical sampling at Compressor station. Critical control failure was corrected before resuming work. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.,0.975343,1,Critical
NM_0527,Drilling rig,Pipeline inspection,"Before/during Pipeline inspection at Drilling rig, Emergency access route was partly obstructed by temporary materials. Work was stopped due to potential serious injury risk. Work was halted due to high-risk exposure and corrective measures were implemented.",0.9879409,1,Critical
NM_0647,Truck loading bay,Drilling operations,"Before/during Drilling operations at Truck loading bay, Fall arrest missing. All personnel were evacuated. Personnel were moved to a safe location and the event was treated as a high-potential near miss.",0.9754471,1,Critical
NM_0745,Truck loading bay,Reversing vehicle operations,"During Reversing vehicle operations at Truck loading bay, Fire watch missing. Work was stopped urgently and emergency response was initiated. All personnel were evacuated and the area was secured pending full investigation.",0.9781543,1,Critical
NM_0108,Storage depot,Forklift pallet handling,"Near-miss observation: while performing Forklift pallet handling at Storage depot, the team found that Scaffold was altered without inspection tag and toe boards were missing. Work was paused briefly and the issue was resolved. The observation was logged and addressed during the same shift.",0.0011957245,0,Low
NM_0413,Truck loading bay,Loading/unloading operations,"Before/during Loading/unloading operations at Truck loading bay, Isolation not verified. Critical control failure was corrected before resuming work. A supervisor issued a stop-work intervention and required a formal control verification.",0.9423327,1,Critical
NM_0065,Maintenance yard,Loading/unloading operations,"Before/during Loading/unloading operations at Maintenance yard, Procedure not followed. The team corrected it without delay. The issue was minor and was rectified before it affected the task.",0.004121431,0,Low
NM_0353,Drilling rig,Lifting valve actuator,"Shift crew reported that during Lifting valve actuator in Drilling rig, Simultaneous operations were not recorded in the permit briefing. Work was stopped temporarily and resumed after verification. The supervisor reviewed the situation and approved continuation after correction.",0.01214816,0,Low
NM_0214,Gas processing unit,Equipment maintenance,"Near-miss observation: while performing Equipment maintenance at Gas processing unit, the team found that Tool inspection missing. The job proceeded only after corrective measures. Work was temporarily halted pending verification of the control measure.",0.00885304,0,Low
NM_0675,Process plant,Pipe spool welding,"Near-miss observation: while performing Pipe spool welding at Process plant, the team found that Permit missing. The situation had imminent potential for fatality and was escalated immediately. All personnel were evacuated and the area was secured pending full investigation.",0.9420564,1,Critical
NM_0048,Field office area,Housekeeping inspection,A Gas testing was overdue and no dedicated fire watch was assigned was identified during Housekeeping inspection at Field office area. Corrective action was taken on the spot. No work stoppage was required as the risk was minimal.,0.019816635,0,Low
NM_0351,Maintenance yard,Pressure vessel testing,A Lockout-tagout missing was identified during Pressure vessel testing at Maintenance yard. The activity was delayed pending correction. The supervisor reviewed the situation and approved continuation after correction.,0.0033792467,0,Low
NM_0689,Storage depot,Chemical sampling,"Near-miss observation: while performing Chemical sampling at Storage depot, the team found that Electrical supply and process pressure isolation were not independently verified. Work was stopped urgently and emergency response was initiated. Personnel were moved to a safe location and the event was treated as a high-potential near miss.",0.9505951,1,Critical
NM_0218,Truck loading bay,Valve maintenance,"Shift crew reported that during Valve maintenance in Truck loading bay, Warning sign missing. The job proceeded only after corrective measures. The crew escalated the issue through the shift safety meeting and closed it before continuation.",0.009141765,0,Low
NM_0630,LPG bottling plant,LPG bottling operations,"Near-miss observation: while performing LPG bottling operations at LPG bottling plant, the team found that Training inadequate. The situation had imminent potential for fatality and was escalated immediately. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",0.9173907,1,Critical
NM_0380,Gas processing unit,Loading/unloading operations,"Before/during Loading/unloading operations at Gas processing unit, Excavation edge was not barricaded and underground utility mark-out was incomplete. Work was paused until the issue was addressed. Work was temporarily halted pending verification of the control measure.",0.013583013,0,Low
NM_0588,LPG bottling plant,Well intervention,A Open edge protection and full-body harness anchorage were unavailable was identified during Well intervention at LPG bottling plant. The job was halted due to high-risk exposure. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.,0.96314305,1,Critical
NM_0392,Process plant,Sampling and testing,"Near-miss observation: while performing Sampling and testing at Process plant, the team found that Procedure not followed. The activity was delayed pending correction. The crew escalated the issue through the shift safety meeting and closed it before continuation.",0.0010946023,0,Low
NM_0450,Tank farm,Hydrostatic pressure test,"During Hydrostatic pressure test at Tank farm, Work scope had changed but the permit and job safety analysis were not revalidated. Work was stopped due to potential serious injury risk. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.",0.053229235,0,Low
NM_0759,Wellsite,Forklift pallet handling,Inspection revealed Gas testing was overdue and no dedicated fire watch was assigned during Forklift pallet handling at Wellsite. All personnel were evacuated. The situation had imminent potential for fatality and was escalated immediately.,0.42277038,0,Medium
NM_0727,Refinery unit,Pump maintenance,"Before/during Pump maintenance at Refinery unit, Tool inspection missing. Multiple workers were at risk of serious injury or fatality. Personnel were moved to a safe location and the event was treated as a high-potential near miss.",0.9443976,1,Critical
NM_0670,Storage depot,Vehicle movement,A Emergency response delayed was identified during Vehicle movement at Storage depot. Work was stopped urgently and emergency response was initiated. All personnel were evacuated and the area was secured pending full investigation.,0.93889815,1,Critical
NM_0358,Process plant,Crude transfer vehicle movement,"Shift crew reported that during Crude transfer vehicle movement in Process plant, Scaffold was altered without inspection tag and toe boards were missing. Work was stopped temporarily and resumed after verification. No one was exposed, but the observation required a documented corrective action.",0.004092133,0,Low
NM_0146,Compressor station,Pipe spool welding,"During routine checks at Compressor station, Excavation edge was not barricaded and underground utility mark-out was incomplete was observed during Pipe spool welding. No work stoppage was required. The condition was corrected during the routine inspection, with no exposure to hazardous energy.",0.03889935,0,Low
NM_0303,Gas processing unit,Breaking a pressurised flange,A Procedure not followed was identified during Breaking a pressurised flange at Gas processing unit. The activity was delayed pending correction. Work was temporarily halted pending verification of the control measure.,0.024041416,0,Low
NM_0637,Process plant,Loading/unloading operations,"Near-miss observation: while performing Loading/unloading operations at Process plant, the team found that Emergency response delayed. Work was stopped urgently and emergency response was initiated. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",0.061162584,0,Low
NM_0239,Storage depot,Scaffolding work,"Near-miss observation: while performing Scaffolding work at Storage depot, the team found that Reversing was attempted without a banksman and pedestrian segregation. The supervisor reviewed and approved continuation after correction. Work was temporarily halted pending verification of the control measure.",0.0067212447,0,Low
NM_0786,Storage depot,Pump maintenance,"A Electrical supply and process pressure isolation were not independently verified was identified during Pump maintenance at Storage depot. Actual exposure to hazardous conditions occurred. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",0.06421834,0,Low
NM_0484,Maintenance yard,Instrument calibration,A Fall arrest missing was identified during Instrument calibration at Maintenance yard. The job was halted due to high-risk exposure. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.,0.97445434,1,Critical
NM_0739,Compressor station,Crude transfer vehicle movement,"A Excavation edge was not barricaded and underground utility mark-out was incomplete was identified during Crude transfer vehicle movement at Compressor station. Actual exposure to hazardous conditions occurred. The condition presented immediate potentially fatal exposure; operations were stopped, the area was isolated, and emergency escalation began.",0.7901235,1,High
NM_0093,Drilling rig,Sampling and testing,"During Sampling and testing at Drilling rig, Guard missing. Corrective action was taken on the spot. The team recorded the observation and completed immediate housekeeping correction.",0.0054208934,0,Low
NM_0531,Field office area,Manual handling of tubulars,"Near-miss observation: while performing Manual handling of tubulars at Field office area, the team found that Lift plan missing. The job was halted due to high-risk exposure. A supervisor issued a stop-work intervention and required a formal control verification.",0.9586584,1,Critical
NM_0331,LPG bottling plant,Confined space entry,Inspection revealed Fall arrest missing during Confined space entry at LPG bottling plant. The job proceeded only after corrective measures. Work was temporarily halted pending verification of the control measure.,0.033084057,0,Low
NM_0509,Pipeline ROW,Loading/unloading operations,"During Loading/unloading operations at Pipeline ROW, Fall arrest missing. Work was stopped due to potential serious injury risk. Work was halted due to high-risk exposure and corrective measures were implemented.",0.61800194,1,High
NM_0142,Field office area,Process unit startup/shutdown,"During routine checks at Field office area, Open edge protection and full-body harness anchorage were unavailable was observed during Process unit startup/shutdown. The area was corrected immediately. The condition was corrected during the routine inspection, with no exposure to hazardous energy.",0.006143875,0,Low
NM_0536,Field office area,Hydrostatic pressure test,"Shift crew reported that during Hydrostatic pressure test in Field office area, Trip interlock was found bypassed during a production upset. The situation had credible potential for serious injury. Work was halted due to high-risk exposure and corrective measures were implemented.",0.6079997,1,High
NM_0325,Offshore platform,Hot work (welding/grinding),"During routine checks at Offshore platform, Lift plan missing was observed during Hot work (welding/grinding). The job proceeded only after corrective measures. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.",0.0057174624,0,Low
NM_0136,Truck loading bay,Hydrostatic pressure test,"Near-miss observation: while performing Hydrostatic pressure test at Truck loading bay, the team found that Hands were placed near pinch points and no designated signaler was present. Work was paused briefly and the issue was resolved. No work stoppage was required as the risk was minimal.",0.0144305965,0,Low
NM_0234,Drilling rig,Reversing vehicle operations,"Before/during Reversing vehicle operations at Drilling rig, Pneumatic energy isolation was not locked and residual pressure remained in the line. The job proceeded only after corrective measures. Work was temporarily halted pending verification of the control measure.",0.0066588717,0,Low
NM_0589,Offshore platform,Housekeeping inspection,"During routine checks at Offshore platform, Fire watch missing was observed during Housekeeping inspection. The job was halted due to high-risk exposure. Work was halted due to high-risk exposure and corrective measures were implemented.",0.93830824,1,Critical
NM_0642,Storage depot,Electrical maintenance,"Near-miss observation: while performing Electrical maintenance at Storage depot, the team found that Damaged pallet and unstable load were being raised without a spotter. Work was stopped urgently and emergency response was initiated. The situation had imminent potential for fatality and was escalated immediately.",0.9664983,1,Critical
NM_0066,Maintenance yard,Pipe spool welding,"Inspection revealed Scaffold was altered without inspection tag and toe boards were missing during Pipe spool welding at Maintenance yard. The team corrected it without delay. The condition was corrected during the routine inspection, with no exposure to hazardous energy.",0.006440326,0,Low
NM_0659,Field office area,Hydrostatic pressure test,"Shift crew reported that during Hydrostatic pressure test in Field office area, Lift plan, tag lines, and barricaded drop zone were not available. Actual exposure to hazardous conditions occurred. Personnel were moved to a safe location and the event was treated as a high-potential near miss.",0.03461649,0,Low
NM_0656,Gas processing unit,Instrument calibration,"During routine checks at Gas processing unit, Procedure not followed was observed during Instrument calibration. Work was stopped urgently and emergency response was initiated. The situation had imminent potential for fatality and was escalated immediately.",0.41211396,0,Medium
NM_0258,Compressor station,Emergency valve servicing,"Shift crew reported that during Emergency valve servicing in Compressor station, Open edge protection and full-body harness anchorage were unavailable. Work was paused until the issue was addressed. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.",0.020707266,0,Low
NM_0013,Truck loading bay,Night driving to remote site,Inspection revealed Guard missing during Night driving to remote site at Truck loading bay. The team corrected it without delay. No work stoppage was required as the risk was minimal.,0.009807738,0,Low
NM_0549,Gas processing unit,Confined space entry,"During routine checks at Gas processing unit, PPE not used was observed during Confined space entry. The job was halted due to high-risk exposure. A supervisor issued a stop-work intervention and required a formal control verification.",0.030526038,0,Low
NM_0774,Refinery unit,Forklift pallet handling,"During Forklift pallet handling at Refinery unit, PPE not used. Work was stopped urgently and emergency response was initiated. All personnel were evacuated and the area was secured pending full investigation.",0.6799207,1,High
NM_0390,Drilling rig,Hydrostatic pressure test,"Before/during Hydrostatic pressure test at Drilling rig, Damaged pallet and unstable load were being raised without a spotter. Work was stopped temporarily and resumed after verification. No one was exposed, but the observation required a documented corrective action.",0.009117194,0,Low
NM_0796,Storage tank,Pipeline inspection,"During Pipeline inspection at Storage tank, Lift plan missing. Multiple workers were at risk of serious injury or fatality. The condition presented immediate potentially fatal exposure; operations were stopped, the area was isolated, and emergency escalation began.",0.9281853,1,Critical
NM_0292,Storage depot,Tank farm operations,"During Tank farm operations at Storage depot, Electrical supply and process pressure isolation were not independently verified. The supervisor reviewed and approved continuation after correction. The crew escalated the issue through the shift safety meeting and closed it before continuation.",0.0030897213,0,Low
NM_0615,LPG bottling plant,Chemical sampling,"During Chemical sampling at LPG bottling plant, Spill containment missing. All personnel were evacuated. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",0.97605795,1,Critical
NM_0208,Gas processing unit,Well intervention,"Near-miss observation: while performing Well intervention at Gas processing unit, the team found that PPE not used. Work was paused until the issue was addressed. Work was temporarily halted pending verification of the control measure.",0.06826182,0,Low
NM_0030,Process plant,Pressure vessel testing,A Procedure not followed was identified during Pressure vessel testing at Process plant. Work was paused briefly and the issue was resolved. The observation was logged and addressed during the same shift.,0.0047967145,0,Low
NM_0444,Drilling rig,Vehicle movement,"Inspection revealed No pre-entry gas test, attendant, rescue arrangement, or signed entry permit during Vehicle movement at Drilling rig. Critical control failure was corrected before resuming work. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.",0.9884906,1,Critical
NM_0440,Storage tank,Scaffolding work,"Inspection revealed Pneumatic energy isolation was not locked and residual pressure remained in the line during Scaffolding work at Storage tank. The situation had credible potential for serious injury. Personnel were close to hazardous energy exposure, so the area was secured pending investigation.",0.081995025,0,Low
NM_0180,LPG bottling plant,Confined space entry,"Before/during Confined space entry at LPG bottling plant, Drain cover was open and combustible vapour testing was not documented. No work stoppage was required. No work stoppage was required as the risk was minimal.",0.03972416,0,Low
NM_0473,Process plant,Housekeeping inspection,"Before/during Housekeeping inspection at Process plant, Trip interlock was found bypassed during a production upset. The situation had credible potential for serious injury. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.",0.8030971,1,Critical
NM_0267,Process plant,Forklift pallet handling,"During Forklift pallet handling at Process plant, Supervision absent. The job proceeded only after corrective measures. Work was temporarily halted pending verification of the control measure.",0.004098763,0,Low
NM_0654,Drilling rig,Lifting valve actuator,A Isolation not verified was identified during Lifting valve actuator at Drilling rig. Actual exposure to hazardous conditions occurred. The situation had imminent potential for fatality and was escalated immediately.,0.9829951,1,Critical
NM_0259,Pump station,Instrument calibration,"Near-miss observation: while performing Instrument calibration at Pump station, the team found that Fire watch missing. Work was paused until the issue was addressed. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.",0.002443561,0,Low
NM_0402,Truck loading bay,Pump seal replacement,"During Pump seal replacement at Truck loading bay, Isolation not verified. Critical control failure was corrected before resuming work. Work was halted due to high-risk exposure and corrective measures were implemented.",0.971873,1,Critical
NM_0777,Gas processing unit,Forklift pallet handling,"During Forklift pallet handling at Gas processing unit, Lift plan, tag lines, and barricaded drop zone were not available. Multiple workers were at risk of serious injury or fatality. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",0.9657937,1,Critical
NM_0106,Storage depot,Housekeeping inspection,A Training inadequate was identified during Housekeeping inspection at Storage depot. Corrective action was taken on the spot. The observation was logged and addressed during the same shift.,0.0031403885,0,Low
NM_0126,Process plant,Drilling operations,"Shift crew reported that during Drilling operations in Process plant, Communication failure. No work stoppage was required. The issue was minor and was rectified before it affected the task.",0.008743119,0,Low
NM_0510,Process plant,Vessel entry preparation,"Shift crew reported that during Vessel entry preparation in Process plant, Atmosphere not tested. The job was halted due to high-risk exposure. Work was halted due to high-risk exposure and corrective measures were implemented.",0.047654543,0,Low
NM_0026,Gas processing unit,Loading/unloading operations,A Work scope had changed but the permit and job safety analysis were not revalidated was identified during Loading/unloading operations at Gas processing unit. The team corrected it without delay. The issue was minor and was rectified before it affected the task.,0.0066020666,0,Low
NM_0188,Wellsite,Vessel entry preparation,"Before/during Vessel entry preparation at Wellsite, Excavation edge was not barricaded and underground utility mark-out was incomplete. The team corrected it without delay. The condition was corrected during the routine inspection, with no exposure to hazardous energy.",0.0033509696,0,Low
NM_0242,Truck loading bay,Pump seal replacement,"Near-miss observation: while performing Pump seal replacement at Truck loading bay, the team found that Fire watch missing. The job proceeded only after corrective measures. The crew escalated the issue through the shift safety meeting and closed it before continuation.",0.041688416,0,Low
NM_0625,Gas processing unit,Pump maintenance,"During Pump maintenance at Gas processing unit, Communication failure. Multiple workers were at risk of serious injury or fatality. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",0.958936,1,Critical
NM_0754,Process plant,Housekeeping inspection,"Near-miss observation: while performing Housekeeping inspection at Process plant, the team found that No pre-entry gas test, attendant, rescue arrangement, or signed entry permit. All personnel were evacuated. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",0.049195975,0,Low
NM_0186,LPG bottling plant,Reversing vehicle operations,"Near-miss observation: while performing Reversing vehicle operations at LPG bottling plant, the team found that Guard missing. The area was corrected immediately. The team recorded the observation and completed immediate housekeeping correction.",0.0065119094,0,Low
NM_0036,Offshore platform,Vehicle movement,"Shift crew reported that during Vehicle movement in Offshore platform, Excavation edge was not barricaded and underground utility mark-out was incomplete. The team corrected it without delay. No work stoppage was required as the risk was minimal.",0.0040143807,0,Low
NM_0083,Maintenance yard,Vehicle movement,"During routine checks at Maintenance yard, Excavation edge was not barricaded and underground utility mark-out was incomplete was observed during Vehicle movement. Work was paused briefly and the issue was resolved. The team recorded the observation and completed immediate housekeeping correction.",0.0029846644,0,Low
NM_0486,Process plant,Pipeline inspection,"Inspection revealed Procedure not followed during Pipeline inspection at Process plant. Work was stopped due to potential serious injury risk. Personnel were close to hazardous energy exposure, so the area was secured pending investigation.",0.9471535,1,Critical
NM_0250,Refinery unit,Scaffold modification,"Shift crew reported that during Scaffold modification in Refinery unit, Fall arrest missing. The supervisor reviewed and approved continuation after correction. No one was exposed, but the observation required a documented corrective action.",0.23266597,0,Low
NM_0674,Storage depot,Forklift pallet handling,A Electrical supply and process pressure isolation were not independently verified was identified during Forklift pallet handling at Storage depot. The situation had imminent potential for fatality and was escalated immediately. All personnel were evacuated and the area was secured pending full investigation.,0.04890459,0,Low
NM_0562,Compressor station,Internal tank inspection,"Shift crew reported that during Internal tank inspection in Compressor station, Simultaneous operations were not recorded in the permit briefing. The job was halted due to high-risk exposure. A supervisor issued a stop-work intervention and required a formal control verification.",0.08713298,0,Low
NM_0069,Compressor station,Pipe-rack inspection,A Sample bottle label was unclear and secondary containment was not positioned was identified during Pipe-rack inspection at Compressor station. No work stoppage was required. The issue was minor and was rectified before it affected the task.,0.013749411,0,Low
NM_0269,Tank farm,Lifting and rigging,"During Lifting and rigging at Tank farm, Test manifold lacked verified restraint and pressure-release exclusion controls. The supervisor reviewed and approved continuation after correction. The supervisor reviewed the situation and approved continuation after correction.",0.008358569,0,Low
NM_0465,Maintenance yard,Emergency valve servicing,"Shift crew reported that during Emergency valve servicing in Maintenance yard, Fire watch missing. The situation had credible potential for serious injury. The situation had credible potential for serious injury and was escalated immediately.",0.5554333,1,Medium
NM_0663,LPG bottling plant,Excavation work,"Inspection revealed Test manifold lacked verified restraint and pressure-release exclusion controls during Excavation work at LPG bottling plant. Multiple workers were at risk of serious injury or fatality. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",0.9922522,1,Critical
NM_0216,Pipeline ROW,Vessel entry preparation,"During Vessel entry preparation at Pipeline ROW, Supervision absent. Work was stopped temporarily and resumed after verification. Work was temporarily halted pending verification of the control measure.",0.008339031,0,Low
NM_0341,Refinery unit,Scaffolding work,Inspection revealed Exclusion zone missing during Scaffolding work at Refinery unit. Work was paused until the issue was addressed. Work was temporarily halted pending verification of the control measure.,0.007124062,0,Low
NM_0721,Refinery unit,Process unit startup/shutdown,A Gas testing was overdue and no dedicated fire watch was assigned was identified during Process unit startup/shutdown at Refinery unit. Actual exposure to hazardous conditions occurred. The situation had imminent potential for fatality and was escalated immediately.,0.8058779,1,Critical
NM_0724,Truck loading bay,Hot work (welding/grinding),"Inspection revealed No pre-entry gas test, attendant, rescue arrangement, or signed entry permit during Hot work (welding/grinding) at Truck loading bay. All personnel were evacuated. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",0.9703273,1,Critical
NM_0124,Tank farm,Housekeeping inspection,"Before/during Housekeeping inspection at Tank farm, Lift plan missing. Corrective action was taken on the spot. The team recorded the observation and completed immediate housekeeping correction.",0.003945032,0,Low
NM_0747,Pipeline ROW,Instrument calibration,"Shift crew reported that during Instrument calibration in Pipeline ROW, Guard missing. Actual exposure to hazardous conditions occurred. The condition presented immediate potentially fatal exposure; operations were stopped, the area was isolated, and emergency escalation began.",0.97807944,1,Critical
NM_0311,Storage depot,Chemical sampling,"During Chemical sampling at Storage depot, Pneumatic energy isolation was not locked and residual pressure remained in the line. Work was stopped temporarily and resumed after verification. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.",0.019747186,0,Low
NM_0768,Wellsite,Reversing vehicle operations,Inspection revealed Drain cover was open and combustible vapour testing was not documented during Reversing vehicle operations at Wellsite. Actual exposure to hazardous conditions occurred. Personnel were moved to a safe location and the event was treated as a high-potential near miss.,0.9544995,1,Critical
NM_0338,Tank farm,Internal tank inspection,Inspection revealed Reversing was attempted without a banksman and pedestrian segregation during Internal tank inspection at Tank farm. Work was paused until the issue was addressed. Work was temporarily halted pending verification of the control measure.,0.021792326,0,Low
